User Name,Course Title,Quiz Score,Engagement Score,Assignment Grade,Overall Rating
Brian Fowler,Data Analysis with Pandas,95.0,75,73,86
Brian Fowler,Data Analysis for Business Decisions,95.0,50,98,93
Brian Fowler,Negotiation Techniques,85.0,68,97,90
Brian Fowler,Operating Systems Overview,87.0,55,91,88
Brian Fowler,Communication Skills for Project Managers,84.0,67,91,88
Brian Fowler,Virtual Reality Development,74.0,68,51,71
Brian Fowler,Networking Basics,86.0,72,81,86
Brian Fowler,Remote Support Techniques,53.0,91,83,77
Brian Fowler,Google Ads Fundamentals,69.0,71,77,78
Nicholas Marshall,Data Analysis with Pandas,73.0,58,75,78
Nicholas Marshall,Data Visualization with Matplotlib,59.0,59,82,75
Nicholas Marshall,Data Ethics,70.0,91,56,73
Nicholas Marshall,Data Analysis for Business Decisions,86.0,86,83,88
Nicholas Marshall,Data Cleaning & Preprocessing,84.0,91,79,86
Nicholas Marshall,Customer Service Excellence,89.0,67,93,90
Nicholas Marshall,Google Ads Fundamentals,87.0,72,94,91
Nicholas Marshall,Incident Response,96.0,53,57,79
Nicholas Marshall,Financial Planning and Forecasting,62.0,69,83,78
Nicholas Marshall,Content Management Systems (CMS),77.0,91,77,83
Crystal Horton,Data Analysis for Business Decisions,70.0,75,97,86
Crystal Horton,Data Visualization with Matplotlib,91.0,68,76,85
Crystal Horton,Data Cleaning & Preprocessing,82.0,67,100,90
Crystal Horton,Data Ethics,97.0,53,79,87
Crystal Horton,Data Analysis with Pandas,54.0,73,83,75
Crystal Horton,Azure Basics,69.0,69,63,73
Crystal Horton,Statistical Analysis,62.0,65,98,82
Crystal Horton,Multiplayer Game Development,57.0,86,81,77
Crystal Horton,Sales Analytics,80.0,51,97,87
Crystal Horton,MongoDB,87.0,66,66,80
Gregory Bailey,Data Visualization with Matplotlib,90.0,97,88,92
Gregory Bailey,Data Analysis for Business Decisions,59.0,60,94,80
Gregory Bailey,Data Cleaning & Preprocessing,81.0,61,57,74
Gregory Bailey,Data Analysis with Pandas,96.0,71,87,91
Gregory Bailey,Data Ethics,53.0,55,74,70
Gregory Bailey,Blogging for Beginners,64.0,60,64,71
Gregory Bailey,Network Security Fundamentals,95.0,76,74,87
Gregory Bailey,Project Management Tools Overview,59.0,84,51,67
Gregory Bailey,Machine Learning Basics,52.0,79,54,65
Gregory Bailey,2D Game Development,100.0,60,57,81
Gregory Bailey,Game Testing Techniques,88.0,81,93,91
Gregory Bailey,API Development,98.0,84,69,87
Gregory Bailey,Supervised Learning,65.0,58,60,70
Gregory Bailey,Negotiation Techniques,76.0,80,66,78
Joshua Hicks,Data Analysis for Business Decisions,96.0,79,54,80
Joshua Hicks,Data Analysis with Pandas,77.0,77,78,82
Joshua Hicks,Data Ethics,99.0,62,57,81
Joshua Hicks,Data Visualization with Matplotlib,90.0,53,84,86
Joshua Hicks,Data Cleaning & Preprocessing,60.0,82,76,76
Joshua Hicks,MongoDB,72.0,59,66,74
Joshua Hicks,Digital Sales Techniques,72.0,63,85,81
Joshua Hicks,Reinforcement Learning,90.0,63,52,76
Joshua Hicks,Usability Testing,68.0,70,62,72
Joshua Hicks,Editing and Proofreading Techniques,65.0,79,65,73
Joshua Hicks,Project Scheduling Techniques,79.0,66,54,73
Joshua Hicks,Introduction to Business Analysis,98.0,57,71,85
Joshua Hicks,Express.js,92.0,50,73,83
Gabrielle Sanford,Data Analysis with Pandas,91.0,71,50,76
Gabrielle Sanford,Data Ethics,65.0,94,93,85
Gabrielle Sanford,Data Analysis for Business Decisions,79.0,65,74,80
Gabrielle Sanford,Data Cleaning & Preprocessing,96.0,84,87,92
Gabrielle Sanford,Data Visualization with Matplotlib,67.0,87,86,82
Gabrielle Sanford,Budgeting Basics,79.0,70,96,88
Gabrielle Sanford,Deep Learning Fundamentals,97.0,76,59,82
Gabrielle Sanford,API Integration in Mobile Apps,82.0,90,55,77
Gabrielle Sanford,MongoDB,87.0,66,97,91
Gabrielle Sanford,Penetration Testing,97.0,88,80,91
Charles Owen,Data Visualization with Matplotlib,52.0,52,75,70
Charles Owen,Data Ethics,78.0,97,76,84
Charles Owen,Data Analysis with Pandas,57.0,71,55,66
Charles Owen,Data Cleaning & Preprocessing,94.0,78,97,95
Charles Owen,Data Analysis for Business Decisions,69.0,80,69,76
Charles Owen,Presentation Skills for Sales,51.0,54,74,69
Charles Owen,Social Media Content Creation,73.0,89,77,81
Charles Owen,Podcasting Fundamentals,81.0,80,95,90
Charles Owen,Influencer Marketing,71.0,96,84,84
Charles Owen,Introduction to IT Support,84.0,83,59,78
Charles Owen,Cloud Support Fundamentals,66.0,82,100,86
Elizabeth Williams,Data Visualization with Matplotlib,83.0,85,54,76
Elizabeth Williams,Data Cleaning & Preprocessing,96.0,51,50,76
Elizabeth Williams,Data Analysis with Pandas,94.0,60,93,91
Elizabeth Williams,Data Ethics,82.0,76,58,77
Elizabeth Williams,Data Analysis for Business Decisions,56.0,71,95,80
Elizabeth Williams,Design Tools Overview,84.0,57,54,74
Elizabeth Williams,Google Ads Fundamentals,70.0,75,94,85
Elizabeth Williams,Speech Recognition Technologies,83.0,98,57,79
Elizabeth Williams,Operating Systems Overview,98.0,97,91,96
Elizabeth Williams,Backend Development Fundamentals,92.0,100,92,94
Elizabeth Williams,HTML & CSS,51.0,72,71,70
Elizabeth Williams,Investing Fundamentals,67.0,72,93,83
Elizabeth Williams,JavaScript Basics,76.0,100,86,87
Elizabeth Williams,Deep Learning Fundamentals,84.0,82,82,86
Mary Ward,Data Ethics,63.0,83,97,84
Mary Ward,Data Analysis with Pandas,90.0,86,60,81
Mary Ward,Data Cleaning & Preprocessing,81.0,50,85,83
Mary Ward,Data Analysis for Business Decisions,63.0,88,70,75
Mary Ward,Data Visualization with Matplotlib,64.0,91,72,77
Mary Ward,Python for Data Science,77.0,74,88,85
Mary Ward,JavaScript Basics,95.0,61,93,92
Mary Ward,Budgeting Basics,53.0,98,100,83
Mary Ward,Analytics for Marketers,53.0,90,69,72
Mary Ward,Design Thinking Process,82.0,77,60,77
Brad Hanson,Data Ethics,66.0,90,94,85
Brad Hanson,Data Cleaning & Preprocessing,57.0,84,79,76
Brad Hanson,Data Visualization with Matplotlib,97.0,98,66,87
Brad Hanson,Data Analysis for Business Decisions,73.0,81,60,75
Brad Hanson,Data Analysis with Pandas,53.0,73,56,65
Brad Hanson,Deployment of ML Models,66.0,66,71,75
Brad Hanson,Vulnerability Assessment,68.0,75,100,86
Brad Hanson,Decentralized Applications (DApps),98.0,65,73,86
Brad Hanson,Blogging for Beginners,84.0,50,100,89
Brad Hanson,JavaScript Frameworks Overview,99.0,84,64,85
Brad Hanson,Risk Management in Projects,53.0,84,91,79
Brad Hanson,Risk Analysis and Management,98.0,84,65,85
Brad Hanson,Time Management for Sales,59.0,80,77,76
Brad Hanson,Microservices in Cloud,99.0,77,87,93
Brad Hanson,Monitoring and Logging,62.0,82,74,76
Stanley Wilkins,Data Analysis for Business Decisions,69.0,64,66,74
Stanley Wilkins,Data Cleaning & Preprocessing,54.0,83,85,77
Stanley Wilkins,Data Visualization with Matplotlib,75.0,65,58,73
Stanley Wilkins,Data Ethics,80.0,80,62,78
Stanley Wilkins,Data Analysis with Pandas,97.0,50,89,90
Stanley Wilkins,Operating Systems Overview,54.0,77,94,80
Stanley Wilkins,Business Case Development,59.0,88,68,73
Stanley Wilkins,Reinforcement Learning Techniques,75.0,97,94,89
Stanley Wilkins,Blogging for Beginners,53.0,98,98,83
Stanley Wilkins,E-commerce Development Basics,78.0,83,59,76
Stanley Wilkins,Virtual Reality Development,96.0,81,81,90
Ana Woodard,Data Analysis for Business Decisions,78.0,85,70,80
Ana Woodard,Data Ethics,69.0,93,78,81
Ana Woodard,Data Visualization with Matplotlib,74.0,56,83,81
Ana Woodard,Data Analysis with Pandas,68.0,54,100,84
Ana Woodard,Data Cleaning & Preprocessing,61.0,73,54,68
Ana Woodard,Presentation Skills for Business Analysts,91.0,72,94,92
Ana Woodard,Introduction to Content Creation,60.0,73,65,71
Ana Woodard,Statistical Analysis,100.0,66,51,79
Ana Woodard,Project Management Basics,75.0,62,55,72
Ana Woodard,iOS Development Basics,72.0,50,84,80
Ana Woodard,Progressive Web Apps (PWAs),96.0,90,85,92
Ana Woodard,Ethics in AI,86.0,53,86,85
Ana Woodard,Risk Management in Cybersecurity,94.0,66,52,78
Ana Woodard,Serverless Architecture,82.0,87,61,79
Megan Nolan,Data Analysis for Business Decisions,98.0,63,88,91
Megan Nolan,Data Visualization with Matplotlib,71.0,95,63,76
Megan Nolan,Data Analysis with Pandas,93.0,66,98,93
Megan Nolan,Data Cleaning & Preprocessing,81.0,63,85,84
Megan Nolan,Data Ethics,92.0,50,74,83
Megan Nolan,HTML & CSS,96.0,95,61,84
Megan Nolan,Diversity and Inclusion Initiatives,73.0,61,59,72
Megan Nolan,Introduction to Game Development,50.0,69,61,66
Megan Nolan,Cloud Cost Management,56.0,100,56,69
Megan Nolan,React,72.0,83,74,79
Carl Browning,Data Visualization with Matplotlib,62.0,92,51,69
Carl Browning,Data Ethics,94.0,72,67,84
Carl Browning,Data Cleaning & Preprocessing,63.0,64,63,70
Carl Browning,Data Analysis for Business Decisions,55.0,92,86,79
Carl Browning,Data Analysis with Pandas,85.0,67,90,88
Carl Browning,Risk Management in Projects,58.0,51,80,73
Carl Browning,Performance Optimization for Mobile Apps,61.0,70,61,70
Carl Browning,Introduction to DevOps,77.0,80,92,87
Carl Browning,DevOps in the Cloud,90.0,78,62,81
Carl Browning,Requirements Gathering Techniques,53.0,100,85,78
Carl Browning,Containerization with Docker,92.0,50,75,83
Antonio Wheeler,Data Ethics,55.0,93,58,69
Antonio Wheeler,Data Cleaning & Preprocessing,58.0,56,81,74
Antonio Wheeler,Data Analysis with Pandas,96.0,79,79,89
Antonio Wheeler,Data Visualization with Matplotlib,75.0,90,70,80
Antonio Wheeler,Editing and Proofreading Techniques,55.0,91,63,70
Antonio Wheeler,Web Accessibility Standards,74.0,93,96,89
Antonio Wheeler,Big Data with Spark,95.0,65,54,79
Antonio Wheeler,Hyperledger Basics,95.0,90,73,88
Antonio Wheeler,JavaScript Basics,83.0,99,88,90
Antonio Wheeler,Diversity and Inclusion Initiatives,76.0,93,93,88
Antonio Wheeler,Continuous Integration and Delivery,95.0,81,98,96
Antonio Wheeler,Financial Planning and Forecasting,62.0,70,65,71
Margaret Clarke,Data Analysis with Pandas,81.0,86,50,74
Margaret Clarke,Data Ethics,85.0,77,66,81
Margaret Clarke,Data Analysis for Business Decisions,65.0,96,71,77
Margaret Clarke,Data Cleaning & Preprocessing,97.0,71,79,89
Margaret Clarke,Data Visualization with Matplotlib,89.0,93,62,82
Margaret Clarke,Closing Sales Strategies,90.0,96,88,92
Margaret Clarke,Training and Development,85.0,69,91,88
Margaret Clarke,MongoDB,73.0,58,89,82
Margaret Clarke,Statistical Analysis,95.0,78,59,82
Margaret Clarke,Stakeholder Management,66.0,98,100,88
Margaret Clarke,Ethics in AI,57.0,58,80,74
Margaret Clarke,Video Production Basics,50.0,73,80,73
Margaret Clarke,Design Thinking Process,86.0,79,71,83
Margaret Clarke,Remote Support Techniques,58.0,97,78,77
Jacob Martin,Data Cleaning & Preprocessing,81.0,50,68,77
Jacob Martin,Data Visualization with Matplotlib,76.0,65,74,79
Jacob Martin,Data Analysis for Business Decisions,60.0,90,80,78
Jacob Martin,Data Analysis with Pandas,94.0,65,83,88
Jacob Martin,Data Ethics,78.0,58,58,73
Jacob Martin,Infrastructure as Code,72.0,70,53,71
Jacob Martin,Ethics in AI,97.0,71,60,82
Jacob Martin,iOS Development Basics,50.0,74,96,78
Jacob Martin,Agile Project Management,96.0,70,50,78
Jacob Martin,Labor Laws and Compliance,73.0,73,92,85
Jacob Martin,Natural Language Processing,62.0,84,88,81
Jacob Martin,Quality Management,66.0,87,53,70
Jacob Martin,Sales Fundamentals,76.0,75,91,86
Jacob Martin,Content Management Systems (CMS),99.0,65,100,96
Jacob Martin,Responsive Design Principles,89.0,79,64,81
Isaiah Glover,Data Analysis for Business Decisions,70.0,81,90,84
Isaiah Glover,Data Cleaning & Preprocessing,75.0,87,97,89
Isaiah Glover,Data Analysis with Pandas,100.0,83,86,93
Isaiah Glover,Data Ethics,98.0,98,65,87
Isaiah Glover,Data Visualization with Matplotlib,70.0,51,52,68
Isaiah Glover,Consensus Algorithms,98.0,61,82,89
Isaiah Glover,Network Security Fundamentals,50.0,86,68,70
Isaiah Glover,Training and Development,85.0,94,91,91
Isaiah Glover,Editing and Proofreading Techniques,89.0,57,90,88
Isaiah Glover,Operating Systems Overview,79.0,84,85,86
Isaiah Glover,Configuration Management with Ansible,75.0,76,69,78
Isaiah Glover,Ethics in AI,80.0,57,68,78
Isaiah Glover,Deployment of ML Models,66.0,93,78,80
Geoffrey Smith,Data Analysis with Pandas,86.0,50,60,76
Geoffrey Smith,Data Analysis for Business Decisions,58.0,97,55,69
Geoffrey Smith,Data Ethics,76.0,60,85,82
Geoffrey Smith,Data Visualization with Matplotlib,65.0,74,80,78
Geoffrey Smith,Data Cleaning & Preprocessing,65.0,93,77,79
Geoffrey Smith,Training and Development,88.0,66,92,90
Geoffrey Smith,React,74.0,59,55,71
Geoffrey Smith,Automating Cloud Deployments,93.0,98,84,92
Geoffrey Smith,AI in Healthcare,97.0,80,57,82
Geoffrey Smith,MongoDB,92.0,82,88,91
Rebecca Todd,Data Cleaning & Preprocessing,53.0,88,81,76
Rebecca Todd,Data Analysis for Business Decisions,71.0,71,82,81
Rebecca Todd,Data Visualization with Matplotlib,52.0,93,73,73
Rebecca Todd,Data Analysis with Pandas,100.0,58,65,84
Rebecca Todd,Data Ethics,95.0,97,98,97
Rebecca Todd,Azure Basics,78.0,65,85,84
Rebecca Todd,Introduction to IT Support,53.0,90,53,66
Rebecca Todd,Risk Management in Cybersecurity,67.0,56,100,84
Rebecca Todd,Multiplayer Game Development,92.0,53,77,84
Rebecca Todd,Ethics in AI,89.0,73,71,83
Rebecca Todd,Google Ads Fundamentals,54.0,78,87,77
Jennifer Nichols,Data Analysis with Pandas,66.0,66,93,82
Jennifer Nichols,Data Ethics,75.0,99,62,78
Jennifer Nichols,Data Cleaning & Preprocessing,76.0,97,96,90
Jennifer Nichols,Data Visualization with Matplotlib,85.0,68,96,90
Jennifer Nichols,Data Analysis for Business Decisions,64.0,51,75,74
Jennifer Nichols,Deployment & Hosting,67.0,73,83,80
Jennifer Nichols,Budgeting Basics,88.0,72,100,93
Jennifer Nichols,Continuous Integration and Delivery,72.0,74,98,87
Jennifer Nichols,MongoDB,77.0,81,72,80
Jennifer Nichols,Networking Basics,63.0,61,84,78
Michael Avila,Data Visualization with Matplotlib,68.0,87,85,82
Michael Avila,Data Ethics,53.0,79,70,71
Michael Avila,Data Analysis with Pandas,84.0,73,78,84
Michael Avila,Data Analysis for Business Decisions,53.0,80,67,70
Michael Avila,Data Cleaning & Preprocessing,64.0,93,60,73
Michael Avila,Cryptocurrency Fundamentals,100.0,70,54,81
Michael Avila,Email Marketing Basics,98.0,72,72,87
Michael Avila,Content Marketing Strategies,77.0,91,80,84
Michael Avila,Performance Management Systems,60.0,56,90,78
Michael Avila,Android Development Basics,93.0,92,71,87
Michael Avila,Understanding Consumer Behavior,97.0,95,55,83
Michael Avila,Reinforcement Learning,80.0,75,55,75
Michael Avila,Infrastructure as Code,85.0,96,96,93
Michael Avila,Containerization with Docker,100.0,53,51,78
Anthony Williams,Data Visualization with Matplotlib,88.0,64,68,81
Anthony Williams,Data Ethics,62.0,53,57,67
Anthony Williams,Data Analysis for Business Decisions,95.0,75,63,83
Anthony Williams,Data Cleaning & Preprocessing,77.0,80,83,84
Anthony Williams,Data Analysis with Pandas,65.0,86,58,72
Anthony Williams,Mobile App Design,88.0,92,82,89
Anthony Williams,Hyperledger Basics,54.0,59,99,79
Anthony Williams,Introduction to Content Creation,83.0,100,66,82
Anthony Williams,Responsive Web Design,52.0,76,56,65
Anthony Williams,AI in IoT,84.0,73,94,90
Daniel Hall PhD,Data Ethics,84.0,70,86,86
Daniel Hall PhD,Data Cleaning & Preprocessing,69.0,97,76,80
Daniel Hall PhD,Data Visualization with Matplotlib,87.0,87,50,77
Daniel Hall PhD,Data Analysis with Pandas,64.0,75,56,70
Daniel Hall PhD,Data Analysis for Business Decisions,83.0,79,52,75
Daniel Hall PhD,Introduction to IT Support,62.0,64,77,75
Daniel Hall PhD,Hyperledger Basics,70.0,52,88,80
Daniel Hall PhD,Investing Fundamentals,85.0,54,76,82
Daniel Hall PhD,Computer Vision Applications,95.0,73,77,88
Daniel Hall PhD,Agile Project Management,73.0,99,52,74
Daniel Hall PhD,Introduction to Finance,70.0,80,65,75
Joshua Edwards,Data Analysis for Business Decisions,92.0,89,63,83
Joshua Edwards,Data Ethics,71.0,74,86,82
Joshua Edwards,Data Cleaning & Preprocessing,94.0,66,70,84
Joshua Edwards,Data Visualization with Matplotlib,92.0,64,88,89
Joshua Edwards,Blockchain Security,64.0,72,100,85
Joshua Edwards,Remote Support Techniques,96.0,73,94,94
Joshua Edwards,Serverless Architecture,79.0,89,66,80
Joshua Edwards,Introduction to Game Development,88.0,66,72,83
Joshua Edwards,Business Case Development,62.0,91,77,78
Joshua Edwards,Game Testing Techniques,53.0,65,77,72
Joshua Edwards,Usability Testing,55.0,54,86,75
Joshua Edwards,SEO Best Practices,97.0,54,95,93
Joshua Edwards,Predictive Analytics,93.0,77,78,88
Joshua Edwards,Graphic Design Basics for Content,79.0,59,72,79
Joshua Edwards,Blogging for Beginners,100.0,84,60,84
Bradley Meyer,Data Analysis with Pandas,54.0,61,73,71
Bradley Meyer,Data Ethics,61.0,66,84,77
Bradley Meyer,Data Visualization with Matplotlib,59.0,50,65,68
Bradley Meyer,Data Cleaning & Preprocessing,78.0,97,99,92
Bradley Meyer,Data Analysis for Business Decisions,90.0,52,83,86
Bradley Meyer,Backend Development Fundamentals,55.0,59,53,64
Bradley Meyer,Change Management Strategies,58.0,85,61,70
Bradley Meyer,Personal Finance Skills,60.0,76,93,81
Bradley Meyer,Content Strategy Development,86.0,71,70,82
Bradley Meyer,Time Management for Sales,88.0,55,51,74
Jerry Snyder DDS,Data Cleaning & Preprocessing,80.0,68,81,83
Jerry Snyder DDS,Data Analysis for Business Decisions,60.0,87,55,69
Jerry Snyder DDS,Data Visualization with Matplotlib,55.0,59,87,76
Jerry Snyder DDS,Data Ethics,80.0,79,90,87
Jerry Snyder DDS,Data Analysis with Pandas,62.0,52,70,71
Jerry Snyder DDS,Content Marketing Strategies,95.0,50,81,87
Jerry Snyder DDS,Business Process Modeling,84.0,63,98,90
Jerry Snyder DDS,Network Security Fundamentals,56.0,76,67,71
Jerry Snyder DDS,Diversity and Inclusion Initiatives,82.0,88,68,81
Jerry Snyder DDS,Game Monetization Strategies,76.0,72,55,73
Jade Conley,Data Analysis for Business Decisions,97.0,55,68,83
Jade Conley,Data Visualization with Matplotlib,66.0,86,94,85
Jade Conley,Data Cleaning & Preprocessing,100.0,100,60,86
Jade Conley,Data Ethics,94.0,62,65,82
Jade Conley,Data Analysis with Pandas,54.0,64,54,64
Jade Conley,Git & GitHub,97.0,84,64,85
Jade Conley,iOS Development Basics,85.0,92,72,84
Jade Conley,Budgeting Basics,92.0,79,67,84
Jade Conley,Unsupervised Learning,87.0,53,80,84
Jade Conley,Agile Methodologies,90.0,99,82,90
Deborah Stafford,Data Analysis for Business Decisions,97.0,96,61,85
Deborah Stafford,Data Cleaning & Preprocessing,99.0,80,77,90
Deborah Stafford,Data Analysis with Pandas,96.0,95,94,96
Deborah Stafford,Data Ethics,69.0,91,60,74
Deborah Stafford,Data Visualization with Matplotlib,81.0,87,91,89
Deborah Stafford,Understanding Consumer Behavior,65.0,79,88,81
Deborah Stafford,Blogging for Beginners,58.0,77,62,70
Deborah Stafford,Brand Management Online,93.0,62,77,86
Deborah Stafford,Deployment of ML Models,72.0,95,77,82
Deborah Stafford,Remote Support Techniques,88.0,93,74,86
Deborah Stafford,ITIL Foundations,55.0,83,69,72
Deborah Stafford,Deep Learning with TensorFlow,53.0,76,84,76
Deborah Stafford,Progressive Web Apps (PWAs),88.0,72,54,77
Deborah Stafford,Closing Sales Strategies,82.0,64,58,75
Deborah Stafford,Communication Skills for Project Managers,90.0,66,69,82
Kyle Martinez,Data Analysis with Pandas,62.0,65,94,81
Kyle Martinez,Data Cleaning & Preprocessing,91.0,100,56,81
Kyle Martinez,Data Ethics,65.0,58,60,70
Kyle Martinez,Data Visualization with Matplotlib,61.0,96,79,79
Kyle Martinez,Data Analysis for Business Decisions,96.0,97,73,89
Kyle Martinez,Business Case Development,55.0,61,93,78
Kyle Martinez,2D Game Development,95.0,59,63,81
Kyle Martinez,Introduction to Cloud Computing,71.0,82,98,87
Kyle Martinez,Time Series Analysis,63.0,71,55,68
Kyle Martinez,Game Monetization Strategies,76.0,55,55,71
Kyle Martinez,AWS Fundamentals,53.0,75,83,75
Kyle Martinez,Agile Methodologies,68.0,73,93,84
Michele Vargas,Data Visualization with Matplotlib,64.0,51,69,72
Michele Vargas,Data Analysis for Business Decisions,63.0,90,84,80
Michele Vargas,Data Cleaning & Preprocessing,52.0,79,88,77
Michele Vargas,Data Ethics,57.0,90,100,84
Michele Vargas,Data Analysis with Pandas,80.0,73,74,81
Michele Vargas,Android Development Basics,51.0,97,75,74
Michele Vargas,Budgeting Basics,60.0,65,78,75
Michele Vargas,Mobile App Design,69.0,94,95,87
Michele Vargas,Personal Finance Skills,65.0,78,79,78
Michele Vargas,Continuous Integration and Delivery,98.0,63,74,86
Michele Vargas,Introduction to Game Development,83.0,66,97,90
Michele Vargas,Labor Laws and Compliance,55.0,95,81,77
Michele Vargas,Business Case Development,85.0,60,76,82
Michele Vargas,Visual Design Basics,81.0,91,81,86
Michele Vargas,Google Cloud Platform Essentials,63.0,72,90,81
Janice Whitaker,Data Visualization with Matplotlib,63.0,72,53,68
Janice Whitaker,Data Analysis for Business Decisions,81.0,90,99,92
Janice Whitaker,Data Cleaning & Preprocessing,92.0,61,51,76
Janice Whitaker,Data Ethics,81.0,94,54,77
Janice Whitaker,Data Analysis with Pandas,83.0,78,56,76
Janice Whitaker,Blogging for Beginners,61.0,88,89,81
Janice Whitaker,Express.js,83.0,68,77,83
Janice Whitaker,Talent Acquisition Strategies,96.0,77,94,94
Janice Whitaker,API Development,83.0,78,66,80
Janice Whitaker,Multiplayer Game Development,67.0,60,89,81
Janice Whitaker,Automating Cloud Deployments,91.0,95,68,85
Janice Whitaker,Unreal Engine Basics,65.0,100,53,71
Jason Mills,Data Visualization with Matplotlib,64.0,50,88,78
Jason Mills,Data Cleaning & Preprocessing,53.0,63,94,78
Jason Mills,Data Analysis with Pandas,57.0,50,74,71
Jason Mills,Data Analysis for Business Decisions,92.0,64,72,84
Jason Mills,Data Ethics,83.0,79,69,81
Jason Mills,AI for Business,87.0,81,90,90
Jason Mills,AI in Robotics,77.0,69,95,87
Jason Mills,Infrastructure as Code,63.0,94,68,75
Jason Mills,Project Management Basics,82.0,68,83,85
Jason Mills,Risk Management in Finance,91.0,98,84,91
Jason Mills,Time Management for Sales,88.0,85,84,89
Jason Mills,Predictive Analytics,56.0,64,78,73
Jason Mills,AI in Healthcare,52.0,54,69,68
William Jenkins,Data Ethics,96.0,56,72,84
William Jenkins,Data Visualization with Matplotlib,53.0,97,79,76
William Jenkins,Data Analysis with Pandas,64.0,66,94,82
William Jenkins,Data Analysis for Business Decisions,65.0,65,65,72
William Jenkins,Data Cleaning & Preprocessing,100.0,66,90,93
William Jenkins,Wireframing and Prototyping,84.0,90,97,92
William Jenkins,Employee Engagement Techniques,81.0,51,55,73
William Jenkins,Editing and Proofreading Techniques,59.0,83,84,78
