User Name,Course Title,Progress (%),Is Certified
Maria Roach,Data Cleaning & Preprocessing,100,True
Maria Roach,Data Visualization with Matplotlib,100,False
Maria Roach,Ethical Hacking Basics,100,True
Maria Roach,Sales Fundamentals,100,True
Maria Roach,SEO for Content Creators,100,False
Maria Roach,Content Strategy Development,100,True
Maria Roach,Performance Optimization for Mobile Apps,100,False
Richard Jones,Data Ethics,100,True
Richard Jones,Data Cleaning & Preprocessing,100,True
Richard Jones,Data Analysis for Business Decisions,100,False
Richard Jones,Data Analysis with Pandas,100,True
Richard Jones,Data Visualization with Matplotlib,100,True
Richard Jones,Project Management Tools Overview,100,False
Richard Jones,React,100,False
Richard Jones,Computer Vision Basics,100,True
Richard Jones,Serverless Architecture,100,True
Richard Jones,Training and Development,100,False
Richard Jones,Cross-Platform Development with Flutter,100,True
David Hall,Data Analysis with Pandas,100,False
David Hall,Data Cleaning & Preprocessing,100,True
David Hall,Data Visualization with Matplotlib,100,False
David Hall,Data Analysis for Business Decisions,100,True
David Hall,Data Ethics,100,True
David Hall,Conversion Rate Optimization,100,True
David Hall,Networking Basics,100,False
David Hall,Unreal Engine Basics,100,True
David Hall,Unsupervised Learning,100,True
David Hall,MongoDB,100,True
David Hall,Microservices in Cloud,100,True
David Hall,Influencer Marketing,100,False
David Hall,Computer Vision Applications,100,True
Chelsea Roman,Data Analysis for Business Decisions,100,False
Chelsea Roman,Data Ethics,100,False
Chelsea Roman,Data Cleaning & Preprocessing,100,False
Chelsea Roman,Data Visualization with Matplotlib,100,False
Chelsea Roman,Data Analysis with Pandas,100,True
Chelsea Roman,E-commerce Development Basics,100,True
Chelsea Roman,Reinforcement Learning,100,True
Chelsea Roman,Networking Basics,100,False
Chelsea Roman,Remote Support Techniques,100,True
Chelsea Roman,Game Design Principles,100,True
Chelsea Roman,Usability Testing,100,False
Chelsea Roman,Analytics for Marketers,100,True
Chelsea Roman,AI in Robotics,100,True
Chelsea Roman,Agile Project Management,100,True
Chelsea Roman,Natural Language Processing Techniques,100,False
Matthew White,Data Analysis for Business Decisions,100,True
Matthew White,Data Cleaning & Preprocessing,100,True
Matthew White,Data Visualization with Matplotlib,100,True
Matthew White,Data Analysis with Pandas,100,True
Matthew White,Incident Response,100,True
Matthew White,Web Application Security,100,True
Matthew White,Penetration Testing,100,False
Matthew White,Introduction to Game Development,100,False
Matthew White,Unsupervised Learning,100,False
Matthew White,Speech Recognition Technologies,100,True
Melissa Butler,Data Analysis with Pandas,100,False
Melissa Butler,Data Cleaning & Preprocessing,100,True
Melissa Butler,Data Visualization with Matplotlib,100,True
Melissa Butler,Data Ethics,100,False
Melissa Butler,Data Analysis for Business Decisions,100,True
Melissa Butler,Agile Methodologies,100,False
Melissa Butler,Requirements Gathering Techniques,100,False
Melissa Butler,Introduction to Blockchain,100,False
Melissa Butler,Reinforcement Learning Techniques,100,False
Melissa Butler,Unity Basics,100,False
Melissa Butler,Azure Basics,100,True
Melissa Butler,Introduction to UI/UX Design,100,False
Melissa Butler,Game Monetization Strategies,100,True
William Johnson,Data Analysis with Pandas,100,True
William Johnson,Data Visualization with Matplotlib,100,True
William Johnson,Data Cleaning & Preprocessing,100,True
William Johnson,Data Ethics,100,False
William Johnson,Data Analysis for Business Decisions,100,True
William Johnson,Introduction to AI,100,True
William Johnson,Game Design Principles,100,False
William Johnson,Mobile Testing Strategies,100,False
William Johnson,Frontend Development Basics,100,True
William Johnson,Azure Basics,100,True
William Johnson,Natural Language Processing,100,True
Michael Gill,Data Ethics,100,False
Michael Gill,Data Analysis with Pandas,100,False
Michael Gill,Data Cleaning & Preprocessing,100,False
Michael Gill,Data Visualization with Matplotlib,100,True
Michael Gill,Data Analysis for Business Decisions,100,False
Michael Gill,Understanding Financial Markets,100,False
Michael Gill,MongoDB,100,False
Michael Gill,Containerization with Docker,100,True
Michael Gill,Video Production Basics,100,True
Michael Gill,Model Evaluation,100,True
Sarah Parker,Data Analysis with Pandas,100,False
Sarah Parker,Data Visualization with Matplotlib,100,True
Sarah Parker,Data Ethics,100,False
Sarah Parker,Data Cleaning & Preprocessing,100,True
Sarah Parker,Data Analysis for Business Decisions,100,True
Sarah Parker,HR Analytics,100,False
Sarah Parker,Content Management Systems (CMS),100,True
Sarah Parker,Computer Vision Applications,100,True
Sarah Parker,Game Design Principles,100,False
Sarah Parker,Mobile App Security,100,False
Nicholas Mahoney,Data Analysis for Business Decisions,100,False
Nicholas Mahoney,Data Analysis with Pandas,100,False
Nicholas Mahoney,Data Cleaning & Preprocessing,100,True
Nicholas Mahoney,Data Ethics,100,False
Nicholas Mahoney,Data Visualization with Matplotlib,100,False
Nicholas Mahoney,Labor Laws and Compliance,100,True
Nicholas Mahoney,Project Scheduling Techniques,100,True
Nicholas Mahoney,Design Tools Overview,100,True
Nicholas Mahoney,Web Accessibility Standards,100,True
Nicholas Mahoney,Sales Analytics,100,False
Nicholas Mahoney,Podcasting Fundamentals,100,True
Nicholas Mahoney,Time Management for Sales,100,True
Maria Morgan,Data Cleaning & Preprocessing,100,True
Maria Morgan,Data Analysis with Pandas,100,False
Maria Morgan,Data Ethics,100,False
Maria Morgan,Data Visualization with Matplotlib,100,False
Maria Morgan,Data Analysis for Business Decisions,100,True
Maria Morgan,Google Ads Fundamentals,100,True
Maria Morgan,Supervised Learning,100,True
Maria Morgan,AI in IoT,100,True
Maria Morgan,Virtual Reality Development,100,False
Maria Morgan,Email Marketing Basics,100,True
Maria Morgan,ITIL Foundations,100,True
Maria Morgan,Design Thinking Process,100,True
Maria Morgan,Brand Management Online,100,False
Maria Morgan,JavaScript Frameworks Overview,100,False
Maria Morgan,Responsive Design Principles,100,True
Candace Peterson,Data Analysis for Business Decisions,100,True
Candace Peterson,Data Analysis with Pandas,100,True
Candace Peterson,Data Visualization with Matplotlib,100,True
Candace Peterson,Data Cleaning & Preprocessing,100,False
Candace Peterson,Data Ethics,100,True
Candace Peterson,Configuration Management with Ansible,100,True
Candace Peterson,Google Ads Fundamentals,100,True
Candace Peterson,Labor Laws and Compliance,100,True
Candace Peterson,Quality Management,100,True
Candace Peterson,Supervised Learning,100,True
Candace Peterson,Introduction to UI/UX Design,100,True
Candace Peterson,Project Management Basics,100,True
Leonard Wilson,Data Ethics,100,True
Leonard Wilson,Data Analysis with Pandas,100,True
Leonard Wilson,Data Cleaning & Preprocessing,100,False
Leonard Wilson,Data Visualization with Matplotlib,100,False
Leonard Wilson,Data Analysis for Business Decisions,100,False
Leonard Wilson,AI in Healthcare,100,False
Leonard Wilson,Reinforcement Learning Techniques,100,False
Leonard Wilson,User Research Techniques,100,False
Leonard Wilson,Business Process Modeling,100,True
Leonard Wilson,Vulnerability Assessment,100,False
Gina Cox,Data Cleaning & Preprocessing,100,False
Gina Cox,Data Analysis for Business Decisions,100,True
Gina Cox,Data Ethics,100,True
Gina Cox,Data Analysis with Pandas,100,True
Gina Cox,Data Visualization with Matplotlib,100,True
Gina Cox,Graphic Design Basics for Content,100,True
Gina Cox,Content Strategy Development,100,True
Gina Cox,Natural Language Processing Techniques,100,True
Gina Cox,Podcasting Fundamentals,100,False
Gina Cox,Requirements Gathering Techniques,100,True
Gina Cox,Mobile Testing Strategies,100,True
Shawn Graham,Data Cleaning & Preprocessing,100,True
Shawn Graham,Data Ethics,100,True
Shawn Graham,Data Analysis for Business Decisions,100,False
Shawn Graham,Data Visualization with Matplotlib,100,False
Shawn Graham,Data Analysis with Pandas,100,True
Shawn Graham,Security in Cloud Computing,100,True
Shawn Graham,Design Thinking Process,100,False
Shawn Graham,API Development,100,True
Shawn Graham,Personal Finance Skills,100,True
Shawn Graham,E-commerce Development Basics,100,False
Shawn Graham,Risk Management in Projects,100,False
Tyler Clark,Data Visualization with Matplotlib,100,True
Tyler Clark,Data Ethics,100,False
Tyler Clark,Data Analysis with Pandas,100,True
Tyler Clark,Data Analysis for Business Decisions,100,True
Tyler Clark,Data Cleaning & Preprocessing,100,True
Tyler Clark,Stakeholder Management,100,True
Tyler Clark,Blogging for Beginners,100,True
Tyler Clark,Backend Development Fundamentals,100,False
Tyler Clark,Affiliate Marketing,100,True
Tyler Clark,Content Management Systems (CMS),100,True
Tyler Clark,Hardware Repair Skills,100,False
Mark Kim,Data Cleaning & Preprocessing,100,True
Mark Kim,Data Visualization with Matplotlib,100,True
Mark Kim,Data Ethics,100,True
Mark Kim,Data Analysis for Business Decisions,100,False
Mark Kim,Data Analysis with Pandas,100,True
Mark Kim,AI in Healthcare,100,True
Mark Kim,Stakeholder Management,100,False
Mark Kim,Cloud Security Best Practices,100,True
Mark Kim,iOS Development Basics,100,True
Mark Kim,Podcasting Fundamentals,100,True
Mark Kim,Collaboration Tools in DevOps,100,True
Mark Kim,Performance Optimization for Mobile Apps,100,True
Mark Kim,Unsupervised Learning,100,False
Mark Kim,React,100,True
Mark Kim,AWS Fundamentals,100,False
John Merritt,Data Analysis with Pandas,100,False
John Merritt,Data Visualization with Matplotlib,100,True
John Merritt,Data Ethics,100,True
John Merritt,Data Analysis for Business Decisions,100,False
John Merritt,Data Cleaning & Preprocessing,100,True
John Merritt,Natural Language Processing Techniques,100,True
John Merritt,Agile Methodologies,100,False
John Merritt,Virtual Reality Development,100,True
John Merritt,Performance Optimization for Mobile Apps,100,True
John Merritt,Presentation Skills for Business Analysts,100,True
John Merritt,Python for Data Science,100,True
John Merritt,Blogging for Beginners,100,True
John Merritt,HR Analytics,100,True
John Merritt,iOS Development Basics,100,False
Renee Wright,Data Analysis for Business Decisions,100,False
Renee Wright,Data Analysis with Pandas,100,False
Renee Wright,Data Cleaning & Preprocessing,100,False
Renee Wright,Data Visualization with Matplotlib,100,False
Renee Wright,Data Ethics,100,True
Renee Wright,Model Evaluation,100,True
Renee Wright,Reinforcement Learning,100,True
Renee Wright,Time Series Analysis,100,True
Renee Wright,Presentation Skills for Business Analysts,100,True
Renee Wright,Cloud Support Fundamentals,100,True
Renee Wright,Incident Response,100,True
Renee Wright,Introduction to Human Resources,100,True
Dylan Schwartz,Data Cleaning & Preprocessing,100,True
Dylan Schwartz,Data Ethics,100,True
Dylan Schwartz,Data Visualization with Matplotlib,100,True
Dylan Schwartz,Data Analysis for Business Decisions,100,True
Dylan Schwartz,Data Analysis with Pandas,100,True
Dylan Schwartz,Visual Design Basics,100,True
Dylan Schwartz,HR Analytics,100,False
Dylan Schwartz,2D Game Development,100,True
Dylan Schwartz,Backend Development Fundamentals,100,False
Dylan Schwartz,Python for Data Science,100,True
Dylan Schwartz,Model Evaluation,100,True
Dylan Schwartz,Understanding Consumer Behavior,100,False
Dylan Schwartz,Stakeholder Analysis,100,True
Dylan Schwartz,Multiplayer Game Development,100,False
Aaron Kennedy,Data Analysis with Pandas,100,True
Aaron Kennedy,Data Analysis for Business Decisions,100,True
Aaron Kennedy,Data Cleaning & Preprocessing,100,True
Aaron Kennedy,Data Ethics,100,False
Aaron Kennedy,Data Visualization with Matplotlib,100,True
Aaron Kennedy,AWS Fundamentals,100,False
Aaron Kennedy,Stakeholder Management,100,False
Aaron Kennedy,Mobile App Security,100,False
Aaron Kennedy,Introduction to Human Resources,100,False
Aaron Kennedy,Presentation Skills for Sales,100,True
Aaron Kennedy,Introduction to Machine Learning,100,True
Aaron Kennedy,User Research Techniques,100,False
Aaron Kennedy,Game Design Principles,100,False
Aaron Kennedy,Time Management for Sales,100,True
Steven Lee,Data Analysis for Business Decisions,100,False
Steven Lee,Data Ethics,100,True
Steven Lee,Data Visualization with Matplotlib,100,True
Steven Lee,Data Analysis with Pandas,100,True
Steven Lee,Data Cleaning & Preprocessing,100,True
Steven Lee,Introduction to Game Development,100,True
Steven Lee,Penetration Testing,100,True
Steven Lee,Machine Learning Basics,100,False
Steven Lee,Deployment & Hosting,100,True
Steven Lee,Unity Basics,100,True
Erica Molina,Data Ethics,100,False
Erica Molina,Data Analysis for Business Decisions,100,True
Erica Molina,Data Cleaning & Preprocessing,100,True
Erica Molina,Data Analysis with Pandas,100,True
Erica Molina,Data Visualization with Matplotlib,100,True
Erica Molina,AI in Healthcare,100,True
Erica Molina,Publishing Mobile Apps,100,True
Erica Molina,Malware Analysis,100,True
Erica Molina,SEO Fundamentals,100,True
Erica Molina,Security Awareness for IT Support,100,True
Erica Molina,Python for Data Science,100,True
Erica Molina,Introduction to Blockchain,100,True
Erica Molina,Interaction Design Principles,100,False
Logan Shields,Data Visualization with Matplotlib,100,True
Logan Shields,Data Analysis for Business Decisions,100,False
Logan Shields,Data Cleaning & Preprocessing,100,True
Logan Shields,Data Analysis with Pandas,100,True
Logan Shields,Data Ethics,100,False
Logan Shields,Introduction to Content Creation,100,False
Logan Shields,Android Development Basics,100,False
Logan Shields,Mobile App Design,100,True
Logan Shields,Cross-Platform Development with Flutter,100,False
Logan Shields,Cryptography Basics,100,True
Logan Shields,Talent Acquisition Strategies,100,True
Leslie Peterson,Data Visualization with Matplotlib,100,True
Leslie Peterson,Data Cleaning & Preprocessing,100,False
Leslie Peterson,Data Analysis with Pandas,100,True
Leslie Peterson,Data Ethics,100,True
Leslie Peterson,Data Analysis for Business Decisions,100,False
Leslie Peterson,Introduction to UI/UX Design,100,True
Leslie Peterson,Introduction to Game Development,100,True
Leslie Peterson,Natural Language Processing,100,True
Leslie Peterson,RESTful Services,100,True
Leslie Peterson,Configuration Management with Ansible,100,True
Leslie Peterson,User Interface Design for Mobile Apps,100,True
Leslie Peterson,AI in IoT,100,True
Leslie Peterson,Mobile Testing Strategies,100,True
William Lopez,Data Visualization with Matplotlib,100,True
William Lopez,Data Cleaning & Preprocessing,100,True
William Lopez,Data Ethics,100,True
William Lopez,Data Analysis for Business Decisions,100,True
William Lopez,Data Analysis with Pandas,100,True
William Lopez,Python for Data Science,100,True
William Lopez,Financial Planning and Forecasting,100,False
William Lopez,Reinforcement Learning Techniques,100,True
William Lopez,Game Design Principles,100,True
William Lopez,Microservices in Cloud,100,False
William Lopez,Natural Language Processing,100,True
William Lopez,Introduction to UI/UX Design,100,True
William Lopez,Web Performance Optimization,100,True
William Lopez,Project Management Basics,100,False
Christine Shaw,Data Analysis for Business Decisions,100,True
Christine Shaw,Data Ethics,100,False
Christine Shaw,Data Cleaning & Preprocessing,100,False
Christine Shaw,Data Analysis with Pandas,100,True
Christine Shaw,Data Visualization with Matplotlib,100,True
Christine Shaw,Android Development Basics,100,True
Christine Shaw,Analytics for Marketers,100,True
Christine Shaw,Machine Learning Basics,100,True
Christine Shaw,Graphic Design Basics for Content,100,True
Christine Shaw,Monitoring and Logging,100,True
Christine Shaw,Cloud Cost Management,100,True
Christine Shaw,Mobile Testing Strategies,100,True
Christine Shaw,AI in Healthcare,100,False
Sharon Blankenship,Data Cleaning & Preprocessing,100,True
Sharon Blankenship,Data Analysis for Business Decisions,100,True
Sharon Blankenship,Data Visualization with Matplotlib,100,True
Sharon Blankenship,Data Analysis with Pandas,100,True
Sharon Blankenship,Data Ethics,100,False
Sharon Blankenship,Project Management Tools Overview,100,False
Sharon Blankenship,Tokenomics,100,True
Sharon Blankenship,Employee Engagement Techniques,100,True
Sharon Blankenship,Malware Analysis,100,True
Sharon Blankenship,2D Game Development,100,False
Sharon Blankenship,User Interface Design for Mobile Apps,100,False
Patrick Brooks,Data Visualization with Matplotlib,100,True
Patrick Brooks,Data Analysis for Business Decisions,100,True
Patrick Brooks,Data Cleaning & Preprocessing,100,True
Patrick Brooks,Data Analysis with Pandas,100,False
Patrick Brooks,Data Ethics,100,True
Patrick Brooks,App Monetization Strategies,100,False
Patrick Brooks,AWS Fundamentals,100,True
Patrick Brooks,Negotiation Techniques,100,True
Patrick Brooks,Container Orchestration with Kubernetes,100,True
Patrick Brooks,Deployment & Hosting,100,True
Patrick Brooks,Blockchain Security,100,True
Patrick Brooks,Content Strategy Development,100,True
Patrick Brooks,Responsive Design Principles,100,True
Patrick Brooks,Performance Management Systems,100,True
Patrick Brooks,Computer Vision Basics,100,True
Kathleen Blevins,Data Cleaning & Preprocessing,100,True
Kathleen Blevins,Data Analysis with Pandas,100,False
Kathleen Blevins,Data Analysis for Business Decisions,100,False
Kathleen Blevins,Data Ethics,100,False
Kathleen Blevins,Data Visualization with Matplotlib,100,False
Kathleen Blevins,Progressive Web Apps (PWAs),100,True
Kathleen Blevins,Azure Basics,100,True
Kathleen Blevins,Cross-Platform Development with Flutter,100,True
Kathleen Blevins,React,100,True
Kathleen Blevins,Responsive Web Design,100,False
Timothy Weeks IV,Data Ethics,100,True
Timothy Weeks IV,Data Analysis for Business Decisions,100,True
Timothy Weeks IV,Data Analysis with Pandas,100,True
Timothy Weeks IV,Data Cleaning & Preprocessing,100,True
Timothy Weeks IV,Data Visualization with Matplotlib,100,True
Timothy Weeks IV,Microservices in Cloud,100,True
Timothy Weeks IV,Introduction to Content Creation,100,False
Timothy Weeks IV,Decentralized Applications (DApps),100,True
Timothy Weeks IV,Cloud Security Best Practices,100,False
Timothy Weeks IV,Social Media Marketing,100,False
Timothy Weeks IV,Collaboration Tools in DevOps,100,True
Timothy Weeks IV,AI in Healthcare,100,True
Timothy Weeks IV,Git & GitHub,100,True
Frank Clark,Data Cleaning & Preprocessing,100,True
Frank Clark,Data Analysis for Business Decisions,100,False
Frank Clark,Data Visualization with Matplotlib,100,False
Frank Clark,Data Analysis with Pandas,100,True
Frank Clark,Data Ethics,100,True
Frank Clark,Risk Management in Projects,100,True
Frank Clark,Quality Management,100,False
Frank Clark,Node.js,100,True
Frank Clark,Introduction to AI,100,True
Frank Clark,Game Design Principles,100,True
Frank Clark,Smart Contracts Development,100,False
Frank Clark,Hyperledger Basics,100,True
Stephanie Lewis,Data Ethics,100,True
Stephanie Lewis,Data Cleaning & Preprocessing,100,True
Stephanie Lewis,Data Visualization with Matplotlib,100,True
Stephanie Lewis,Data Analysis with Pandas,100,True
Stephanie Lewis,Data Analysis for Business Decisions,100,True
Stephanie Lewis,Change Management Strategies,100,False
Stephanie Lewis,SWOT Analysis for Business,100,False
Stephanie Lewis,Blockchain Use Cases,100,True
Stephanie Lewis,Malware Analysis,100,True
Stephanie Lewis,Email Marketing Basics,100,False
Stephanie Lewis,Social Media Content Creation,100,False
Stephanie Lewis,Unity Basics,100,True
Stephanie Lewis,Web Application Security,100,True
Stephanie Lewis,Graphic Design Basics for Content,100,False
Stephanie Lewis,Budgeting for Projects,100,True
Benjamin Ewing,Data Visualization with Matplotlib,100,False
Benjamin Ewing,Data Analysis for Business Decisions,100,False
Benjamin Ewing,Data Analysis with Pandas,100,False
Benjamin Ewing,Data Cleaning & Preprocessing,100,True
Benjamin Ewing,Data Ethics,100,False
Benjamin Ewing,Node.js,100,True
Benjamin Ewing,Python for Data Science,100,False
Benjamin Ewing,Ethical Hacking Basics,100,False
Benjamin Ewing,Machine Learning Basics,100,True
Benjamin Ewing,Reinforcement Learning Techniques,100,True
Benjamin Ewing,Project Management Basics,100,True
Martha Nolan,Data Ethics,100,True
Martha Nolan,Data Analysis for Business Decisions,100,True
Martha Nolan,Data Visualization with Matplotlib,100,True
Martha Nolan,Data Cleaning & Preprocessing,100,True
Martha Nolan,Data Analysis with Pandas,100,False
Martha Nolan,Responsive Design Principles,100,False
Martha Nolan,Risk Management in Cybersecurity,100,True
Martha Nolan,Graphic Design Basics for Content,100,False
Martha Nolan,RESTful Services,100,True
Martha Nolan,3D Game Development,100,True
Martha Nolan,Introduction to UI/UX Design,100,False
Elizabeth Arnold,Data Cleaning & Preprocessing,100,True
Elizabeth Arnold,Data Analysis with Pandas,100,True
Elizabeth Arnold,Data Analysis for Business Decisions,100,True
Elizabeth Arnold,Data Visualization with Matplotlib,100,True
Elizabeth Arnold,Conversion Rate Optimization,100,True
Elizabeth Arnold,API Integration in Mobile Apps,100,True
Elizabeth Arnold,Node.js,100,False
Elizabeth Arnold,Negotiation Techniques,100,True
Elizabeth Arnold,Deployment & Hosting,100,False
Elizabeth Arnold,Introduction to DevOps,100,False
Elizabeth Arnold,Brand Management Online,100,False
Elizabeth Arnold,Reinforcement Learning,100,False
Elizabeth Arnold,Web Application Security,100,True
Elizabeth Arnold,Introduction to Content Creation,100,True
Elizabeth Arnold,Multiplayer Game Development,100,False
Malik George,Data Ethics,100,True
Malik George,Data Analysis for Business Decisions,100,False
Malik George,Data Analysis with Pandas,100,True
Malik George,Data Cleaning & Preprocessing,100,True
Malik George,Data Visualization with Matplotlib,100,False
Malik George,Business Case Development,100,True
Malik George,Introduction to DevOps,100,True
Malik George,Change Management Strategies,100,True
Malik George,Content Strategy Development,100,True
Malik George,Reinforcement Learning,100,True
Malik George,MongoDB,100,False
Malik George,Security in Cloud Computing,100,True
Malik George,Azure Basics,100,True
Malik George,Introduction to Human Resources,100,True
Malik George,Sales Analytics,100,False
Elizabeth Brewer,Data Visualization with Matplotlib,100,False
Elizabeth Brewer,Data Analysis with Pandas,100,False
Elizabeth Brewer,Data Cleaning & Preprocessing,100,True
Elizabeth Brewer,Data Ethics,100,True
Elizabeth Brewer,Data Analysis for Business Decisions,100,True
Elizabeth Brewer,Smart Contracts Development,100,True
Elizabeth Brewer,Web Application Security,100,True
Elizabeth Brewer,Introduction to IT Support,100,False
Elizabeth Brewer,Responsive Web Design,100,True
Elizabeth Brewer,Budgeting Basics,100,True
Elizabeth Brewer,Deployment & Hosting,100,True
Elizabeth Brewer,Introduction to Content Creation,100,False
Elizabeth Brewer,Introduction to Machine Learning,100,False
Adam Barnes,Data Analysis with Pandas,100,False
Adam Barnes,Data Ethics,100,True
Adam Barnes,Data Cleaning & Preprocessing,100,False
Adam Barnes,Data Visualization with Matplotlib,100,True
Adam Barnes,Data Analysis for Business Decisions,100,True
Adam Barnes,Microservices in Cloud,100,True
Adam Barnes,Containerization with Docker,100,True
Adam Barnes,Financial Analysis Techniques,100,True
Adam Barnes,Employee Engagement Techniques,100,True
Adam Barnes,Multiplayer Game Development,100,True
Adam Barnes,SWOT Analysis for Business,100,True
Adam Barnes,Communication Skills for Project Managers,100,True
Adam Barnes,Deep Learning with TensorFlow,100,True
Adam Barnes,Node.js,100,True
Matthew Stevenson,Data Ethics,100,False
Matthew Stevenson,Data Analysis for Business Decisions,100,False
Matthew Stevenson,Data Analysis with Pandas,100,True
Matthew Stevenson,Data Visualization with Matplotlib,100,True
Matthew Stevenson,Data Cleaning & Preprocessing,100,False
Matthew Stevenson,Graphic Design Basics for Content,100,True
Matthew Stevenson,App Monetization Strategies,100,True
Matthew Stevenson,Content Marketing Strategies,100,True
Matthew Stevenson,Ethical Hacking Basics,100,True
Matthew Stevenson,Containerization with Docker,100,True
Evelyn Williamson,Data Visualization with Matplotlib,100,True
Evelyn Williamson,Data Cleaning & Preprocessing,100,False
Evelyn Williamson,Data Analysis for Business Decisions,100,True
Evelyn Williamson,Data Analysis with Pandas,100,True
Evelyn Williamson,Data Ethics,100,True
Evelyn Williamson,Presentation Skills for Sales,100,True
Evelyn Williamson,Automating Cloud Deployments,100,False
Evelyn Williamson,Predictive Analytics,100,True
Evelyn Williamson,Financial Reporting Standards,100,True
Evelyn Williamson,Conversion Rate Optimization,100,True
Evelyn Williamson,Computer Vision Applications,100,False
Evelyn Williamson,Azure Basics,100,True
Evelyn Williamson,Microservices in Cloud,100,True
Isabel King,Data Ethics,100,True
Isabel King,Data Visualization with Matplotlib,100,True
Isabel King,Data Analysis for Business Decisions,100,False
Isabel King,Data Analysis with Pandas,100,False
Isabel King,Data Cleaning & Preprocessing,100,True
Isabel King,Vulnerability Assessment,100,True
Isabel King,SWOT Analysis for Business,100,True
Isabel King,Introduction to AI,100,False
Isabel King,Azure Basics,100,True
Isabel King,Corporate Finance Essentials,100,True
Isabel King,Microservices in Cloud,100,True
Isabel King,Monitoring and Logging,100,True
Isabel King,Social Media Content Creation,100,True
Isabel King,Financial Analysis Techniques,100,True
Isabel King,Presentation Skills for Sales,100,True
Mary Roberts,Data Visualization with Matplotlib,100,False
Mary Roberts,Data Cleaning & Preprocessing,100,True
Mary Roberts,Data Analysis for Business Decisions,100,False
Mary Roberts,Data Ethics,100,True
Mary Roberts,Data Analysis with Pandas,100,True
Mary Roberts,Reinforcement Learning Techniques,100,True
Mary Roberts,Blogging for Beginners,100,True
Mary Roberts,Video Production Basics,100,False
Mary Roberts,JavaScript Basics,100,False
Mary Roberts,Conflict Resolution in HR,100,True
Mary Roberts,Introduction to Human Resources,100,False
Mary Roberts,Risk Management in Finance,100,True
Kristie Ho,Data Visualization with Matplotlib,100,False
Kristie Ho,Data Analysis for Business Decisions,100,True
Kristie Ho,Data Analysis with Pandas,100,False
Kristie Ho,Data Ethics,100,True
Kristie Ho,Data Cleaning & Preprocessing,100,True
Kristie Ho,iOS Development Basics,100,True
Kristie Ho,Game Testing Techniques,100,True
Kristie Ho,Smart Contracts Development,100,False
Kristie Ho,Networking Basics,100,True
Kristie Ho,Change Management,100,True
Kristie Ho,Communication Skills for Project Managers,100,False
Michael Vasquez,Data Analysis with Pandas,100,True
