User Name,Learning Path Title,Average Rating
Chelsea Roman,UI/UX Design,77.0
Chelsea Roman,Digital Marketing,88.0
Chelsea Roman,Artificial Intelligence,78.0
Chelsea Roman,Project Management,92.0
Matthew White,Business Analysis,90.0
Matthew White,Data Science,79.33
Matthew White,Cybersecurity,76.33
Matthew White,Game Development,75.0
Matthew White,Machine Learning,74.0
Matthew White,Artificial Intelligence,80.0
Melissa Butler,Data Science,76.75
Melissa Butler,Business Analysis,84.0
Melissa Butler,DevOps,72.0
Melissa Butler,Blockchain Technology,77.0
Melissa Butler,Artificial Intelligence,74.0
Melissa Butler,Game Development,79.5
Melissa Butler,Cloud Computing,87.0
Melissa Butler,UI/UX Design,74.0
William Johnson,Data Science,81.0
William Johnson,Business Analysis,77.0
William Johnson,Artificial Intelligence,84.0
William Johnson,Game Development,69.0
William Johnson,Mobile App Development,75.0
William Johnson,Web Development,96.0
William Johnson,Cloud Computing,80.0
Michael Gill,Data Science,77.75
Michael Gill,Business Analysis,72.0
Michael Gill,Finance Basics,76.0
Michael Gill,Full Stack Development,70.0
Michael Gill,Cloud Computing,78.0
Michael Gill,Content Creation,79.0
Michael Gill,Machine Learning,81.0
Sarah Parker,Data Science,79.75
Sarah Parker,Business Analysis,78.0
Sarah Parker,Human Resources,69.0
Sarah Parker,Web Development,86.0
Sarah Parker,Artificial Intelligence,77.0
Sarah Parker,Game Development,73.0
Sarah Parker,Mobile App Development,67.0
Nicholas Mahoney,Business Analysis,75.0
Nicholas Mahoney,Data Science,77.75
Nicholas Mahoney,Human Resources,86.0
Nicholas Mahoney,Project Management,76.0
Nicholas Mahoney,UI/UX Design,84.0
Nicholas Mahoney,Web Development,82.0
Nicholas Mahoney,Sales Skills,78.0
Nicholas Mahoney,Content Creation,82.0
Maria Morgan,Data Science,70.0
Maria Morgan,Business Analysis,93.0
Maria Morgan,Digital Marketing,77.67
Maria Morgan,Machine Learning,83.0
Maria Morgan,Artificial Intelligence,80.0
Maria Morgan,Game Development,76.0
Maria Morgan,IT Support,80.0
Maria Morgan,UI/UX Design,89.0
Maria Morgan,Web Development,71.0
Candace Peterson,Business Analysis,90.0
Candace Peterson,Data Science,78.75
Candace Peterson,DevOps,79.0
Candace Peterson,Digital Marketing,88.0
Candace Peterson,Human Resources,97.0
Candace Peterson,Project Management,88.0
Candace Peterson,Machine Learning,90.0
Candace Peterson,UI/UX Design,85.0
Leonard Wilson,Data Science,78.5
Leonard Wilson,Business Analysis,80.5
Leonard Wilson,Artificial Intelligence,66.0
Leonard Wilson,UI/UX Design,73.0
Leonard Wilson,Cybersecurity,75.0
Gina Cox,Data Science,78.0
Gina Cox,Business Analysis,84.0
Gina Cox,Content Creation,77.0
Gina Cox,Machine Learning,91.0
Gina Cox,Mobile App Development,81.0
Shawn Graham,Data Science,80.25
Shawn Graham,Business Analysis,67.0
Shawn Graham,Cybersecurity,81.0
Shawn Graham,UI/UX Design,74.0
Shawn Graham,Full Stack Development,81.0
Shawn Graham,Finance Basics,76.0
Shawn Graham,Web Development,74.0
Shawn Graham,Project Management,74.0
Tyler Clark,Data Science,82.75
Tyler Clark,Business Analysis,79.0
Tyler Clark,Project Management,89.0
Tyler Clark,Content Creation,82.0
Tyler Clark,Web Development,79.0
Tyler Clark,Digital Marketing,87.0
Tyler Clark,IT Support,75.0
Mark Kim,Data Science,88.75
Mark Kim,Business Analysis,74.0
Mark Kim,Artificial Intelligence,90.0
Mark Kim,Project Management,72.0
Mark Kim,Cloud Computing,76.5
Mark Kim,Mobile App Development,89.0
Mark Kim,Content Creation,76.0
Mark Kim,DevOps,87.0
Mark Kim,Machine Learning,68.0
Mark Kim,Full Stack Development,81.0
John Merritt,Data Science,81.2
John Merritt,Business Analysis,79.0
John Merritt,Machine Learning,76.0
John Merritt,DevOps,67.0
John Merritt,Game Development,81.0
John Merritt,Mobile App Development,78.0
John Merritt,Content Creation,77.0
John Merritt,Human Resources,95.0
Renee Wright,Business Analysis,83.0
Renee Wright,Data Science,75.75
Renee Wright,Machine Learning,85.33
Renee Wright,IT Support,82.0
Renee Wright,Cybersecurity,83.0
Renee Wright,Human Resources,78.0
Dylan Schwartz,Data Science,83.0
Dylan Schwartz,Business Analysis,93.0
Dylan Schwartz,UI/UX Design,90.0
Dylan Schwartz,Human Resources,69.0
Dylan Schwartz,Game Development,79.0
Dylan Schwartz,Web Development,70.0
Dylan Schwartz,Machine Learning,85.0
Dylan Schwartz,Sales Skills,65.0
Aaron Kennedy,Data Science,82.75
Aaron Kennedy,Business Analysis,80.0
Aaron Kennedy,Cloud Computing,75.0
Aaron Kennedy,Project Management,67.0
Aaron Kennedy,Mobile App Development,72.0
Aaron Kennedy,Human Resources,70.0
Aaron Kennedy,Sales Skills,81.0
Aaron Kennedy,Machine Learning,84.0
Aaron Kennedy,UI/UX Design,75.0
Aaron Kennedy,Game Development,65.0
Steven Lee,Business Analysis,68.0
Steven Lee,Data Science,83.0
Steven Lee,Game Development,85.0
Steven Lee,Cybersecurity,80.0
Steven Lee,Full Stack Development,98.0
Erica Molina,Data Science,79.8
Erica Molina,Business Analysis,86.0
Erica Molina,Artificial Intelligence,83.0
Erica Molina,Mobile App Development,81.0
Erica Molina,Cybersecurity,78.0
Erica Molina,Digital Marketing,94.0
Erica Molina,IT Support,87.0
Erica Molina,Blockchain Technology,92.0
Erica Molina,UI/UX Design,71.0
Logan Shields,Data Science,79.75
Logan Shields,Business Analysis,69.0
Logan Shields,Content Creation,71.0
Logan Shields,Mobile App Development,71.0
Logan Shields,UI/UX Design,79.0
Logan Shields,Cybersecurity,95.0
Logan Shields,Human Resources,86.0
Leslie Peterson,Data Science,80.6
Leslie Peterson,Business Analysis,74.0
Leslie Peterson,UI/UX Design,81.0
Leslie Peterson,Game Development,77.0
Leslie Peterson,Full Stack Development,84.0
Leslie Peterson,DevOps,80.0
Leslie Peterson,Mobile App Development,85.5
Leslie Peterson,Artificial Intelligence,81.0
William Lopez,Data Science,81.0
William Lopez,Business Analysis,77.0
William Lopez,Finance Basics,66.0
William Lopez,Artificial Intelligence,80.0
William Lopez,Game Development,81.0
William Lopez,Cloud Computing,63.0
William Lopez,UI/UX Design,92.0
William Lopez,Web Development,83.0
William Lopez,Project Management,74.0
Christine Shaw,Business Analysis,78.0
Christine Shaw,Data Science,80.8
Christine Shaw,Mobile App Development,80.5
Christine Shaw,Digital Marketing,84.0
Christine Shaw,Content Creation,88.0
Christine Shaw,DevOps,86.0
Christine Shaw,Cloud Computing,91.0
Christine Shaw,Artificial Intelligence,74.0
Sharon Blankenship,Data Science,81.5
Sharon Blankenship,Business Analysis,86.0
Sharon Blankenship,Project Management,72.0
Sharon Blankenship,Blockchain Technology,84.0
Sharon Blankenship,Human Resources,78.0
Sharon Blankenship,Cybersecurity,84.0
Sharon Blankenship,Game Development,75.0
Sharon Blankenship,Mobile App Development,72.0
Patrick Brooks,Data Science,81.75
Patrick Brooks,Business Analysis,93.0
Patrick Brooks,Mobile App Development,68.0
Patrick Brooks,Cloud Computing,92.0
Patrick Brooks,Sales Skills,95.0
Patrick Brooks,DevOps,82.0
Patrick Brooks,Full Stack Development,80.0
Patrick Brooks,Blockchain Technology,91.0
Patrick Brooks,Content Creation,86.0
Patrick Brooks,UI/UX Design,80.0
Patrick Brooks,Human Resources,78.0
Patrick Brooks,Machine Learning,76.0
Kathleen Blevins,Data Science,76.5
Kathleen Blevins,Business Analysis,70.0
Kathleen Blevins,Web Development,71.5
Kathleen Blevins,Cloud Computing,81.0
Kathleen Blevins,Mobile App Development,79.0
Kathleen Blevins,Full Stack Development,82.0
Timothy Weeks IV,Data Science,84.5
Timothy Weeks IV,Business Analysis,78.0
Timothy Weeks IV,Cloud Computing,81.0
Timothy Weeks IV,Content Creation,70.0
Timothy Weeks IV,Blockchain Technology,81.0
Timothy Weeks IV,Digital Marketing,76.0
Timothy Weeks IV,DevOps,90.0
Timothy Weeks IV,Artificial Intelligence,83.0
Timothy Weeks IV,Full Stack Development,77.0
Frank Clark,Data Science,83.25
Frank Clark,Business Analysis,74.0
Frank Clark,Project Management,74.5
Frank Clark,Full Stack Development,92.0
Frank Clark,Artificial Intelligence,89.0
Frank Clark,Game Development,97.0
Frank Clark,Blockchain Technology,80.0
Stephanie Lewis,Data Science,82.5
Stephanie Lewis,Business Analysis,78.33
Stephanie Lewis,Blockchain Technology,81.0
Stephanie Lewis,Cybersecurity,83.5
Stephanie Lewis,Digital Marketing,75.0
Stephanie Lewis,Content Creation,71.0
Stephanie Lewis,Game Development,88.0
Stephanie Lewis,Project Management,76.0
Benjamin Ewing,Data Science,73.83
Benjamin Ewing,Business Analysis,63.0
Benjamin Ewing,Full Stack Development,94.0
Benjamin Ewing,Cybersecurity,74.0
Benjamin Ewing,Artificial Intelligence,90.0
Benjamin Ewing,Project Management,91.0
Martha Nolan,Data Science,78.5
Martha Nolan,Business Analysis,86.0
Martha Nolan,UI/UX Design,74.0
Martha Nolan,Cybersecurity,97.0
Martha Nolan,Content Creation,72.0
Martha Nolan,Full Stack Development,88.0
Martha Nolan,Game Development,82.0
Elizabeth Arnold,Data Science,88.67
Elizabeth Arnold,Business Analysis,78.0
Elizabeth Arnold,Digital Marketing,76.5
Elizabeth Arnold,Mobile App Development,85.0
Elizabeth Arnold,Full Stack Development,70.0
Elizabeth Arnold,Sales Skills,86.0
Elizabeth Arnold,DevOps,66.0
Elizabeth Arnold,Machine Learning,76.0
Elizabeth Arnold,Cybersecurity,78.0
Elizabeth Arnold,Content Creation,89.0
Elizabeth Arnold,Game Development,71.0
Malik George,Data Science,78.75
Malik George,Business Analysis,77.33
Malik George,DevOps,88.0
Malik George,Content Creation,80.0
Malik George,Machine Learning,76.0
Malik George,Full Stack Development,63.0
Malik George,Cybersecurity,95.0
Malik George,Cloud Computing,84.0
Malik George,Human Resources,80.0
Malik George,Sales Skills,67.0
Elizabeth Brewer,Data Science,77.5
Elizabeth Brewer,Business Analysis,82.0
Elizabeth Brewer,Blockchain Technology,77.0
Elizabeth Brewer,Cybersecurity,78.0
Elizabeth Brewer,IT Support,68.0
Elizabeth Brewer,Web Development,82.0
Elizabeth Brewer,Finance Basics,79.0
Elizabeth Brewer,Full Stack Development,86.0
Elizabeth Brewer,Content Creation,65.0
Elizabeth Brewer,Machine Learning,65.0
Adam Barnes,Data Science,77.8
Adam Barnes,Business Analysis,88.5
Adam Barnes,Cloud Computing,83.0
Adam Barnes,Finance Basics,82.0
Adam Barnes,Human Resources,88.0
Adam Barnes,Game Development,82.0
Adam Barnes,Project Management,85.0
Adam Barnes,Full Stack Development,81.0
Matthew Stevenson,Data Science,80.5
Matthew Stevenson,Business Analysis,76.0
Matthew Stevenson,Content Creation,80.0
Matthew Stevenson,Mobile App Development,90.0
Matthew Stevenson,Digital Marketing,91.0
Matthew Stevenson,Cybersecurity,92.0
Matthew Stevenson,Cloud Computing,96.0
Evelyn Williamson,Data Science,88.0
Evelyn Williamson,Business Analysis,81.0
Evelyn Williamson,Sales Skills,86.0
Evelyn Williamson,DevOps,72.0
Evelyn Williamson,Artificial Intelligence,79.5
Evelyn Williamson,Finance Basics,88.0
Evelyn Williamson,Digital Marketing,79.0
Evelyn Williamson,Cloud Computing,77.5
Isabel King,Data Science,82.5
Isabel King,Business Analysis,72.5
Isabel King,Cybersecurity,94.0
Isabel King,Artificial Intelligence,75.0
Isabel King,Cloud Computing,89.5
Isabel King,Finance Basics,89.0
Isabel King,DevOps,82.0
Isabel King,Content Creation,85.0
Isabel King,Sales Skills,92.0
Mary Roberts,Data Science,78.0
Mary Roberts,Business Analysis,65.0
Mary Roberts,Artificial Intelligence,89.0
Mary Roberts,Content Creation,75.5
Mary Roberts,Full Stack Development,74.0
Mary Roberts,Human Resources,82.5
Mary Roberts,Finance Basics,81.0
Kristie Ho,Data Science,79.0
Kristie Ho,Business Analysis,81.0
Kristie Ho,Mobile App Development,77.0
Kristie Ho,Game Development,83.0
Kristie Ho,Blockchain Technology,72.0
Kristie Ho,IT Support,89.0
Kristie Ho,Project Management,75.0
Michael Vasquez,Data Science,80.5
Michael Vasquez,Business Analysis,86.0
Michael Vasquez,Mobile App Development,67.0
Michael Vasquez,DevOps,76.0
Michael Vasquez,Digital Marketing,83.0
Michael Vasquez,Content Creation,74.0
Michael Vasquez,IT Support,80.0
Cynthia Duarte,Data Science,81.25
Cynthia Duarte,Business Analysis,76.0
Cynthia Duarte,Digital Marketing,84.0
Cynthia Duarte,Machine Learning,81.0
Cynthia Duarte,Cloud Computing,64.0
Cynthia Duarte,Full Stack Development,78.0
Cynthia Duarte,Content Creation,84.0
Crystal Cruz,Business Analysis,68.0
Crystal Cruz,Data Science,88.5
Crystal Cruz,Machine Learning,71.0
Crystal Cruz,Human Resources,66.0
Crystal Cruz,Finance Basics,76.0
Crystal Cruz,Cloud Computing,78.0
Crystal Cruz,UI/UX Design,80.0
Savannah Knight,Business Analysis,74.0
Savannah Knight,Data Science,76.75
Savannah Knight,Sales Skills,84.0
Savannah Knight,Cloud Computing,78.0
Savannah Knight,Project Management,88.0
Savannah Knight,Content Creation,82.0
Savannah Knight,Digital Marketing,87.0
Daniel Olsen,Data Science,79.5
Daniel Olsen,Business Analysis,86.0
Daniel Olsen,Cloud Computing,71.0
Daniel Olsen,Machine Learning,77.0
Daniel Olsen,Human Resources,70.0
Daniel Olsen,Full Stack Development,82.0
Daniel Olsen,Digital Marketing,85.0
Daniel Olsen,Sales Skills,72.0
Daniel Olsen,Blockchain Technology,81.0
Karen Edwards,Data Science,76.8
Karen Edwards,Business Analysis,91.5
Karen Edwards,Game Development,86.0
Karen Edwards,Cybersecurity,89.0
Karen Edwards,IT Support,69.0
Karen Edwards,Full Stack Development,93.0
Karen Edwards,Digital Marketing,73.0
Karen Edwards,Content Creation,74.0
Karen Edwards,Human Resources,74.0
Heather Pearson,Business Analysis,99.0
Heather Pearson,Data Science,83.75
Heather Pearson,Cloud Computing,68.0
Heather Pearson,UI/UX Design,74.0
Heather Pearson,Project Management,81.5
Heather Pearson,IT Support,86.0
Kevin Davis,Business Analysis,83.5
Kevin Davis,Data Science,78.5
Kevin Davis,Cloud Computing,63.0
Kevin Davis,Human Resources,86.0
Kevin Davis,Full Stack Development,81.0
Kevin Davis,UI/UX Design,88.0
Kevin Davis,Mobile App Development,86.0
Robert Valdez,Data Science,81.0
Robert Valdez,Business Analysis,77.0
Robert Valdez,Human Resources,88.0
Robert Valdez,Web Development,73.0
Robert Valdez,Full Stack Development,78.0
Robert Valdez,Artificial Intelligence,75.5
Robert Valdez,DevOps,72.0
Robert Valdez,Finance Basics,76.0
Robert Valdez,IT Support,73.0
Robert Valdez,Cybersecurity,75.5
Robert Valdez,UI/UX Design,82.0
Timothy Warren,Data Science,83.2
Timothy Warren,Business Analysis,87.0
Timothy Warren,Machine Learning,78.33
Timothy Warren,Sales Skills,73.0
Timothy Warren,Blockchain Technology,69.0
Peter Young,Data Science,75.2
Peter Young,Business Analysis,88.0
Peter Young,IT Support,75.0
Peter Young,Artificial Intelligence,74.5
Peter Young,Game Development,89.0
Peter Young,Cybersecurity,81.0
Peter Young,Sales Skills,87.0
Pamela Smith,Data Science,72.75
Pamela Smith,Business Analysis,76.0
Pamela Smith,Sales Skills,84.0
Pamela Smith,Cloud Computing,75.0
Pamela Smith,Content Creation,83.0
Pamela Smith,UI/UX Design,73.0
Pamela Smith,DevOps,82.0
Pamela Smith,Web Development,83.0
Pamela Smith,Full Stack Development,83.0
Pamela Smith,Blockchain Technology,79.0
Troy Gonzalez,Business Analysis,82.0
Troy Gonzalez,Data Science,80.75
Troy Gonzalez,Cloud Computing,84.0
Troy Gonzalez,Machine Learning,81.0
Troy Gonzalez,Sales Skills,66.0
Troy Gonzalez,Human Resources,81.0
Troy Gonzalez,DevOps,93.0
Troy Gonzalez,Artificial Intelligence,92.0
Troy Gonzalez,IT Support,87.0
Richard Evans,Data Science,71.25
Richard Evans,Business Analysis,65.0
Richard Evans,UI/UX Design,79.0
Richard Evans,IT Support,83.0
Richard Evans,Blockchain Technology,82.0
Richard Evans,Cloud Computing,94.0
Richard Evans,Full Stack Development,88.0
Richard Evans,Game Development,68.0
Richard Evans,Web Development,80.0
Richard Evans,Machine Learning,82.0
Richard Evans,Mobile App Development,74.0
Jenna Edwards,Data Science,78.75
Jenna Edwards,Business Analysis,80.0
Jenna Edwards,UI/UX Design,78.0
Jenna Edwards,Mobile App Development,85.0
Jenna Edwards,Sales Skills,91.0
Jenna Edwards,Machine Learning,87.0
Jenna Edwards,Finance Basics,74.0
Brandi Marshall,Business Analysis,80.0
Brandi Marshall,Data Science,79.75
Brandi Marshall,Game Development,78.0
Brandi Marshall,Cybersecurity,89.0
Brandi Marshall,Human Resources,90.0
Brandi Marshall,Mobile App Development,76.0
Brandi Marshall,Artificial Intelligence,88.0
Brandi Marshall,Finance Basics,91.0
Brandi Marshall,Digital Marketing,79.0
Brandi Marshall,Web Development,73.0
Brandi Marshall,UI/UX Design,64.0
Michael Lewis,Data Science,80.0
Michael Lewis,Business Analysis,83.0
Michael Lewis,Web Development,71.0
Michael Lewis,DevOps,90.0
Michael Lewis,Full Stack Development,74.0
Michael Lewis,Human Resources,89.0
Michael Lewis,IT Support,91.0
Michael Lewis,UI/UX Design,80.0
Mr. Eric Wiggins,Data Science,83.75
Mr. Eric Wiggins,Business Analysis,77.0
Mr. Eric Wiggins,Blockchain Technology,72.0
Mr. Eric Wiggins,Content Creation,76.0
Mr. Eric Wiggins,Web Development,77.0
Mr. Eric Wiggins,Cloud Computing,93.0
Suzanne Price,Data Science,79.25
Suzanne Price,Business Analysis,74.5
Suzanne Price,Cloud Computing,94.0
Suzanne Price,IT Support,72.5
Suzanne Price,Human Resources,71.0
Suzanne Price,UI/UX Design,81.0
Suzanne Price,Blockchain Technology,73.5
Suzanne Price,Artificial Intelligence,83.0
Michael Werner,Data Science,81.8
Michael Werner,Business Analysis,78.5
Michael Werner,Game Development,78.5
Michael Werner,Cybersecurity,74.5
Michael Werner,IT Support,76.5
Michael Werner,Sales Skills,86.0
Michael Werner,UI/UX Design,82.0
Pamela Erickson,Data Science,81.5
Pamela Erickson,Business Analysis,88.0
Pamela Erickson,Mobile App Development,79.0
Pamela Erickson,IT Support,88.0
Pamela Erickson,Blockchain Technology,77.5
Pamela Erickson,Web Development,78.5
Pamela Erickson,Human Resources,70.0
Pamela Erickson,Cybersecurity,86.0
Joshua Carlson,Business Analysis,71.0
Joshua Carlson,Data Science,76.0
Joshua Carlson,Full Stack Development,71.0
Joshua Carlson,Machine Learning,77.33
Joshua Carlson,DevOps,74.0
Joshua Carlson,Cloud Computing,93.0
Joshua Carlson,Content Creation,81.0
Joshua Carlson,Project Management,80.0
Kimberly Weiss,Data Science,75.75
Kimberly Weiss,Business Analysis,84.0
Kimberly Weiss,Cloud Computing,84.0
Kimberly Weiss,Finance Basics,86.0
Kimberly Weiss,Web Development,79.0
Kimberly Weiss,Content Creation,72.0
Kimberly Weiss,Mobile App Development,76.0
Kimberly Weiss,Machine Learning,75.0
John Sanchez,Data Science,77.75
John Sanchez,Business Analysis,84.5
John Sanchez,Mobile App Development,90.0
John Sanchez,DevOps,85.0
John Sanchez,Artificial Intelligence,79.5
John Sanchez,Sales Skills,74.0
John Sanchez,Project Management,70.0
John Sanchez,Blockchain Technology,72.0
John Sanchez,Cybersecurity,76.0
John Sanchez,Finance Basics,80.0
Keith Clark,Data Science,74.75
Keith Clark,Business Analysis,79.0
Keith Clark,UI/UX Design,80.0
Keith Clark,Human Resources,79.0
Keith Clark,DevOps,84.0
Keith Clark,Content Creation,85.0
Keith Clark,Web Development,85.5
Keith Clark,Digital Marketing,72.0
Keith Clark,Finance Basics,79.0
Keith Clark,Machine Learning,91.0
Audrey Kelly DDS,Data Science,85.25
Audrey Kelly DDS,Business Analysis,85.0
Audrey Kelly DDS,Human Resources,82.0
Audrey Kelly DDS,Cloud Computing,69.0
Audrey Kelly DDS,Cybersecurity,79.0
Audrey Kelly DDS,UI/UX Design,69.0
Audrey Kelly DDS,DevOps,83.0
Audrey Kelly DDS,Blockchain Technology,68.0
Audrey Kelly DDS,Sales Skills,94.0
Anna Gonzalez,Data Science,84.25
Anna Gonzalez,Business Analysis,81.0
Anna Gonzalez,Content Creation,74.33
Anna Gonzalez,Game Development,85.0
Anna Gonzalez,IT Support,80.0
Anna Gonzalez,Finance Basics,85.0
Alexander Hodges,Data Science,78.5
Alexander Hodges,Business Analysis,78.5
Alexander Hodges,Web Development,81.67
Alexander Hodges,Finance Basics,72.0
Alexander Hodges,Full Stack Development,70.5
Alexander Hodges,DevOps,80.5
Alexander Hodges,Artificial Intelligence,77.0
Daniel Thompson,Data Science,80.0
Daniel Thompson,Business Analysis,78.0
Daniel Thompson,Content Creation,79.0
Daniel Thompson,Full Stack Development,78.0
Daniel Thompson,Artificial Intelligence,87.0
Daniel Thompson,Human Resources,71.0
Daniel Thompson,Sales Skills,82.0
Daniel Thompson,Digital Marketing,80.0
Daniel Thompson,UI/UX Design,71.0
Daniel Thompson,Game Development,68.0
Sean Jackson DDS,Data Science,86.5
Sean Jackson DDS,Business Analysis,66.0
Sean Jackson DDS,Web Development,67.0
Sean Jackson DDS,Human Resources,78.0
Sean Jackson DDS,Digital Marketing,89.0
Sean Jackson DDS,Machine Learning,82.0
Sean Jackson DDS,Full Stack Development,78.0
Sean Jackson DDS,Project Management,81.0
Sean Jackson DDS,DevOps,88.0
Sean Jackson DDS,UI/UX Design,73.5
Marilyn Ward,Data Science,85.25
Marilyn Ward,Business Analysis,72.0
Marilyn Ward,DevOps,73.5
Marilyn Ward,Project Management,78.0
Marilyn Ward,Full Stack Development,82.0
Marilyn Ward,Content Creation,86.0
Marilyn Ward,Machine Learning,74.0
Timothy Rogers,Data Science,84.5
Timothy Rogers,Business Analysis,80.5
Timothy Rogers,Mobile App Development,92.0
Timothy Rogers,Machine Learning,65.0
Timothy Rogers,UI/UX Design,82.0
Timothy Rogers,Human Resources,86.0
Timothy Rogers,Sales Skills,70.0
Timothy Rogers,DevOps,74.0
Dr. Mary Poole,Data Science,75.75
Dr. Mary Poole,Business Analysis,75.0
Dr. Mary Poole,Sales Skills,74.5
Dr. Mary Poole,Cybersecurity,82.0
Dr. Mary Poole,Machine Learning,79.0
Dr. Mary Poole,Blockchain Technology,88.0
Dr. Mary Poole,UI/UX Design,81.0
Tiffany Valencia,Data Science,85.0
Tiffany Valencia,Business Analysis,80.0
Tiffany Valencia,IT Support,89.0
Tiffany Valencia,UI/UX Design,82.0
Tiffany Valencia,Web Development,84.0
Tiffany Valencia,Finance Basics,73.0
Tiffany Valencia,Artificial Intelligence,76.0
Edward Price,Data Science,74.25
Edward Price,Business Analysis,77.0
Edward Price,Human Resources,80.0
Edward Price,Content Creation,75.0
Edward Price,Machine Learning,88.0
Edward Price,Mobile App Development,84.0
Edward Price,Artificial Intelligence,77.0
Edward Price,Sales Skills,90.5
Jay Jones,Data Science,81.25
Jay Jones,Business Analysis,78.0
Jay Jones,Cloud Computing,78.0
Jay Jones,Project Management,83.0
Jay Jones,UI/UX Design,74.0
Jay Jones,Machine Learning,82.0
Jay Jones,Game Development,65.0
Jay Jones,Artificial Intelligence,79.0
Jay Jones,DevOps,78.0
Kristy Novak,Data Science,81.0
Kristy Novak,Business Analysis,73.0
Kristy Novak,Content Creation,76.0
Kristy Novak,Full Stack Development,73.0
Kristy Novak,Game Development,77.0
Kristy Novak,Blockchain Technology,85.0
Kristy Novak,DevOps,78.0
Sydney Rivas,Data Science,80.67
Sydney Rivas,Business Analysis,79.0
Sydney Rivas,Human Resources,78.0
Sydney Rivas,Full Stack Development,69.0
Sydney Rivas,Cybersecurity,90.0
Sydney Rivas,Blockchain Technology,81.0
Sydney Rivas,Digital Marketing,87.0
Sydney Rivas,Finance Basics,63.0
Theresa Wright,Data Science,82.2
Theresa Wright,Business Analysis,83.0
Theresa Wright,Cloud Computing,72.5
Theresa Wright,Project Management,81.0
Theresa Wright,Finance Basics,79.0
Theresa Wright,Blockchain Technology,83.0
Theresa Wright,DevOps,76.0
Theresa Wright,Sales Skills,90.0
Lisa Rhodes,Data Science,83.25
Lisa Rhodes,Business Analysis,85.0
Lisa Rhodes,Full Stack Development,85.0
Lisa Rhodes,Content Creation,92.0
Lisa Rhodes,Digital Marketing,89.0
Lisa Rhodes,Blockchain Technology,69.0
Lisa Rhodes,Sales Skills,89.0
Sherri Smith,Business Analysis,84.0
Sherri Smith,Data Science,77.5
Sherri Smith,Digital Marketing,74.0
Sherri Smith,Sales Skills,88.5
Sherri Smith,Full Stack Development,89.0
Sherri Smith,Web Development,83.0
Sherri Smith,Project Management,83.0
Sherri Smith,Content Creation,74.0
Sherri Smith,Cybersecurity,74.0
Michael Walker,Data Science,81.2
Michael Walker,Business Analysis,86.5
Michael Walker,Web Development,72.0
Michael Walker,Game Development,92.0
Michael Walker,Artificial Intelligence,70.0
Michael Walker,Finance Basics,83.0
Michael Walker,Content Creation,68.0
Michael Walker,IT Support,94.0
Michael Walker,DevOps,70.0
Keith Stewart,Business Analysis,93.0
Keith Stewart,Data Science,85.25
Keith Stewart,Artificial Intelligence,79.5
Keith Stewart,DevOps,83.0
Keith Stewart,Mobile App Development,73.0
Keith Stewart,Game Development,73.0
Javier Anderson,Data Science,78.4
Javier Anderson,Business Analysis,84.0
Javier Anderson,DevOps,86.0
Javier Anderson,Artificial Intelligence,86.0
