User Name,Course Title,Progress (%),Assignment Date
Tyler Hampton,Ethical Hacking Basics,100,2024-10-14 14:37:06.785000
Tyler Hampton,Customer Service Excellence,100,2024-10-14 14:37:06.785000
Tyler Hampton,Natural Language Processing Techniques,100,2024-10-14 14:37:06.785000
Tyler Hampton,Computer Vision Basics,100,2024-10-14 14:37:06.785000
Tyler Hampton,Game Monetization Strategies,100,2024-10-14 14:37:06.785000
Tyler Hampton,Design Thinking Process,100,2024-10-14 14:37:06.785000
Tyler Hampton,Personal Finance Skills,100,2024-10-14 14:37:06.785000
Christopher Simmons,Data Analysis with Pandas,100,2024-10-14 14:37:06.785000
Christopher Simmons,Data Visualization with Matplotlib,100,2024-10-14 14:37:06.785000
Christopher Simmons,Data Ethics,100,2024-10-14 14:37:06.785000
Christopher Simmons,Data Cleaning & Preprocessing,100,2024-10-14 14:37:06.785000
Christopher Simmons,Data Analysis for Business Decisions,100,2024-10-14 14:37:06.786000
Christopher Simmons,Networking Basics,100,2024-10-14 14:37:06.786000
Christopher Simmons,Publishing Mobile Apps,100,2024-10-14 14:37:06.786000
Christopher Simmons,Automating Cloud Deployments,100,2024-10-14 14:37:06.786000
Christopher Simmons,JavaScript Frameworks Overview,100,2024-10-14 14:37:06.786000
Christopher Simmons,Building Customer Relationships,100,2024-10-14 14:37:06.786000
Christopher Simmons,Design Thinking Process,100,2024-10-14 14:37:06.786000
Christopher Simmons,Azure Basics,100,2024-10-14 14:37:06.786000
Christopher Simmons,Sales Analytics,100,2024-10-14 14:37:06.786000
Christopher Simmons,Tokenomics,100,2024-10-14 14:37:06.786000
Christopher Simmons,Hardware Repair Skills,100,2024-10-14 14:37:06.786000
Brian Fowler,Data Cleaning & Preprocessing,100,2024-10-14 14:37:06.786000
Brian Fowler,Data Ethics,100,2024-10-14 14:37:06.786000
Brian Fowler,Data Visualization with Matplotlib,100,2024-10-14 14:37:06.786000
Brian Fowler,Data Analysis with Pandas,100,2024-10-14 14:37:06.786000
Brian Fowler,Data Analysis for Business Decisions,100,2024-10-14 14:37:06.786000
Brian Fowler,Negotiation Techniques,100,2024-10-14 14:37:06.786000
Brian Fowler,Operating Systems Overview,100,2024-10-14 14:37:06.786000
Brian Fowler,Communication Skills for Project Managers,100,2024-10-14 14:37:06.786000
Brian Fowler,Virtual Reality Development,100,2024-10-14 14:37:06.786000
Brian Fowler,Networking Basics,100,2024-10-14 14:37:06.786000
Brian Fowler,Remote Support Techniques,100,2024-10-14 14:37:06.786000
Brian Fowler,Google Ads Fundamentals,100,2024-10-14 14:37:06.786000
Nicholas Marshall,Data Analysis with Pandas,100,2024-10-14 14:37:06.786000
Nicholas Marshall,Data Visualization with Matplotlib,100,2024-10-14 14:37:06.786000
Nicholas Marshall,Data Ethics,100,2024-10-14 14:37:06.786000
Nicholas Marshall,Data Analysis for Business Decisions,100,2024-10-14 14:37:06.786000
Nicholas Marshall,Data Cleaning & Preprocessing,100,2024-10-14 14:37:06.786000
Nicholas Marshall,Customer Service Excellence,100,2024-10-14 14:37:06.786000
Nicholas Marshall,Google Ads Fundamentals,100,2024-10-14 14:37:06.786000
Nicholas Marshall,Incident Response,100,2024-10-14 14:37:06.786000
Nicholas Marshall,Financial Planning and Forecasting,100,2024-10-14 14:37:06.786000
Nicholas Marshall,Content Management Systems (CMS),100,2024-10-14 14:37:06.786000
Crystal Horton,Data Analysis for Business Decisions,100,2024-10-14 14:37:06.786000
Crystal Horton,Data Visualization with Matplotlib,100,2024-10-14 14:37:06.786000
Crystal Horton,Data Cleaning & Preprocessing,100,2024-10-14 14:37:06.786000
Crystal Horton,Data Ethics,100,2024-10-14 14:37:06.786000
Crystal Horton,Data Analysis with Pandas,100,2024-10-14 14:37:06.786000
Crystal Horton,Azure Basics,100,2024-10-14 14:37:06.786000
Crystal Horton,Statistical Analysis,100,2024-10-14 14:37:06.786000
Crystal Horton,Multiplayer Game Development,100,2024-10-14 14:37:06.786000
Crystal Horton,Sales Analytics,100,2024-10-14 14:37:06.786000
Crystal Horton,MongoDB,100,2024-10-14 14:37:06.787000
Gregory Bailey,Data Visualization with Matplotlib,100,2024-10-14 14:37:06.787000
Gregory Bailey,Data Analysis for Business Decisions,100,2024-10-14 14:37:06.787000
Gregory Bailey,Data Cleaning & Preprocessing,100,2024-10-14 14:37:06.787000
Gregory Bailey,Data Analysis with Pandas,100,2024-10-14 14:37:06.787000
Gregory Bailey,Data Ethics,100,2024-10-14 14:37:06.787000
Gregory Bailey,Blogging for Beginners,100,2024-10-14 14:37:06.787000
Gregory Bailey,Network Security Fundamentals,100,2024-10-14 14:37:06.787000
Gregory Bailey,Project Management Tools Overview,100,2024-10-14 14:37:06.787000
Gregory Bailey,Machine Learning Basics,100,2024-10-14 14:37:06.787000
Gregory Bailey,2D Game Development,100,2024-10-14 14:37:06.787000
Gregory Bailey,Game Testing Techniques,100,2024-10-14 14:37:06.787000
Gregory Bailey,API Development,100,2024-10-14 14:37:06.787000
Gregory Bailey,Supervised Learning,100,2024-10-14 14:37:06.787000
Gregory Bailey,Negotiation Techniques,100,2024-10-14 14:37:06.787000
Joshua Hicks,Data Analysis for Business Decisions,100,2024-10-14 14:37:06.787000
Joshua Hicks,Data Analysis with Pandas,100,2024-10-14 14:37:06.787000
Joshua Hicks,Data Ethics,100,2024-10-14 14:37:06.787000
Joshua Hicks,Data Visualization with Matplotlib,100,2024-10-14 14:37:06.787000
Joshua Hicks,Data Cleaning & Preprocessing,100,2024-10-14 14:37:06.787000
Joshua Hicks,MongoDB,100,2024-10-14 14:37:06.787000
Joshua Hicks,Digital Sales Techniques,100,2024-10-14 14:37:06.787000
Joshua Hicks,Reinforcement Learning,100,2024-10-14 14:37:06.787000
Joshua Hicks,Usability Testing,100,2024-10-14 14:37:06.787000
Joshua Hicks,Editing and Proofreading Techniques,100,2024-10-14 14:37:06.787000
Joshua Hicks,Project Scheduling Techniques,100,2024-10-14 14:37:06.787000
Joshua Hicks,Introduction to Business Analysis,100,2024-10-14 14:37:06.787000
Joshua Hicks,Express.js,100,2024-10-14 14:37:06.787000
Gabrielle Sanford,Data Analysis with Pandas,100,2024-10-14 14:37:06.788000
Gabrielle Sanford,Data Ethics,100,2024-10-14 14:37:06.788000
Gabrielle Sanford,Data Analysis for Business Decisions,100,2024-10-14 14:37:06.788000
Gabrielle Sanford,Data Cleaning & Preprocessing,100,2024-10-14 14:37:06.788000
Gabrielle Sanford,Data Visualization with Matplotlib,100,2024-10-14 14:37:06.788000
Gabrielle Sanford,Budgeting Basics,100,2024-10-14 14:37:06.788000
Gabrielle Sanford,Deep Learning Fundamentals,100,2024-10-14 14:37:06.788000
Gabrielle Sanford,API Integration in Mobile Apps,100,2024-10-14 14:37:06.788000
Gabrielle Sanford,MongoDB,100,2024-10-14 14:37:06.788000
Gabrielle Sanford,Penetration Testing,100,2024-10-14 14:37:06.788000
Charles Owen,Data Visualization with Matplotlib,100,2024-10-14 14:37:06.788000
Charles Owen,Data Ethics,100,2024-10-14 14:37:06.788000
Charles Owen,Data Analysis with Pandas,100,2024-10-14 14:37:06.788000
Charles Owen,Data Cleaning & Preprocessing,100,2024-10-14 14:37:06.788000
Charles Owen,Data Analysis for Business Decisions,100,2024-10-14 14:37:06.788000
Charles Owen,Presentation Skills for Sales,100,2024-10-14 14:37:06.788000
Charles Owen,Social Media Content Creation,100,2024-10-14 14:37:06.788000
Charles Owen,Podcasting Fundamentals,100,2024-10-14 14:37:06.788000
Charles Owen,Influencer Marketing,100,2024-10-14 14:37:06.788000
Charles Owen,Introduction to IT Support,100,2024-10-14 14:37:06.788000
Charles Owen,Cloud Support Fundamentals,100,2024-10-14 14:37:06.788000
Elizabeth Williams,Data Visualization with Matplotlib,100,2024-10-14 14:37:06.788000
Elizabeth Williams,Data Cleaning & Preprocessing,100,2024-10-14 14:37:06.788000
Elizabeth Williams,Data Analysis with Pandas,100,2024-10-14 14:37:06.788000
Elizabeth Williams,Data Ethics,100,2024-10-14 14:37:06.788000
Elizabeth Williams,Data Analysis for Business Decisions,100,2024-10-14 14:37:06.788000
Elizabeth Williams,Design Tools Overview,100,2024-10-14 14:37:06.788000
Elizabeth Williams,Google Ads Fundamentals,100,2024-10-14 14:37:06.788000
Elizabeth Williams,Speech Recognition Technologies,100,2024-10-14 14:37:06.788000
Elizabeth Williams,Operating Systems Overview,100,2024-10-14 14:37:06.788000
Elizabeth Williams,Backend Development Fundamentals,100,2024-10-14 14:37:06.788000
Elizabeth Williams,HTML & CSS,100,2024-10-14 14:37:06.788000
Elizabeth Williams,Investing Fundamentals,100,2024-10-14 14:37:06.788000
Elizabeth Williams,JavaScript Basics,100,2024-10-14 14:37:06.788000
Elizabeth Williams,Deep Learning Fundamentals,100,2024-10-14 14:37:06.788000
Mary Ward,Data Ethics,100,2024-10-14 14:37:06.788000
Mary Ward,Data Analysis with Pandas,100,2024-10-14 14:37:06.788000
Mary Ward,Data Cleaning & Preprocessing,100,2024-10-14 14:37:06.788000
Mary Ward,Data Analysis for Business Decisions,100,2024-10-14 14:37:06.788000
Mary Ward,Data Visualization with Matplotlib,100,2024-10-14 14:37:06.788000
Mary Ward,Python for Data Science,100,2024-10-14 14:37:06.788000
Mary Ward,JavaScript Basics,100,2024-10-14 14:37:06.788000
Mary Ward,Budgeting Basics,100,2024-10-14 14:37:06.788000
Mary Ward,Analytics for Marketers,100,2024-10-14 14:37:06.788000
Mary Ward,Design Thinking Process,100,2024-10-14 14:37:06.788000
Brad Hanson,Data Ethics,100,2024-10-14 14:37:06.788000
Brad Hanson,Data Cleaning & Preprocessing,100,2024-10-14 14:37:06.788000
Brad Hanson,Data Visualization with Matplotlib,100,2024-10-14 14:37:06.788000
Brad Hanson,Data Analysis for Business Decisions,100,2024-10-14 14:37:06.788000
Brad Hanson,Data Analysis with Pandas,100,2024-10-14 14:37:06.788000
Brad Hanson,Deployment of ML Models,100,2024-10-14 14:37:06.788000
Brad Hanson,Vulnerability Assessment,100,2024-10-14 14:37:06.788000
Brad Hanson,Decentralized Applications (DApps),100,2024-10-14 14:37:06.788000
Brad Hanson,Blogging for Beginners,100,2024-10-14 14:37:06.788000
Brad Hanson,JavaScript Frameworks Overview,100,2024-10-14 14:37:06.788000
Brad Hanson,Risk Management in Projects,100,2024-10-14 14:37:06.788000
Brad Hanson,Risk Analysis and Management,100,2024-10-14 14:37:06.788000
Brad Hanson,Time Management for Sales,100,2024-10-14 14:37:06.788000
Brad Hanson,Microservices in Cloud,100,2024-10-14 14:37:06.788000
Brad Hanson,Monitoring and Logging,100,2024-10-14 14:37:06.788000
Stanley Wilkins,Data Analysis for Business Decisions,100,2024-10-14 14:37:06.788000
Stanley Wilkins,Data Cleaning & Preprocessing,100,2024-10-14 14:37:06.788000
Stanley Wilkins,Data Visualization with Matplotlib,100,2024-10-14 14:37:06.788000
Stanley Wilkins,Data Ethics,100,2024-10-14 14:37:06.788000
Stanley Wilkins,Data Analysis with Pandas,100,2024-10-14 14:37:06.788000
Stanley Wilkins,Operating Systems Overview,100,2024-10-14 14:37:06.788000
Stanley Wilkins,Business Case Development,100,2024-10-14 14:37:06.788000
Stanley Wilkins,Reinforcement Learning Techniques,100,2024-10-14 14:37:06.788000
Stanley Wilkins,Blogging for Beginners,100,2024-10-14 14:37:06.788000
Stanley Wilkins,E-commerce Development Basics,100,2024-10-14 14:37:06.788000
Stanley Wilkins,Virtual Reality Development,100,2024-10-14 14:37:06.788000
Ana Woodard,Data Analysis for Business Decisions,100,2024-10-14 14:37:06.788000
Ana Woodard,Data Ethics,100,2024-10-14 14:37:06.788000
Ana Woodard,Data Visualization with Matplotlib,100,2024-10-14 14:37:06.788000
Ana Woodard,Data Analysis with Pandas,100,2024-10-14 14:37:06.788000
Ana Woodard,Data Cleaning & Preprocessing,100,2024-10-14 14:37:06.788000
Ana Woodard,Presentation Skills for Business Analysts,100,2024-10-14 14:37:06.788000
Ana Woodard,Introduction to Content Creation,100,2024-10-14 14:37:06.788000
Ana Woodard,Statistical Analysis,100,2024-10-14 14:37:06.788000
Ana Woodard,Project Management Basics,100,2024-10-14 14:37:06.788000
Ana Woodard,iOS Development Basics,100,2024-10-14 14:37:06.788000
Ana Woodard,Progressive Web Apps (PWAs),100,2024-10-14 14:37:06.788000
Ana Woodard,Ethics in AI,100,2024-10-14 14:37:06.788000
Ana Woodard,Risk Management in Cybersecurity,100,2024-10-14 14:37:06.788000
Ana Woodard,Serverless Architecture,100,2024-10-14 14:37:06.788000
Megan Nolan,Data Analysis for Business Decisions,100,2024-10-14 14:37:06.788000
Megan Nolan,Data Visualization with Matplotlib,100,2024-10-14 14:37:06.788000
Megan Nolan,Data Analysis with Pandas,100,2024-10-14 14:37:06.788000
Megan Nolan,Data Cleaning & Preprocessing,100,2024-10-14 14:37:06.788000
Megan Nolan,Data Ethics,100,2024-10-14 14:37:06.788000
Megan Nolan,HTML & CSS,100,2024-10-14 14:37:06.788000
Megan Nolan,Diversity and Inclusion Initiatives,100,2024-10-14 14:37:06.788000
Megan Nolan,Introduction to Game Development,100,2024-10-14 14:37:06.788000
Megan Nolan,Cloud Cost Management,100,2024-10-14 14:37:06.788000
Megan Nolan,React,100,2024-10-14 14:37:06.788000
Carl Browning,Data Visualization with Matplotlib,100,2024-10-14 14:37:06.788000
Carl Browning,Data Ethics,100,2024-10-14 14:37:06.788000
Carl Browning,Data Cleaning & Preprocessing,100,2024-10-14 14:37:06.788000
Carl Browning,Data Analysis for Business Decisions,100,2024-10-14 14:37:06.788000
Carl Browning,Data Analysis with Pandas,100,2024-10-14 14:37:06.788000
Carl Browning,Risk Management in Projects,100,2024-10-14 14:37:06.788000
Carl Browning,Performance Optimization for Mobile Apps,100,2024-10-14 14:37:06.788000
Carl Browning,Introduction to DevOps,100,2024-10-14 14:37:06.788000
Carl Browning,DevOps in the Cloud,100,2024-10-14 14:37:06.788000
Carl Browning,Requirements Gathering Techniques,100,2024-10-14 14:37:06.788000
Carl Browning,Containerization with Docker,100,2024-10-14 14:37:06.788000
Antonio Wheeler,Data Ethics,100,2024-10-14 14:37:06.788000
Antonio Wheeler,Data Cleaning & Preprocessing,100,2024-10-14 14:37:06.788000
Antonio Wheeler,Data Analysis with Pandas,100,2024-10-14 14:37:06.788000
Antonio Wheeler,Data Visualization with Matplotlib,100,2024-10-14 14:37:06.788000
Antonio Wheeler,Editing and Proofreading Techniques,100,2024-10-14 14:37:06.788000
Antonio Wheeler,Web Accessibility Standards,100,2024-10-14 14:37:06.788000
Antonio Wheeler,Big Data with Spark,100,2024-10-14 14:37:06.788000
Antonio Wheeler,Hyperledger Basics,100,2024-10-14 14:37:06.788000
Antonio Wheeler,JavaScript Basics,100,2024-10-14 14:37:06.788000
Antonio Wheeler,Diversity and Inclusion Initiatives,100,2024-10-14 14:37:06.788000
Antonio Wheeler,Continuous Integration and Delivery,100,2024-10-14 14:37:06.788000
Antonio Wheeler,Financial Planning and Forecasting,100,2024-10-14 14:37:06.788000
Margaret Clarke,Data Analysis with Pandas,100,2024-10-14 14:37:06.788000
Margaret Clarke,Data Ethics,100,2024-10-14 14:37:06.788000
Margaret Clarke,Data Analysis for Business Decisions,100,2024-10-14 14:37:06.788000
Margaret Clarke,Data Cleaning & Preprocessing,100,2024-10-14 14:37:06.788000
Margaret Clarke,Data Visualization with Matplotlib,100,2024-10-14 14:37:06.788000
Margaret Clarke,Closing Sales Strategies,100,2024-10-14 14:37:06.788000
Margaret Clarke,Training and Development,100,2024-10-14 14:37:06.788000
Margaret Clarke,MongoDB,100,2024-10-14 14:37:06.788000
Margaret Clarke,Statistical Analysis,100,2024-10-14 14:37:06.788000
Margaret Clarke,Stakeholder Management,100,2024-10-14 14:37:06.788000
Margaret Clarke,Ethics in AI,100,2024-10-14 14:37:06.788000
Margaret Clarke,Video Production Basics,100,2024-10-14 14:37:06.788000
Margaret Clarke,Design Thinking Process,100,2024-10-14 14:37:06.788000
Margaret Clarke,Remote Support Techniques,100,2024-10-14 14:37:06.788000
Jacob Martin,Data Cleaning & Preprocessing,100,2024-10-14 14:37:06.788000
Jacob Martin,Data Visualization with Matplotlib,100,2024-10-14 14:37:06.788000
Jacob Martin,Data Analysis for Business Decisions,100,2024-10-14 14:37:06.788000
Jacob Martin,Data Analysis with Pandas,100,2024-10-14 14:37:06.788000
Jacob Martin,Data Ethics,100,2024-10-14 14:37:06.788000
Jacob Martin,Infrastructure as Code,100,2024-10-14 14:37:06.788000
Jacob Martin,Ethics in AI,100,2024-10-14 14:37:06.788000
Jacob Martin,iOS Development Basics,100,2024-10-14 14:37:06.788000
Jacob Martin,Agile Project Management,100,2024-10-14 14:37:06.788000
Jacob Martin,Labor Laws and Compliance,100,2024-10-14 14:37:06.788000
Jacob Martin,Natural Language Processing,100,2024-10-14 14:37:06.788000
Jacob Martin,Quality Management,100,2024-10-14 14:37:06.788000
Jacob Martin,Sales Fundamentals,100,2024-10-14 14:37:06.788000
Jacob Martin,Content Management Systems (CMS),100,2024-10-14 14:37:06.788000
Jacob Martin,Responsive Design Principles,100,2024-10-14 14:37:06.788000
Isaiah Glover,Data Analysis for Business Decisions,100,2024-10-14 14:37:06.788000
Isaiah Glover,Data Cleaning & Preprocessing,100,2024-10-14 14:37:06.788000
Isaiah Glover,Data Analysis with Pandas,100,2024-10-14 14:37:06.788000
Isaiah Glover,Data Ethics,100,2024-10-14 14:37:06.788000
Isaiah Glover,Data Visualization with Matplotlib,100,2024-10-14 14:37:06.788000
Isaiah Glover,Consensus Algorithms,100,2024-10-14 14:37:06.788000
Isaiah Glover,Network Security Fundamentals,100,2024-10-14 14:37:06.788000
Isaiah Glover,Training and Development,100,2024-10-14 14:37:06.788000
Isaiah Glover,Editing and Proofreading Techniques,100,2024-10-14 14:37:06.788000
Isaiah Glover,Operating Systems Overview,100,2024-10-14 14:37:06.788000
Isaiah Glover,Configuration Management with Ansible,100,2024-10-14 14:37:06.788000
Isaiah Glover,Ethics in AI,100,2024-10-14 14:37:06.788000
Isaiah Glover,Deployment of ML Models,100,2024-10-14 14:37:06.788000
Geoffrey Smith,Data Analysis with Pandas,100,2024-10-14 14:37:06.788000
Geoffrey Smith,Data Analysis for Business Decisions,100,2024-10-14 14:37:06.788000
Geoffrey Smith,Data Ethics,100,2024-10-14 14:37:06.788000
Geoffrey Smith,Data Visualization with Matplotlib,100,2024-10-14 14:37:06.788000
Geoffrey Smith,Data Cleaning & Preprocessing,100,2024-10-14 14:37:06.788000
Geoffrey Smith,Training and Development,100,2024-10-14 14:37:06.788000
Geoffrey Smith,React,100,2024-10-14 14:37:06.788000
Geoffrey Smith,Automating Cloud Deployments,100,2024-10-14 14:37:06.788000
Geoffrey Smith,AI in Healthcare,100,2024-10-14 14:37:06.788000
Geoffrey Smith,MongoDB,100,2024-10-14 14:37:06.788000
Rebecca Todd,Data Cleaning & Preprocessing,100,2024-10-14 14:37:06.788000
Rebecca Todd,Data Analysis for Business Decisions,100,2024-10-14 14:37:06.788000
Rebecca Todd,Data Visualization with Matplotlib,100,2024-10-14 14:37:06.788000
Rebecca Todd,Data Analysis with Pandas,100,2024-10-14 14:37:06.788000
Rebecca Todd,Data Ethics,100,2024-10-14 14:37:06.788000
Rebecca Todd,Azure Basics,100,2024-10-14 14:37:06.788000
Rebecca Todd,Introduction to IT Support,100,2024-10-14 14:37:06.788000
Rebecca Todd,Risk Management in Cybersecurity,100,2024-10-14 14:37:06.788000
Rebecca Todd,Multiplayer Game Development,100,2024-10-14 14:37:06.788000
Rebecca Todd,Ethics in AI,100,2024-10-14 14:37:06.788000
Rebecca Todd,Google Ads Fundamentals,100,2024-10-14 14:37:06.788000
Jennifer Nichols,Data Analysis with Pandas,100,2024-10-14 14:37:06.788000
Jennifer Nichols,Data Ethics,100,2024-10-14 14:37:06.788000
Jennifer Nichols,Data Cleaning & Preprocessing,100,2024-10-14 14:37:06.788000
Jennifer Nichols,Data Visualization with Matplotlib,100,2024-10-14 14:37:06.788000
Jennifer Nichols,Data Analysis for Business Decisions,100,2024-10-14 14:37:06.788000
Jennifer Nichols,Deployment & Hosting,100,2024-10-14 14:37:06.788000
Jennifer Nichols,Budgeting Basics,100,2024-10-14 14:37:06.788000
Jennifer Nichols,Continuous Integration and Delivery,100,2024-10-14 14:37:06.788000
Jennifer Nichols,MongoDB,100,2024-10-14 14:37:06.788000
Jennifer Nichols,Networking Basics,100,2024-10-14 14:37:06.788000
Michael Avila,Data Visualization with Matplotlib,100,2024-10-14 14:37:06.788000
Michael Avila,Data Ethics,100,2024-10-14 14:37:06.788000
Michael Avila,Data Analysis with Pandas,100,2024-10-14 14:37:06.788000
Michael Avila,Data Analysis for Business Decisions,100,2024-10-14 14:37:06.788000
Michael Avila,Data Cleaning & Preprocessing,100,2024-10-14 14:37:06.788000
Michael Avila,Cryptocurrency Fundamentals,100,2024-10-14 14:37:06.788000
Michael Avila,Email Marketing Basics,100,2024-10-14 14:37:06.788000
Michael Avila,Content Marketing Strategies,100,2024-10-14 14:37:06.788000
Michael Avila,Performance Management Systems,100,2024-10-14 14:37:06.788000
Michael Avila,Android Development Basics,100,2024-10-14 14:37:06.788000
Michael Avila,Understanding Consumer Behavior,100,2024-10-14 14:37:06.788000
Michael Avila,Reinforcement Learning,100,2024-10-14 14:37:06.788000
Michael Avila,Infrastructure as Code,100,2024-10-14 14:37:06.788000
Michael Avila,Containerization with Docker,100,2024-10-14 14:37:06.788000
Anthony Williams,Data Visualization with Matplotlib,100,2024-10-14 14:37:06.788000
Anthony Williams,Data Ethics,100,2024-10-14 14:37:06.788000
Anthony Williams,Data Analysis for Business Decisions,100,2024-10-14 14:37:06.788000
Anthony Williams,Data Cleaning & Preprocessing,100,2024-10-14 14:37:06.788000
Anthony Williams,Data Analysis with Pandas,100,2024-10-14 14:37:06.788000
Anthony Williams,Mobile App Design,100,2024-10-14 14:37:06.788000
Anthony Williams,Hyperledger Basics,100,2024-10-14 14:37:06.788000
Anthony Williams,Introduction to Content Creation,100,2024-10-14 14:37:06.788000
Anthony Williams,Responsive Web Design,100,2024-10-14 14:37:06.788000
Anthony Williams,AI in IoT,100,2024-10-14 14:37:06.788000
Daniel Hall PhD,Data Ethics,100,2024-10-14 14:37:06.788000
Daniel Hall PhD,Data Cleaning & Preprocessing,100,2024-10-14 14:37:06.788000
Daniel Hall PhD,Data Visualization with Matplotlib,100,2024-10-14 14:37:06.788000
Daniel Hall PhD,Data Analysis with Pandas,100,2024-10-14 14:37:06.788000
Daniel Hall PhD,Data Analysis for Business Decisions,100,2024-10-14 14:37:06.788000
Daniel Hall PhD,Introduction to IT Support,100,2024-10-14 14:37:06.788000
Daniel Hall PhD,Hyperledger Basics,100,2024-10-14 14:37:06.788000
Daniel Hall PhD,Investing Fundamentals,100,2024-10-14 14:37:06.788000
Daniel Hall PhD,Computer Vision Applications,100,2024-10-14 14:37:06.788000
Daniel Hall PhD,Agile Project Management,100,2024-10-14 14:37:06.788000
Daniel Hall PhD,Introduction to Finance,100,2024-10-14 14:37:06.788000
Joshua Edwards,Data Analysis for Business Decisions,100,2024-10-14 14:37:06.788000
Joshua Edwards,Data Ethics,100,2024-10-14 14:37:06.788000
Joshua Edwards,Data Cleaning & Preprocessing,100,2024-10-14 14:37:06.788000
Joshua Edwards,Data Visualization with Matplotlib,100,2024-10-14 14:37:06.788000
Joshua Edwards,Blockchain Security,100,2024-10-14 14:37:06.788000
Joshua Edwards,Remote Support Techniques,100,2024-10-14 14:37:06.788000
Joshua Edwards,Serverless Architecture,100,2024-10-14 14:37:06.788000
Joshua Edwards,Introduction to Game Development,100,2024-10-14 14:37:06.788000
Joshua Edwards,Business Case Development,100,2024-10-14 14:37:06.788000
Joshua Edwards,Game Testing Techniques,100,2024-10-14 14:37:06.788000
Joshua Edwards,Usability Testing,100,2024-10-14 14:37:06.788000
Joshua Edwards,SEO Best Practices,100,2024-10-14 14:37:06.788000
Joshua Edwards,Predictive Analytics,100,2024-10-14 14:37:06.788000
Joshua Edwards,Graphic Design Basics for Content,100,2024-10-14 14:37:06.788000
Joshua Edwards,Blogging for Beginners,100,2024-10-14 14:37:06.788000
Bradley Meyer,Data Analysis with Pandas,100,2024-10-14 14:37:06.788000
Bradley Meyer,Data Ethics,100,2024-10-14 14:37:06.788000
Bradley Meyer,Data Visualization with Matplotlib,100,2024-10-14 14:37:06.788000
Bradley Meyer,Data Cleaning & Preprocessing,100,2024-10-14 14:37:06.788000
Bradley Meyer,Data Analysis for Business Decisions,100,2024-10-14 14:37:06.788000
Bradley Meyer,Backend Development Fundamentals,100,2024-10-14 14:37:06.788000
