User Name,Course Title,Progress (%),Assignment Date
Mia Andrews,Financial Analysis Techniques,100,2024-10-21 05:27:58.295000
Mia Andrews,Digital Sales Techniques,100,2024-10-21 05:27:58.295000
Mia Andrews,Big Data with Spark,100,2024-10-21 05:27:58.295000
Mia Andrews,React,100,2024-10-21 05:27:58.295000
Mia Andrews,Visual Design Basics,100,2024-10-21 05:27:58.295000
Andrea Smith,Data Ethics,100,2024-10-21 05:27:58.295000
Andrea Smith,Data Visualization with Matplotlib,100,2024-10-21 05:27:58.295000
Andrea Smith,Data Cleaning & Preprocessing,100,2024-10-21 05:27:58.295000
Andrea Smith,Data Analysis for Business Decisions,100,2024-10-21 05:27:58.295000
Andrea Smith,Data Analysis with Pandas,100,2024-10-21 05:27:58.295000
Andrea Smith,Big Data with Spark,100,2024-10-21 05:27:58.295000
Andrea Smith,Deep Learning Fundamentals,100,2024-10-21 05:27:58.295000
Andrea Smith,Digital Sales Techniques,100,2024-10-21 05:27:58.295000
Andrea Smith,Machine Learning Basics,100,2024-10-21 05:27:58.295000
Andrea Smith,Sales Analytics,100,2024-10-21 05:27:58.295000
Andrea Smith,Blockchain Use Cases,100,2024-10-21 05:27:58.295000
Andrea Smith,Customer Service Skills for IT,100,2024-10-21 05:27:58.295000
Mitchell Thomas,Data Visualization with Matplotlib,100,2024-10-21 05:27:58.295000
Mitchell Thomas,Data Analysis with Pandas,100,2024-10-21 05:27:58.295000
Mitchell Thomas,Data Cleaning & Preprocessing,100,2024-10-21 05:27:58.295000
Mitchell Thomas,Data Analysis for Business Decisions,100,2024-10-21 05:27:58.295000
Mitchell Thomas,Vulnerability Assessment,100,2024-10-21 05:27:58.295000
Mitchell Thomas,Design Thinking Process,100,2024-10-21 05:27:58.295000
Mitchell Thomas,Infrastructure as Code,100,2024-10-21 05:27:58.295000
Mitchell Thomas,Presentation Skills for Business Analysts,100,2024-10-21 05:27:58.295000
Mitchell Thomas,API Development,100,2024-10-21 05:27:58.295000
Mitchell Thomas,Web Performance Optimization,100,2024-10-21 05:27:58.295000
Mitchell Thomas,Cross-Platform Development with Flutter,100,2024-10-21 05:27:58.295000
Mitchell Thomas,AI in Robotics,100,2024-10-21 05:27:58.295000
Mitchell Thomas,MongoDB,100,2024-10-21 05:27:58.295000
William Thompson,Data Analysis with Pandas,100,2024-10-21 05:27:58.295000
William Thompson,Data Visualization with Matplotlib,100,2024-10-21 05:27:58.295000
William Thompson,Data Ethics,100,2024-10-21 05:27:58.295000
William Thompson,Data Cleaning & Preprocessing,100,2024-10-21 05:27:58.295000
William Thompson,Data Analysis for Business Decisions,100,2024-10-21 05:27:58.295000
William Thompson,Introduction to Machine Learning,100,2024-10-21 05:27:58.295000
William Thompson,Employee Engagement Techniques,100,2024-10-21 05:27:58.295000
William Thompson,Smart Contracts Development,100,2024-10-21 05:27:58.295000
William Thompson,Version Control with Git,100,2024-10-21 05:27:58.295000
William Thompson,Requirements Gathering Techniques,100,2024-10-21 05:27:58.295000
William Thompson,Infrastructure as Code,100,2024-10-21 05:27:58.295000
William Thompson,AI in Healthcare,100,2024-10-21 05:27:58.295000
William Thompson,AI for Business,100,2024-10-21 05:27:58.295000
Frank Parker,Data Cleaning & Preprocessing,100,2024-10-21 05:27:58.295000
Frank Parker,Data Analysis for Business Decisions,100,2024-10-21 05:27:58.295000
Frank Parker,Data Analysis with Pandas,100,2024-10-21 05:27:58.295000
Frank Parker,Data Visualization with Matplotlib,100,2024-10-21 05:27:58.295000
Frank Parker,Data Ethics,100,2024-10-21 05:27:58.295000
Frank Parker,JavaScript Frameworks Overview,100,2024-10-21 05:27:58.295000
Frank Parker,Content Marketing Strategies,100,2024-10-21 05:27:58.295000
Frank Parker,Editing and Proofreading Techniques,100,2024-10-21 05:27:58.295000
Frank Parker,Decentralized Applications (DApps),100,2024-10-21 05:27:58.295000
Frank Parker,Labor Laws and Compliance,100,2024-10-21 05:27:58.295000
Frank Parker,Cloud Cost Management,100,2024-10-21 05:27:58.295000
Frank Parker,JavaScript Basics,100,2024-10-21 05:27:58.295000
Alicia Smith,Data Analysis for Business Decisions,100,2024-10-21 05:27:58.295000
Alicia Smith,Data Ethics,100,2024-10-21 05:27:58.295000
Alicia Smith,Data Visualization with Matplotlib,100,2024-10-21 05:27:58.295000
Alicia Smith,Data Cleaning & Preprocessing,100,2024-10-21 05:27:58.295000
Alicia Smith,Data Analysis with Pandas,100,2024-10-21 05:27:58.295000
Alicia Smith,Business Process Modeling,100,2024-10-21 05:27:58.295000
Alicia Smith,Labor Laws and Compliance,100,2024-10-21 05:27:58.295000
Alicia Smith,Game Design Principles,100,2024-10-21 05:27:58.295000
Alicia Smith,Negotiation Techniques,100,2024-10-21 05:27:58.295000
Alicia Smith,Corporate Finance Essentials,100,2024-10-21 05:27:58.295000
Alicia Smith,Interaction Design Principles,100,2024-10-21 05:27:58.295000
Alicia Smith,Node.js,100,2024-10-21 05:27:58.295000
Alicia Smith,Introduction to UI/UX Design,100,2024-10-21 05:27:58.295000
Robert Tran,Data Visualization with Matplotlib,100,2024-10-21 05:27:58.295000
Robert Tran,Data Ethics,100,2024-10-21 05:27:58.295000
Robert Tran,Data Cleaning & Preprocessing,100,2024-10-21 05:27:58.295000
Robert Tran,Data Analysis for Business Decisions,100,2024-10-21 05:27:58.295000
Robert Tran,Data Analysis with Pandas,100,2024-10-21 05:27:58.295000
Robert Tran,Game Monetization Strategies,100,2024-10-21 05:27:58.295000
Robert Tran,Ethical Hacking Basics,100,2024-10-21 05:27:58.295000
Robert Tran,Design Thinking Process,100,2024-10-21 05:27:58.295000
Robert Tran,Model Evaluation,100,2024-10-21 05:27:58.295000
Robert Tran,Communication Skills for Project Managers,100,2024-10-21 05:27:58.295000
Robert Tran,Virtual Reality Development,100,2024-10-21 05:27:58.295000
Robert Tran,Responsive Web Design,100,2024-10-21 05:27:58.295000
Robert Tran,Game Design Principles,100,2024-10-21 05:27:58.295000
Robert Tran,Talent Acquisition Strategies,100,2024-10-21 05:27:58.295000
David Levy,Data Ethics,100,2024-10-21 05:27:58.295000
David Levy,Data Analysis with Pandas,100,2024-10-21 05:27:58.295000
David Levy,Data Analysis for Business Decisions,100,2024-10-21 05:27:58.295000
David Levy,Data Visualization with Matplotlib,100,2024-10-21 05:27:58.295000
David Levy,Data Cleaning & Preprocessing,100,2024-10-21 05:27:58.295000
David Levy,Ethereum Development,100,2024-10-21 05:27:58.295000
David Levy,Git & GitHub,100,2024-10-21 05:27:58.295000
David Levy,RESTful Services,100,2024-10-21 05:27:58.295000
David Levy,Change Management Strategies,100,2024-10-21 05:27:58.295000
David Levy,Incident Response,100,2024-10-21 05:27:58.295000
Philip Evans,Data Cleaning & Preprocessing,100,2024-10-21 05:27:58.295000
Philip Evans,Data Ethics,100,2024-10-21 05:27:58.295000
Philip Evans,Data Analysis for Business Decisions,100,2024-10-21 05:27:58.295000
Philip Evans,Data Visualization with Matplotlib,100,2024-10-21 05:27:58.295000
Philip Evans,Data Analysis with Pandas,100,2024-10-21 05:27:58.295000
Philip Evans,Express.js,100,2024-10-21 05:27:58.295000
Philip Evans,App Monetization Strategies,100,2024-10-21 05:27:58.295000
Philip Evans,Consensus Algorithms,100,2024-10-21 05:27:58.295000
Philip Evans,Web Performance Optimization,100,2024-10-21 05:27:58.295000
Philip Evans,Content Strategy Development,100,2024-10-21 05:27:58.295000
Philip Evans,Game Testing Techniques,100,2024-10-21 05:27:58.295000
Philip Evans,Personal Finance Skills,100,2024-10-21 05:27:58.295000
Philip Evans,Vulnerability Assessment,100,2024-10-21 05:27:58.295000
Philip Evans,Digital Sales Techniques,100,2024-10-21 05:27:58.295000
Philip Evans,HR Analytics,100,2024-10-21 05:27:58.295000
Heather Bender,Data Analysis for Business Decisions,100,2024-10-21 05:27:58.295000
Heather Bender,Data Ethics,100,2024-10-21 05:27:58.295000
Heather Bender,Data Visualization with Matplotlib,100,2024-10-21 05:27:58.295000
Heather Bender,Data Analysis with Pandas,100,2024-10-21 05:27:58.295000
Heather Bender,Data Cleaning & Preprocessing,100,2024-10-21 05:27:58.295000
Heather Bender,Responsive Web Design,100,2024-10-21 05:27:58.295000
Heather Bender,Introduction to Machine Learning,100,2024-10-21 05:27:58.295000
Heather Bender,App Monetization Strategies,100,2024-10-21 05:27:58.295000
Heather Bender,SEO Best Practices,100,2024-10-21 05:27:58.295000
Heather Bender,Web Performance Optimization,100,2024-10-21 05:27:58.295000
Lisa Jones,Data Cleaning & Preprocessing,100,2024-10-21 05:27:58.295000
Lisa Jones,Data Visualization with Matplotlib,100,2024-10-21 05:27:58.295000
Lisa Jones,Data Analysis for Business Decisions,100,2024-10-21 05:27:58.295000
Lisa Jones,Data Ethics,100,2024-10-21 05:27:58.295000
Lisa Jones,Data Analysis with Pandas,100,2024-10-21 05:27:58.295000
Lisa Jones,Customer Service Skills for IT,100,2024-10-21 05:27:58.295000
Lisa Jones,Network Security Fundamentals,100,2024-10-21 05:27:58.295000
Lisa Jones,Deployment & Hosting,100,2024-10-21 05:27:58.295000
Lisa Jones,Express.js,100,2024-10-21 05:27:58.295000
Lisa Jones,Customer Service Excellence,100,2024-10-21 05:27:58.295000
Lisa Jones,AI in Robotics,100,2024-10-21 05:27:58.295000
Lisa Jones,React,100,2024-10-21 05:27:58.295000
Patricia Graves,Data Analysis for Business Decisions,100,2024-10-21 05:27:58.296000
Patricia Graves,Data Visualization with Matplotlib,100,2024-10-21 05:27:58.296000
Patricia Graves,Data Ethics,100,2024-10-21 05:27:58.296000
Patricia Graves,Data Analysis with Pandas,100,2024-10-21 05:27:58.296000
Patricia Graves,Data Cleaning & Preprocessing,100,2024-10-21 05:27:58.296000
Patricia Graves,Microservices in Cloud,100,2024-10-21 05:27:58.296000
Patricia Graves,Sales Analytics,100,2024-10-21 05:27:58.296000
Patricia Graves,Interaction Design Principles,100,2024-10-21 05:27:58.296000
Patricia Graves,Understanding Consumer Behavior,100,2024-10-21 05:27:58.296000
Patricia Graves,Brand Management Online,100,2024-10-21 05:27:58.296000
Patricia Graves,Analytics for Marketers,100,2024-10-21 05:27:58.296000
Cheryl Bishop,Data Analysis with Pandas,100,2024-10-21 05:27:58.296000
Cheryl Bishop,Data Ethics,100,2024-10-21 05:27:58.296000
Cheryl Bishop,Data Visualization with Matplotlib,100,2024-10-21 05:27:58.296000
Cheryl Bishop,Data Analysis for Business Decisions,100,2024-10-21 05:27:58.296000
Cheryl Bishop,Data Cleaning & Preprocessing,100,2024-10-21 05:27:58.296000
Cheryl Bishop,Game Design Principles,100,2024-10-21 05:27:58.296000
Cheryl Bishop,SWOT Analysis for Business,100,2024-10-21 05:27:58.296000
Cheryl Bishop,Conversion Rate Optimization,100,2024-10-21 05:27:58.296000
Cheryl Bishop,Introduction to Content Creation,100,2024-10-21 05:27:58.296000
Cheryl Bishop,Employee Engagement Techniques,100,2024-10-21 05:27:58.296000
Cheryl Bishop,Personal Finance Skills,100,2024-10-21 05:27:58.296000
Cheryl Bishop,Hardware Repair Skills,100,2024-10-21 05:27:58.296000
Cheryl Bishop,Infrastructure as Code,100,2024-10-21 05:27:58.296000
Cheryl Bishop,Predictive Analytics,100,2024-10-21 05:27:58.296000
Cheryl Bishop,SEO Best Practices,100,2024-10-21 05:27:58.296000
Rachel Jones,Data Visualization with Matplotlib,100,2024-10-21 05:27:58.296000
Rachel Jones,Data Ethics,100,2024-10-21 05:27:58.296000
Rachel Jones,Data Analysis for Business Decisions,100,2024-10-21 05:27:58.296000
Rachel Jones,Data Cleaning & Preprocessing,100,2024-10-21 05:27:58.296000
Rachel Jones,Data Analysis with Pandas,100,2024-10-21 05:27:58.296000
Rachel Jones,Social Media Marketing,100,2024-10-21 05:27:58.296000
Rachel Jones,Conflict Resolution in HR,100,2024-10-21 05:27:58.296000
Rachel Jones,Introduction to Cloud Computing,100,2024-10-21 05:27:58.296000
Rachel Jones,Predictive Analytics,100,2024-10-21 05:27:58.296000
Rachel Jones,API Development,100,2024-10-21 05:27:58.296000
Rachel Jones,Social Media Content Creation,100,2024-10-21 05:27:58.296000
Rachel Jones,Financial Reporting Standards,100,2024-10-21 05:27:58.296000
Joseph Sexton,Data Analysis for Business Decisions,100,2024-10-21 05:27:58.296000
Joseph Sexton,Data Analysis with Pandas,100,2024-10-21 05:27:58.296000
Joseph Sexton,Data Visualization with Matplotlib,100,2024-10-21 05:27:58.296000
Joseph Sexton,Data Cleaning & Preprocessing,100,2024-10-21 05:27:58.296000
Joseph Sexton,Data Ethics,100,2024-10-21 05:27:58.296000
Joseph Sexton,Social Media Marketing,100,2024-10-21 05:27:58.296000
Joseph Sexton,Introduction to Business Analysis,100,2024-10-21 05:27:58.296000
Joseph Sexton,Introduction to Game Development,100,2024-10-21 05:27:58.296000
Joseph Sexton,Corporate Finance Essentials,100,2024-10-21 05:27:58.296000
Joseph Sexton,Content Marketing Strategies,100,2024-10-21 05:27:58.296000
Joseph Sexton,Graphic Design Basics for Content,100,2024-10-21 05:27:58.296000
Joseph Sexton,DevOps in the Cloud,100,2024-10-21 05:27:58.296000
Joseph Sexton,Git & GitHub,100,2024-10-21 05:27:58.296000
Joseph Sexton,Cryptography Basics,100,2024-10-21 05:27:58.296000
Valerie Ayala,Data Ethics,100,2024-10-21 05:27:58.296000
Valerie Ayala,Data Analysis for Business Decisions,100,2024-10-21 05:27:58.296000
Valerie Ayala,Data Cleaning & Preprocessing,100,2024-10-21 05:27:58.296000
Valerie Ayala,Data Analysis with Pandas,100,2024-10-21 05:27:58.296000
Valerie Ayala,Data Visualization with Matplotlib,100,2024-10-21 05:27:58.296000
Valerie Ayala,Cryptography Basics,100,2024-10-21 05:27:58.296000
Valerie Ayala,Risk Management in Cybersecurity,100,2024-10-21 05:27:58.296000
Valerie Ayala,Blockchain Security,100,2024-10-21 05:27:58.296000
Valerie Ayala,Podcasting Fundamentals,100,2024-10-21 05:27:58.296000
Valerie Ayala,3D Game Development,100,2024-10-21 05:27:58.296000
Valerie Ayala,Sales Analytics,100,2024-10-21 05:27:58.296000
Valerie Ayala,Talent Acquisition Strategies,100,2024-10-21 05:27:58.296000
Valerie Ayala,Risk Management in Projects,100,2024-10-21 05:27:58.296000
Frank Green,Data Cleaning & Preprocessing,100,2024-10-21 05:27:58.296000
Frank Green,Data Analysis for Business Decisions,100,2024-10-21 05:27:58.296000
Frank Green,Data Visualization with Matplotlib,100,2024-10-21 05:27:58.296000
Frank Green,Data Analysis with Pandas,100,2024-10-21 05:27:58.296000
Frank Green,Data Ethics,100,2024-10-21 05:27:58.296000
Frank Green,Visual Design Basics,100,2024-10-21 05:27:58.296000
Frank Green,Labor Laws and Compliance,100,2024-10-21 05:27:58.296000
Frank Green,Deep Learning with TensorFlow,100,2024-10-21 05:27:58.296000
Frank Green,Training and Development,100,2024-10-21 05:27:58.296000
Frank Green,HR Technology Tools,100,2024-10-21 05:27:58.296000
Frank Green,Reinforcement Learning Techniques,100,2024-10-21 05:27:58.296000
Frank Green,Reinforcement Learning,100,2024-10-21 05:27:58.296000
Frank Green,Introduction to IT Support,100,2024-10-21 05:27:58.296000
Frank Green,Collaboration Tools in DevOps,100,2024-10-21 05:27:58.296000
Frank Green,Email Marketing Basics,100,2024-10-21 05:27:58.296000
Alexis Pugh,Data Analysis for Business Decisions,100,2024-10-21 05:27:58.296000
Alexis Pugh,Data Ethics,100,2024-10-21 05:27:58.296000
Alexis Pugh,Data Analysis with Pandas,100,2024-10-21 05:27:58.296000
Alexis Pugh,Data Visualization with Matplotlib,100,2024-10-21 05:27:58.296000
Alexis Pugh,Data Cleaning & Preprocessing,100,2024-10-21 05:27:58.296000
Alexis Pugh,Presentation Skills for Sales,100,2024-10-21 05:27:58.296000
Alexis Pugh,Container Orchestration with Kubernetes,100,2024-10-21 05:27:58.296000
Alexis Pugh,Project Scheduling Techniques,100,2024-10-21 05:27:58.296000
Alexis Pugh,Introduction to Cloud Computing,100,2024-10-21 05:27:58.296000
Alexis Pugh,AWS Fundamentals,100,2024-10-21 05:27:58.296000
Alexis Pugh,MongoDB,100,2024-10-21 05:27:58.296000
Alexis Pugh,Editing and Proofreading Techniques,100,2024-10-21 05:27:58.296000
Alexis Pugh,AI in IoT,100,2024-10-21 05:27:58.296000
Alexis Pugh,Influencer Marketing,100,2024-10-21 05:27:58.296000
Alexis Pugh,AI in Robotics,100,2024-10-21 05:27:58.296000
Manuel Boyle,Data Visualization with Matplotlib,100,2024-10-21 05:27:58.296000
Manuel Boyle,Data Ethics,100,2024-10-21 05:27:58.296000
Manuel Boyle,Data Analysis with Pandas,100,2024-10-21 05:27:58.296000
Manuel Boyle,Data Cleaning & Preprocessing,100,2024-10-21 05:27:58.296000
Manuel Boyle,Data Analysis for Business Decisions,100,2024-10-21 05:27:58.296000
Manuel Boyle,Change Management,100,2024-10-21 05:27:58.296000
Manuel Boyle,Brand Management Online,100,2024-10-21 05:27:58.296000
Manuel Boyle,Usability Testing,100,2024-10-21 05:27:58.296000
Manuel Boyle,Agile Project Management,100,2024-10-21 05:27:58.296000
Manuel Boyle,2D Game Development,100,2024-10-21 05:27:58.296000
Manuel Boyle,Talent Acquisition Strategies,100,2024-10-21 05:27:58.296000
Ashley Moore,Data Analysis with Pandas,100,2024-10-21 05:27:58.296000
Ashley Moore,Data Cleaning & Preprocessing,100,2024-10-21 05:27:58.296000
Ashley Moore,Data Ethics,100,2024-10-21 05:27:58.296000
Ashley Moore,Data Visualization with Matplotlib,100,2024-10-21 05:27:58.296000
Ashley Moore,Data Analysis for Business Decisions,100,2024-10-21 05:27:58.296000
Ashley Moore,Collaboration Tools in DevOps,100,2024-10-21 05:27:58.296000
Ashley Moore,Publishing Mobile Apps,100,2024-10-21 05:27:58.296000
Ashley Moore,Virtual Reality Development,100,2024-10-21 05:27:58.296000
Ashley Moore,Ethics in AI,100,2024-10-21 05:27:58.296000
Ashley Moore,Digital Sales Techniques,100,2024-10-21 05:27:58.296000
Steven Miller,Data Ethics,100,2024-10-21 05:27:58.296000
Steven Miller,Data Analysis for Business Decisions,100,2024-10-21 05:27:58.296000
Steven Miller,Data Analysis with Pandas,100,2024-10-21 05:27:58.296000
Steven Miller,Data Visualization with Matplotlib,100,2024-10-21 05:27:58.296000
Steven Miller,Data Cleaning & Preprocessing,100,2024-10-21 05:27:58.296000
Steven Miller,Email Marketing Basics,100,2024-10-21 05:27:58.296000
Steven Miller,Version Control with Git,100,2024-10-21 05:27:58.296000
Steven Miller,Infrastructure as Code,100,2024-10-21 05:27:58.296000
Steven Miller,Progressive Web Apps (PWAs),100,2024-10-21 05:27:58.296000
Steven Miller,Agile Methodologies,100,2024-10-21 05:27:58.296000
Steven Miller,Requirements Gathering Techniques,100,2024-10-21 05:27:58.296000
Steven Miller,Introduction to UI/UX Design,100,2024-10-21 05:27:58.296000
Teresa Gonzalez,Data Visualization with Matplotlib,100,2024-10-21 05:27:58.296000
Teresa Gonzalez,Data Analysis for Business Decisions,100,2024-10-21 05:27:58.296000
Teresa Gonzalez,Data Analysis with Pandas,100,2024-10-21 05:27:58.296000
Teresa Gonzalez,Data Ethics,100,2024-10-21 05:27:58.296000
Teresa Gonzalez,Data Cleaning & Preprocessing,100,2024-10-21 05:27:58.296000
Teresa Gonzalez,Introduction to UI/UX Design,100,2024-10-21 05:27:58.296000
Teresa Gonzalez,Project Scheduling Techniques,100,2024-10-21 05:27:58.296000
Teresa Gonzalez,Ethics in AI,100,2024-10-21 05:27:58.296000
Teresa Gonzalez,HR Analytics,100,2024-10-21 05:27:58.296000
Teresa Gonzalez,Computer Vision Basics,100,2024-10-21 05:27:58.296000
Teresa Gonzalez,Network Security Fundamentals,100,2024-10-21 05:27:58.296000
Justin Ross,Data Ethics,100,2024-10-21 05:27:58.296000
Justin Ross,Data Cleaning & Preprocessing,100,2024-10-21 05:27:58.296000
Justin Ross,Data Analysis with Pandas,100,2024-10-21 05:27:58.296000
Justin Ross,Data Analysis for Business Decisions,100,2024-10-21 05:27:58.296000
Justin Ross,Data Visualization with Matplotlib,100,2024-10-21 05:27:58.296000
Justin Ross,Cryptocurrency Fundamentals,100,2024-10-21 05:27:58.296000
Justin Ross,Social Media Marketing,100,2024-10-21 05:27:58.296000
Justin Ross,iOS Development Basics,100,2024-10-21 05:27:58.296000
Justin Ross,Introduction to IT Support,100,2024-10-21 05:27:58.296000
Justin Ross,Influencer Marketing,100,2024-10-21 05:27:58.296000
Justin Ross,Personal Finance Skills,100,2024-10-21 05:27:58.296000
Justin Ross,Mobile App Design,100,2024-10-21 05:27:58.296000
Justin Ross,Model Evaluation,100,2024-10-21 05:27:58.296000
Justin Ross,Express.js,100,2024-10-21 05:27:58.296000
Justin Ross,Quality Management,100,2024-10-21 05:27:58.296000
Johnny Sullivan,Data Ethics,100,2024-10-21 05:27:58.296000
Johnny Sullivan,Data Analysis with Pandas,100,2024-10-21 05:27:58.296000
Johnny Sullivan,Data Visualization with Matplotlib,100,2024-10-21 05:27:58.296000
Johnny Sullivan,Data Analysis for Business Decisions,100,2024-10-21 05:27:58.296000
Johnny Sullivan,Data Cleaning & Preprocessing,100,2024-10-21 05:27:58.296000
Johnny Sullivan,Financial Analysis Techniques,100,2024-10-21 05:27:58.296000
Johnny Sullivan,HR Technology Tools,100,2024-10-21 05:27:58.297000
Johnny Sullivan,API Development,100,2024-10-21 05:27:58.297000
Johnny Sullivan,Ethical Hacking Basics,100,2024-10-21 05:27:58.297000
Johnny Sullivan,Responsive Web Design,100,2024-10-21 05:27:58.297000
Johnny Sullivan,Troubleshooting Techniques,100,2024-10-21 05:27:58.297000
Alicia Short,Data Analysis with Pandas,100,2024-10-21 05:27:58.297000
Alicia Short,Data Ethics,100,2024-10-21 05:27:58.297000
Alicia Short,Data Cleaning & Preprocessing,100,2024-10-21 05:27:58.297000
Alicia Short,Data Analysis for Business Decisions,100,2024-10-21 05:27:58.297000
Alicia Short,Data Visualization with Matplotlib,100,2024-10-21 05:27:58.297000
Alicia Short,Understanding Financial Markets,100,2024-10-21 05:27:58.297000
Alicia Short,Wireframing and Prototyping,100,2024-10-21 05:27:58.297000
Alicia Short,Reinforcement Learning Techniques,100,2024-10-21 05:27:58.297000
Alicia Short,ITIL Foundations,100,2024-10-21 05:27:58.297000
Alicia Short,Editing and Proofreading Techniques,100,2024-10-21 05:27:58.297000
Alicia Short,Time Series Analysis,100,2024-10-21 05:27:58.297000
Alex Thompson,Data Ethics,100,2024-10-21 05:27:58.297000
Alex Thompson,Data Visualization with Matplotlib,100,2024-10-21 05:27:58.297000
Alex Thompson,Data Analysis for Business Decisions,100,2024-10-21 05:27:58.297000
Alex Thompson,Data Analysis with Pandas,100,2024-10-21 05:27:58.297000
Alex Thompson,Data Cleaning & Preprocessing,100,2024-10-21 05:27:58.297000
Alex Thompson,AI in Healthcare,100,2024-10-21 05:27:58.297000
Alex Thompson,Blockchain Use Cases,100,2024-10-21 05:27:58.297000
Alex Thompson,Usability Testing,100,2024-10-21 05:27:58.297000
Alex Thompson,Remote Support Techniques,100,2024-10-21 05:27:58.297000
Alex Thompson,Business Case Development,100,2024-10-21 05:27:58.297000
Steve Montoya,Data Visualization with Matplotlib,100,2024-10-21 05:27:58.297000
Steve Montoya,Data Analysis with Pandas,100,2024-10-21 05:27:58.297000
Steve Montoya,Data Analysis for Business Decisions,100,2024-10-21 05:27:58.297000
Steve Montoya,Data Ethics,100,2024-10-21 05:27:58.297000
Steve Montoya,Data Cleaning & Preprocessing,100,2024-10-21 05:27:58.297000
Steve Montoya,DevOps in the Cloud,100,2024-10-21 05:27:58.297000
Steve Montoya,Closing Sales Strategies,100,2024-10-21 05:27:58.297000
Steve Montoya,Sales Fundamentals,100,2024-10-21 05:27:58.297000
Steve Montoya,Visual Design Basics,100,2024-10-21 05:27:58.297000
Steve Montoya,MongoDB,100,2024-10-21 05:27:58.297000
Steve Montoya,Blockchain Security,100,2024-10-21 05:27:58.297000
Steve Montoya,Google Ads Fundamentals,100,2024-10-21 05:27:58.297000
Jesse Cruz,Data Visualization with Matplotlib,100,2024-10-21 05:27:58.297000
Jesse Cruz,Data Ethics,100,2024-10-21 05:27:58.297000
Jesse Cruz,Data Analysis with Pandas,100,2024-10-21 05:27:58.297000
Jesse Cruz,Data Cleaning & Preprocessing,100,2024-10-21 05:27:58.297000
Jesse Cruz,Data Analysis for Business Decisions,100,2024-10-21 05:27:58.297000
Jesse Cruz,Decentralized Applications (DApps),100,2024-10-21 05:27:58.297000
Jesse Cruz,API Integration in Mobile Apps,100,2024-10-21 05:27:58.297000
Jesse Cruz,Closing Sales Strategies,100,2024-10-21 05:27:58.297000
Jesse Cruz,Cloud Support Fundamentals,100,2024-10-21 05:27:58.297000
Jesse Cruz,Stakeholder Analysis,100,2024-10-21 05:27:58.297000
