User Name,Course Title,Quiz Score,Engagement Score,Assignment Grade,Overall Rating
Johnny Sullivan,HR Technology Tools,81.0,68,68,79
Johnny Sullivan,API Development,83.0,84,58,78
Johnny Sullivan,Ethical Hacking Basics,74.0,67,64,75
Johnny Sullivan,Responsive Web Design,57.0,66,73,72
Johnny Sullivan,Troubleshooting Techniques,95.0,78,73,87
Alicia Short,Data Analysis with Pandas,54.0,89,75,74
Alicia Short,Data Ethics,52.0,52,54,62
Alicia Short,Data Cleaning & Preprocessing,81.0,81,75,83
Alicia Short,Data Analysis for Business Decisions,88.0,70,66,81
Alicia Short,Data Visualization with Matplotlib,72.0,50,58,70
Alicia Short,Understanding Financial Markets,86.0,81,96,92
Alicia Short,Wireframing and Prototyping,51.0,51,80,71
Alicia Short,Reinforcement Learning Techniques,98.0,53,61,81
Alicia Short,ITIL Foundations,93.0,87,79,89
Alicia Short,Editing and Proofreading Techniques,69.0,99,75,80
Alicia Short,Time Series Analysis,52.0,81,51,64
Alex Thompson,Data Ethics,61.0,75,99,84
Alex Thompson,Data Visualization with Matplotlib,50.0,74,87,75
Alex Thompson,Data Analysis for Business Decisions,76.0,58,54,71
Alex Thompson,Data Analysis with Pandas,85.0,65,61,78
Alex Thompson,Data Cleaning & Preprocessing,94.0,74,93,93
Alex Thompson,AI in Healthcare,66.0,68,91,82
Alex Thompson,Blockchain Use Cases,56.0,75,60,68
Alex Thompson,Usability Testing,50.0,70,96,78
Alex Thompson,Remote Support Techniques,96.0,100,91,95
Alex Thompson,Business Case Development,55.0,99,63,71
Steve Montoya,Data Visualization with Matplotlib,63.0,51,65,70
Steve Montoya,Data Analysis with Pandas,63.0,50,85,77
Steve Montoya,Data Analysis for Business Decisions,68.0,74,63,73
Steve Montoya,Data Ethics,91.0,87,69,85
Steve Montoya,Data Cleaning & Preprocessing,52.0,81,76,73
Steve Montoya,DevOps in the Cloud,55.0,66,93,78
Steve Montoya,Closing Sales Strategies,80.0,59,82,83
Steve Montoya,Sales Fundamentals,91.0,69,55,78
Steve Montoya,Visual Design Basics,59.0,87,54,68
Steve Montoya,MongoDB,100.0,58,69,85
Steve Montoya,Blockchain Security,89.0,72,80,86
Steve Montoya,Google Ads Fundamentals,73.0,67,73,78
Jesse Cruz,Data Visualization with Matplotlib,54.0,70,83,75
Jesse Cruz,Data Ethics,91.0,57,64,80
Jesse Cruz,Data Analysis with Pandas,59.0,64,70,72
Jesse Cruz,Data Cleaning & Preprocessing,59.0,54,51,64
Jesse Cruz,Data Analysis for Business Decisions,82.0,59,64,77
Jesse Cruz,Decentralized Applications (DApps),60.0,55,56,66
Jesse Cruz,API Integration in Mobile Apps,94.0,77,56,80
Jesse Cruz,Closing Sales Strategies,83.0,54,64,77
Jesse Cruz,Cloud Support Fundamentals,82.0,86,89,88
Jesse Cruz,Stakeholder Analysis,74.0,79,54,73
Jesse Cruz,Cryptocurrency Fundamentals,95.0,57,67,82
Jesse Cruz,Python for Data Science,99.0,97,91,96
Jesse Cruz,E-commerce Development Basics,70.0,50,86,80
Wanda Welch,Data Analysis with Pandas,75.0,90,63,77
Wanda Welch,Data Visualization with Matplotlib,51.0,86,93,79
Wanda Welch,Data Cleaning & Preprocessing,50.0,100,94,80
Wanda Welch,Data Ethics,69.0,100,90,86
Wanda Welch,Data Analysis for Business Decisions,82.0,64,53,74
Wanda Welch,Customer Service Skills for IT,100.0,75,87,93
Wanda Welch,Security Awareness for IT Support,96.0,94,98,97
Wanda Welch,Remote Support Techniques,77.0,70,88,85
Wanda Welch,Risk Analysis and Management,76.0,68,54,72
Wanda Welch,Podcasting Fundamentals,59.0,59,50,64
Wanda Welch,Version Control with Git,56.0,55,90,77
Wanda Welch,Presentation Skills for Sales,73.0,78,96,87
Wanda Welch,Project Scheduling Techniques,81.0,87,87,88
Stephanie Hanna,Data Ethics,94.0,83,98,95
Stephanie Hanna,Data Visualization with Matplotlib,60.0,64,81,76
Stephanie Hanna,Data Analysis with Pandas,88.0,52,76,83
Stephanie Hanna,Data Analysis for Business Decisions,55.0,100,71,74
Stephanie Hanna,Data Cleaning & Preprocessing,63.0,93,63,73
Stephanie Hanna,AI in Healthcare,65.0,78,67,74
Stephanie Hanna,Change Management Strategies,94.0,87,69,86
Stephanie Hanna,Responsive Web Design,90.0,59,95,91
Stephanie Hanna,Game Monetization Strategies,90.0,50,87,87
Stephanie Hanna,HTML & CSS,76.0,79,87,85
Stephanie Hanna,Network Security Fundamentals,71.0,54,91,82
Stephanie Hanna,Cloud Cost Management,58.0,74,79,75
Diamond Sims,Data Analysis with Pandas,54.0,56,54,63
Diamond Sims,Data Cleaning & Preprocessing,68.0,77,88,82
Diamond Sims,Data Visualization with Matplotlib,97.0,89,85,93
Diamond Sims,Data Ethics,77.0,53,91,84
Diamond Sims,Data Analysis for Business Decisions,72.0,79,77,80
Diamond Sims,Ethics in AI,90.0,69,62,80
Diamond Sims,Unreal Engine Basics,65.0,50,88,79
Diamond Sims,Hyperledger Basics,71.0,53,74,76
Diamond Sims,Google Cloud Platform Essentials,67.0,86,72,77
Diamond Sims,Negotiation Techniques,68.0,59,55,69
Seth Joseph,Data Cleaning & Preprocessing,61.0,57,74,73
Seth Joseph,Data Analysis with Pandas,72.0,93,77,81
Seth Joseph,Data Analysis for Business Decisions,83.0,71,89,87
Seth Joseph,Data Visualization with Matplotlib,78.0,97,93,90
Seth Joseph,Data Ethics,96.0,55,71,84
Seth Joseph,Predictive Analytics,54.0,70,60,67
Seth Joseph,ITIL Foundations,88.0,91,56,79
Seth Joseph,Talent Acquisition Strategies,81.0,82,66,80
Seth Joseph,Web Application Security,53.0,72,55,65
Seth Joseph,Game Testing Techniques,90.0,85,88,91
Seth Joseph,HTML & CSS,98.0,52,88,90
Seth Joseph,Time Series Analysis,90.0,67,88,89
Seth Joseph,Employee Engagement Techniques,88.0,84,57,79
Heather Evans,Data Visualization with Matplotlib,74.0,58,51,70
Heather Evans,Data Analysis for Business Decisions,87.0,94,69,84
Heather Evans,Data Analysis with Pandas,54.0,94,51,66
Heather Evans,Data Ethics,54.0,99,96,82
Heather Evans,Data Cleaning & Preprocessing,51.0,96,59,68
Heather Evans,Analytics for Marketers,60.0,74,100,83
Heather Evans,Ethical Hacking Basics,59.0,88,65,72
Heather Evans,Publishing Mobile Apps,96.0,81,50,79
Heather Evans,Hyperledger Basics,62.0,65,97,82
Heather Evans,Design Tools Overview,95.0,92,84,92
Heather Evans,Game Design Principles,100.0,95,61,86
Heather Evans,Infrastructure as Code,54.0,54,55,64
Heather Evans,Graphic Design Basics for Content,61.0,72,83,78
Heather Evans,HTML & CSS,87.0,91,96,93
Heather Evans,Big Data with Spark,68.0,74,52,69
Amy Green DDS,Data Visualization with Matplotlib,90.0,68,87,89
Amy Green DDS,Data Analysis for Business Decisions,99.0,79,70,87
Amy Green DDS,Data Cleaning & Preprocessing,94.0,95,83,91
Amy Green DDS,Data Analysis with Pandas,97.0,88,76,89
Amy Green DDS,Data Ethics,67.0,67,69,74
Amy Green DDS,App Monetization Strategies,83.0,80,58,77
Amy Green DDS,Web Performance Optimization,55.0,59,66,68
Amy Green DDS,Video Production Basics,60.0,93,57,70
Amy Green DDS,Mobile Testing Strategies,100.0,82,65,86
Amy Green DDS,Collaboration Tools in DevOps,76.0,84,69,79
Sierra Murphy,Data Cleaning & Preprocessing,100.0,75,74,88
Sierra Murphy,Data Visualization with Matplotlib,74.0,84,68,78
Sierra Murphy,Data Analysis with Pandas,68.0,70,64,73
Sierra Murphy,Data Analysis for Business Decisions,60.0,90,63,72
Sierra Murphy,Data Ethics,90.0,59,78,85
Sierra Murphy,Risk Management in Projects,65.0,57,55,68
Sierra Murphy,Predictive Analytics,67.0,90,74,78
Sierra Murphy,Requirements Gathering Techniques,78.0,60,90,85
Sierra Murphy,Troubleshooting Techniques,73.0,72,74,79
Sierra Murphy,Hyperledger Basics,59.0,94,50,68
Sierra Murphy,Labor Laws and Compliance,53.0,64,84,74
Sierra Murphy,Investing Fundamentals,62.0,66,81,77
Sierra Murphy,Personal Finance Skills,78.0,95,80,85
James Mills,Data Analysis with Pandas,66.0,63,96,83
James Mills,Data Analysis for Business Decisions,56.0,87,93,81
James Mills,Data Visualization with Matplotlib,52.0,53,84,73
James Mills,Data Ethics,64.0,84,71,76
James Mills,Configuration Management with Ansible,89.0,87,97,94
James Mills,Interaction Design Principles,70.0,53,67,73
James Mills,Serverless Architecture,97.0,74,81,90
James Mills,Progressive Web Apps (PWAs),66.0,60,100,84
James Mills,Backend Development Fundamentals,95.0,90,90,94
James Mills,Requirements Gathering Techniques,72.0,83,84,83
James Mills,Remote Support Techniques,73.0,99,84,85
James Mills,Natural Language Processing,63.0,74,81,78
James Mills,Cloud Security Best Practices,69.0,63,97,84
Joseph Gordon,Data Ethics,100.0,94,61,86
