User Name,Learning Path Title,Average Rating
Alexis Pugh,Content Creation,80.0
Alexis Pugh,Artificial Intelligence,77.5
Alexis Pugh,Digital Marketing,66.0
Manuel Boyle,Data Science,87.25
Manuel Boyle,Business Analysis,89.0
Manuel Boyle,Project Management,89.5
Manuel Boyle,Digital Marketing,75.0
Manuel Boyle,UI/UX Design,79.0
Manuel Boyle,Game Development,84.0
Manuel Boyle,Human Resources,79.0
Ashley Moore,Data Science,82.5
Ashley Moore,Business Analysis,80.0
Ashley Moore,DevOps,81.0
Ashley Moore,Mobile App Development,82.0
Ashley Moore,Game Development,71.0
Ashley Moore,Artificial Intelligence,89.0
Ashley Moore,Sales Skills,74.0
Steven Miller,Data Science,81.25
Steven Miller,Business Analysis,80.0
Steven Miller,Digital Marketing,92.0
Steven Miller,DevOps,76.67
Steven Miller,Web Development,88.0
Steven Miller,UI/UX Design,85.0
Teresa Gonzalez,Data Science,84.25
Teresa Gonzalez,Business Analysis,82.0
Teresa Gonzalez,UI/UX Design,89.0
Teresa Gonzalez,Project Management,98.0
Teresa Gonzalez,Artificial Intelligence,73.0
Teresa Gonzalez,Human Resources,93.0
Teresa Gonzalez,Machine Learning,85.0
Teresa Gonzalez,Cybersecurity,87.0
Justin Ross,Data Science,80.5
Justin Ross,Business Analysis,90.0
Justin Ross,Blockchain Technology,81.0
Justin Ross,Digital Marketing,86.0
Justin Ross,Mobile App Development,78.0
Justin Ross,IT Support,80.0
Justin Ross,Finance Basics,93.0
Justin Ross,UI/UX Design,68.0
Justin Ross,Machine Learning,79.0
Justin Ross,Full Stack Development,86.0
Justin Ross,Project Management,77.0
Johnny Sullivan,Data Science,83.25
Johnny Sullivan,Business Analysis,71.0
Johnny Sullivan,Finance Basics,78.0
Johnny Sullivan,Human Resources,79.0
Johnny Sullivan,Full Stack Development,78.0
Johnny Sullivan,Cybersecurity,75.0
Johnny Sullivan,Web Development,72.0
Johnny Sullivan,IT Support,87.0
Alicia Short,Data Science,72.25
Alicia Short,Business Analysis,81.0
Alicia Short,Finance Basics,92.0
Alicia Short,UI/UX Design,71.0
Alicia Short,Artificial Intelligence,81.0
Alicia Short,IT Support,89.0
Alicia Short,Content Creation,80.0
Alicia Short,Machine Learning,64.0
Alex Thompson,Data Science,82.5
Alex Thompson,Business Analysis,71.0
Alex Thompson,Artificial Intelligence,82.0
Alex Thompson,Blockchain Technology,68.0
Alex Thompson,UI/UX Design,78.0
Alex Thompson,IT Support,95.0
Steve Montoya,Data Science,76.25
Steve Montoya,Business Analysis,73.0
Steve Montoya,Cloud Computing,78.0
Steve Montoya,Sales Skills,80.5
Steve Montoya,UI/UX Design,68.0
Steve Montoya,Full Stack Development,85.0
Steve Montoya,Blockchain Technology,86.0
Steve Montoya,Digital Marketing,78.0
Jesse Cruz,Data Science,77.4
Jesse Cruz,Business Analysis,75.0
Jesse Cruz,Blockchain Technology,74.0
Jesse Cruz,Mobile App Development,80.0
Jesse Cruz,Sales Skills,77.0
Jesse Cruz,IT Support,88.0
Jesse Cruz,Web Development,80.0
Wanda Welch,Data Science,80.5
Wanda Welch,Business Analysis,73.0
Wanda Welch,IT Support,91.67
Wanda Welch,Content Creation,64.0
Wanda Welch,DevOps,77.0
Wanda Welch,Sales Skills,87.0
Wanda Welch,Project Management,88.0
Stephanie Hanna,Data Science,81.75
Stephanie Hanna,Business Analysis,80.0
Stephanie Hanna,Artificial Intelligence,74.0
Stephanie Hanna,Web Development,91.0
Stephanie Hanna,Game Development,87.0
Stephanie Hanna,Full Stack Development,85.0
Stephanie Hanna,Cybersecurity,82.0
Stephanie Hanna,Cloud Computing,75.0
Diamond Sims,Data Science,80.5
Diamond Sims,Business Analysis,80.0
Diamond Sims,Artificial Intelligence,80.0
Diamond Sims,Game Development,79.0
Diamond Sims,Blockchain Technology,76.0
Diamond Sims,Cloud Computing,77.0
Diamond Sims,Sales Skills,69.0
Seth Joseph,Data Science,82.0
Seth Joseph,Business Analysis,87.0
Seth Joseph,Artificial Intelligence,67.0
Seth Joseph,IT Support,79.0
Seth Joseph,Human Resources,79.5
Seth Joseph,Cybersecurity,65.0
Seth Joseph,Game Development,91.0
Seth Joseph,Full Stack Development,90.0
Seth Joseph,Machine Learning,89.0
Heather Evans,Data Science,71.0
Heather Evans,Business Analysis,84.0
Heather Evans,Digital Marketing,83.0
Heather Evans,Cybersecurity,72.0
Heather Evans,Mobile App Development,79.0
Heather Evans,Blockchain Technology,82.0
Heather Evans,UI/UX Design,92.0
Heather Evans,Game Development,86.0
Heather Evans,DevOps,64.0
Heather Evans,Content Creation,78.0
Heather Evans,Full Stack Development,93.0
Amy Green DDS,Data Science,85.75
Amy Green DDS,Business Analysis,87.0
Amy Green DDS,Mobile App Development,81.5
Amy Green DDS,Web Development,68.0
Amy Green DDS,Content Creation,70.0
Amy Green DDS,DevOps,79.0
Sierra Murphy,Data Science,81.0
Sierra Murphy,Business Analysis,78.5
Sierra Murphy,Project Management,68.0
Sierra Murphy,Artificial Intelligence,78.0
Sierra Murphy,IT Support,79.0
Sierra Murphy,Blockchain Technology,68.0
Sierra Murphy,Human Resources,74.0
Sierra Murphy,Finance Basics,81.0
James Mills,Data Science,77.5
James Mills,Business Analysis,82.0
James Mills,DevOps,94.0
James Mills,UI/UX Design,73.0
James Mills,Cloud Computing,87.0
James Mills,Web Development,89.0
James Mills,IT Support,85.0
Joseph Gordon,Data Science,82.75
Joseph Gordon,Business Analysis,84.0
Joseph Gordon,Sales Skills,81.0
Joseph Gordon,Blockchain Technology,90.0
Joseph Gordon,Game Development,83.0
Joseph Gordon,DevOps,85.0
Robert Mclaughlin,Data Science,81.0
Robert Mclaughlin,Business Analysis,84.0
Robert Mclaughlin,Machine Learning,75.0
Robert Mclaughlin,Project Management,89.0
Robert Mclaughlin,IT Support,73.0
Robert Mclaughlin,Human Resources,85.5
Robert Mclaughlin,Content Creation,80.0
Justin Reynolds,Data Science,83.4
Justin Reynolds,Business Analysis,80.0
Justin Reynolds,Content Creation,80.0
Justin Reynolds,IT Support,75.0
Justin Reynolds,Project Management,83.5
Justin Reynolds,Cloud Computing,89.0
Justin Reynolds,Artificial Intelligence,84.5
Justin Reynolds,Human Resources,81.0
Michael Turner,Business Analysis,76.5
Michael Turner,Data Science,82.5
Michael Turner,Content Creation,81.0
Michael Turner,Machine Learning,69.0
Michael Turner,Cybersecurity,73.0
Michael Turner,Digital Marketing,84.0
Michael Turner,Cloud Computing,98.0
Michael Turner,Human Resources,72.5
Michael Turner,UI/UX Design,79.0
Crystal Wilson,Data Science,79.0
Crystal Wilson,Business Analysis,81.0
Crystal Wilson,Web Development,81.0
Crystal Wilson,Mobile App Development,80.0
Crystal Wilson,Full Stack Development,89.0
Crystal Wilson,Cloud Computing,79.0
Crystal Wilson,Artificial Intelligence,79.5
Crystal Wilson,UI/UX Design,76.0
Seth Stokes,Data Science,83.0
Seth Stokes,Business Analysis,81.33
Seth Stokes,Project Management,74.0
Seth Stokes,Finance Basics,65.0
Seth Stokes,Game Development,71.0
John Wilcox,Data Science,78.2
John Wilcox,Business Analysis,79.0
John Wilcox,Mobile App Development,84.0
John Wilcox,IT Support,87.0
John Wilcox,Blockchain Technology,75.0
John Wilcox,Artificial Intelligence,86.0
John Wilcox,UI/UX Design,85.0
Keith Williams,Data Science,79.25
Keith Williams,Business Analysis,85.0
Keith Williams,DevOps,90.0
Keith Williams,Human Resources,86.0
Keith Williams,Blockchain Technology,94.0
Keith Williams,Game Development,78.0
Ivan James,Data Science,75.75
Ivan James,Business Analysis,67.0
Ivan James,Digital Marketing,72.0
Ivan James,Artificial Intelligence,74.0
Ivan James,Blockchain Technology,88.0
Ivan James,Finance Basics,80.0
Ivan James,UI/UX Design,74.5
Ivan James,Project Management,82.0
Ivan James,Machine Learning,75.0
Raven Fields,Data Science,83.25
Raven Fields,Business Analysis,80.0
Raven Fields,Sales Skills,81.0
Raven Fields,Human Resources,83.0
Raven Fields,IT Support,79.0
Raven Fields,Game Development,77.0
Raven Fields,UI/UX Design,70.0
Raven Fields,Finance Basics,67.0
Raven Fields,Project Management,87.0
Raven Fields,Cybersecurity,78.0
Jamie Massey,Data Science,75.5
Jamie Massey,Business Analysis,84.0
Jamie Massey,Blockchain Technology,74.0
Jamie Massey,Machine Learning,82.0
Jamie Massey,Web Development,77.0
Jamie Massey,Finance Basics,77.0
Michael Webb,Data Science,77.75
Michael Webb,Business Analysis,95.0
Michael Webb,Artificial Intelligence,79.0
Michael Webb,DevOps,91.0
Michael Webb,Full Stack Development,87.0
Michael Webb,Cloud Computing,92.0
Michael Webb,Machine Learning,81.0
Michael Webb,Mobile App Development,90.0
Theodore James,Business Analysis,94.0
Theodore James,Data Science,81.75
Theodore James,IT Support,74.0
Theodore James,Full Stack Development,77.0
Theodore James,Cybersecurity,75.0
Theodore James,Blockchain Technology,82.33
Theodore James,DevOps,75.0
Theodore James,Content Creation,88.5
Rhonda Myers,Data Science,86.25
Rhonda Myers,Business Analysis,70.0
Rhonda Myers,Finance Basics,86.5
Rhonda Myers,Full Stack Development,84.5
Rhonda Myers,DevOps,77.0
Rhonda Myers,Human Resources,85.5
Erika Russell,Data Science,81.5
Erika Russell,Business Analysis,87.0
Erika Russell,Full Stack Development,89.0
Erika Russell,Blockchain Technology,72.0
Erika Russell,Finance Basics,76.0
Erika Russell,Project Management,88.0
Erika Russell,Machine Learning,71.0
Erika Russell,Web Development,86.0
Erika Russell,Cybersecurity,75.0
Dustin Booker,Data Science,84.2
Dustin Booker,Business Analysis,82.33
Dustin Booker,Artificial Intelligence,86.0
Dustin Booker,Finance Basics,97.0
Dustin Booker,IT Support,79.0
Dustin Booker,Human Resources,83.0
Erin Anderson,Data Science,77.0
Erin Anderson,Business Analysis,68.0
Erin Anderson,Machine Learning,70.0
Erin Anderson,Game Development,86.0
Erin Anderson,Sales Skills,64.0
Erin Anderson,Project Management,76.0
Erin Anderson,Digital Marketing,97.0
Sandra Tran,Data Science,80.25
Sandra Tran,Business Analysis,77.0
Sandra Tran,Game Development,75.0
Sandra Tran,Finance Basics,76.5
Sandra Tran,Cloud Computing,82.0
Sandra Tran,DevOps,82.0
Sandra Tran,Mobile App Development,85.0
Sandra Tran,Human Resources,69.0
Sandra Tran,Artificial Intelligence,84.0
Leslie Ruiz,Data Science,87.5
Leslie Ruiz,Business Analysis,75.0
Leslie Ruiz,IT Support,79.0
Leslie Ruiz,Cloud Computing,92.0
Leslie Ruiz,Finance Basics,81.0
Leslie Ruiz,UI/UX Design,76.0
Leslie Ruiz,DevOps,70.0
Leslie Ruiz,Blockchain Technology,80.0
Leslie Ruiz,Cybersecurity,85.0
Rebecca Butler,Data Science,79.5
Rebecca Butler,Business Analysis,80.0
Rebecca Butler,Machine Learning,81.0
Rebecca Butler,Web Development,78.0
Rebecca Butler,Blockchain Technology,74.0
Rebecca Butler,Content Creation,79.0
Rebecca Butler,Mobile App Development,89.0
Rebecca Butler,IT Support,97.0
Derek Smith,Data Science,76.75
Derek Smith,Business Analysis,93.0
Derek Smith,Project Management,84.0
Derek Smith,Mobile App Development,86.0
Derek Smith,Human Resources,75.0
Derek Smith,Blockchain Technology,88.0
Derek Smith,DevOps,76.0
Derek Smith,Sales Skills,75.0
Derek Smith,Finance Basics,82.0
Kevin Joseph,Data Science,78.5
Kevin Joseph,Business Analysis,79.67
Kevin Joseph,Machine Learning,87.0
Kevin Joseph,Finance Basics,69.0
Kevin Joseph,Blockchain Technology,89.0
Kevin Joseph,Full Stack Development,80.0
Kevin Joseph,Project Management,70.0
Kevin Joseph,Cybersecurity,83.0
Kevin Joseph,Game Development,81.0
Nicole Howard,Data Science,80.5
Nicole Howard,Business Analysis,90.0
Nicole Howard,Mobile App Development,79.0
Nicole Howard,Game Development,77.0
Nicole Howard,Full Stack Development,88.0
Nicole Howard,Machine Learning,78.0
Nicole Howard,Cybersecurity,74.0
Cheryl Rojas,Data Science,80.0
Cheryl Rojas,Business Analysis,76.0
Cheryl Rojas,Digital Marketing,80.0
Cheryl Rojas,Web Development,72.0
Cheryl Rojas,Blockchain Technology,82.5
Cheryl Rojas,IT Support,77.0
Cheryl Rojas,Finance Basics,81.0
Cheryl Rojas,DevOps,79.0
Cheryl Rojas,UI/UX Design,79.0
Richard Blair,Data Science,83.0
Richard Blair,Business Analysis,91.0
Richard Blair,Content Creation,78.5
Richard Blair,Mobile App Development,82.0
Richard Blair,Project Management,87.0
Richard Blair,Finance Basics,77.0
Richard Blair,Cybersecurity,81.0
Sean Tucker,Business Analysis,81.0
Sean Tucker,Data Science,81.75
Sean Tucker,Mobile App Development,72.0
Sean Tucker,Game Development,72.0
Sean Tucker,Cybersecurity,70.0
Sean Tucker,Machine Learning,76.0
Sean Tucker,IT Support,79.0
Jeremy Martin,Business Analysis,91.0
Jeremy Martin,Data Science,78.0
Jeremy Martin,Machine Learning,81.0
Jeremy Martin,DevOps,77.0
Jeremy Martin,Web Development,85.0
Jeremy Martin,Cybersecurity,87.0
Aaron Johnson,Data Science,82.5
Aaron Johnson,Business Analysis,74.0
Aaron Johnson,Cloud Computing,95.0
Aaron Johnson,Sales Skills,80.0
Aaron Johnson,Full Stack Development,87.0
Aaron Johnson,Machine Learning,79.0
Aaron Johnson,Human Resources,75.0
Alice Gibson,Business Analysis,89.0
Alice Gibson,Data Science,79.0
Alice Gibson,Full Stack Development,76.0
Alice Gibson,Web Development,79.0
Alice Gibson,DevOps,90.0
Alice Gibson,Digital Marketing,75.0
Jennifer Ward,Business Analysis,75.0
Jennifer Ward,Data Science,79.75
Jennifer Ward,Finance Basics,80.5
Jennifer Ward,Full Stack Development,77.0
Jennifer Ward,Human Resources,84.0
Jennifer Ward,Artificial Intelligence,83.0
Brad Barrett,Data Science,84.0
Brad Barrett,Business Analysis,72.0
Brad Barrett,Web Development,86.0
Brad Barrett,Finance Basics,79.0
Brad Barrett,Sales Skills,88.5
Brad Barrett,Game Development,68.0
Brad Barrett,Cybersecurity,96.0
Brad Barrett,Mobile App Development,72.0
Whitney Howell,Data Science,83.75
Whitney Howell,Business Analysis,76.0
Whitney Howell,Artificial Intelligence,96.0
Whitney Howell,Machine Learning,71.0
Whitney Howell,Full Stack Development,81.33
Whitney Howell,Finance Basics,79.0
Whitney Howell,Web Development,81.0
Cathy Gonzalez,Data Science,81.25
Cathy Gonzalez,Business Analysis,87.0
Cathy Gonzalez,DevOps,84.0
Cathy Gonzalez,Human Resources,91.0
Cathy Gonzalez,Game Development,95.0
Cathy Gonzalez,Content Creation,90.0
Cathy Gonzalez,Project Management,86.0
Brian Kirby,Business Analysis,70.0
Brian Kirby,Data Science,82.75
Brian Kirby,Artificial Intelligence,79.0
Brian Kirby,Project Management,83.0
Brian Kirby,Game Development,83.0
Brian Kirby,Digital Marketing,78.0
Brian Kirby,Web Development,78.0
Brian Kirby,Machine Learning,89.0
Brian Kirby,IT Support,78.0
Samuel Henry,Data Science,84.75
Samuel Henry,Business Analysis,82.5
Samuel Henry,IT Support,76.0
Samuel Henry,Cloud Computing,85.0
Samuel Henry,Web Development,84.0
Samuel Henry,Machine Learning,82.0
Samuel Henry,Full Stack Development,78.0
Samuel Henry,Digital Marketing,84.0
Samuel Henry,Game Development,85.0
Samuel Henry,DevOps,83.0
Jason Collins,Data Science,79.75
Jason Collins,Business Analysis,83.0
Jason Collins,Finance Basics,75.5
Jason Collins,Cybersecurity,82.0
Jason Collins,DevOps,79.0
Jason Collins,Sales Skills,74.0
Jason Collins,Artificial Intelligence,83.0
Jason Collins,Cloud Computing,75.0
Julie Cox,Data Science,84.75
Julie Cox,Business Analysis,76.0
Julie Cox,DevOps,85.0
Julie Cox,Finance Basics,94.0
Julie Cox,Web Development,82.0
Julie Cox,Cloud Computing,79.0
Julie Cox,Machine Learning,78.0
Jamie Fleming,Data Science,78.0
Jamie Fleming,Business Analysis,80.5
Jamie Fleming,Finance Basics,83.0
Jamie Fleming,UI/UX Design,92.0
Jamie Fleming,Web Development,78.0
Jamie Fleming,DevOps,81.0
Jamie Fleming,Cloud Computing,90.0
Jamie Fleming,Full Stack Development,83.0
Renee Williams,Data Science,76.25
Renee Williams,Business Analysis,72.0
Renee Williams,Full Stack Development,78.0
Renee Williams,Game Development,92.0
Renee Williams,Cybersecurity,74.0
Renee Williams,Artificial Intelligence,73.0
Renee Williams,Human Resources,83.0
Renee Williams,Content Creation,80.0
Renee Williams,Sales Skills,72.0
Renee Williams,Digital Marketing,87.0
Samantha Boyd,Data Science,76.25
Samantha Boyd,Business Analysis,71.0
Samantha Boyd,UI/UX Design,76.0
Samantha Boyd,Sales Skills,80.0
Samantha Boyd,Human Resources,82.0
Samantha Boyd,Project Management,88.0
Samantha Boyd,Game Development,86.0
Samantha Boyd,Machine Learning,65.0
James Smith,Data Science,74.5
James Smith,Business Analysis,75.0
James Smith,Cloud Computing,80.0
James Smith,Game Development,83.0
James Smith,Digital Marketing,82.0
James Smith,Mobile App Development,73.5
Daniel Moore,Business Analysis,86.0
Daniel Moore,Data Science,81.0
Daniel Moore,Finance Basics,85.0
Daniel Moore,Full Stack Development,85.0
Daniel Moore,Machine Learning,85.0
Daniel Moore,Game Development,95.0
Daniel Moore,Project Management,84.0
Daniel Moore,Sales Skills,81.0
Daniel Moore,UI/UX Design,86.0
Nicholas Henry,Business Analysis,88.0
Nicholas Henry,Data Science,83.4
Nicholas Henry,DevOps,72.0
Nicholas Henry,Finance Basics,83.5
Nicholas Henry,Game Development,74.0
Nicholas Henry,Full Stack Development,82.0
Nicholas Henry,Content Creation,68.0
Nicholas Henry,Digital Marketing,84.0
Alex Pineda,Business Analysis,66.0
Alex Pineda,Data Science,73.0
Alex Pineda,Machine Learning,78.0
Alex Pineda,Human Resources,78.0
Alex Pineda,Web Development,77.0
Alex Pineda,Game Development,92.0
Alex Pineda,UI/UX Design,76.0
Alex Pineda,Project Management,77.0
Alex Pineda,Content Creation,71.0
Alex Pineda,Sales Skills,78.0
Matthew Holland,Data Science,82.25
Matthew Holland,Business Analysis,80.0
Matthew Holland,Mobile App Development,83.0
Matthew Holland,Machine Learning,73.0
Matthew Holland,UI/UX Design,86.0
Matthew Holland,Digital Marketing,72.5
Jennifer Boyd,Data Science,80.33
Jennifer Boyd,Business Analysis,79.5
Jennifer Boyd,Content Creation,78.0
Jennifer Boyd,Human Resources,79.0
Jennifer Boyd,IT Support,84.0
Jennifer Boyd,UI/UX Design,65.0
Jennifer Boyd,Cloud Computing,86.0
Jennifer Boyd,Game Development,89.0
Joe Williams,Data Science,78.8
Joe Williams,Business Analysis,76.0
Joe Williams,Full Stack Development,73.0
Joe Williams,Artificial Intelligence,74.67
Joe Williams,Project Management,74.0
Joe Williams,Machine Learning,73.0
Joe Williams,Web Development,83.0
Howard Peters,Data Science,77.67
Howard Peters,Business Analysis,97.0
Howard Peters,Digital Marketing,81.5
Howard Peters,Artificial Intelligence,79.0
Howard Peters,Web Development,89.0
Howard Peters,DevOps,80.0
Howard Peters,Sales Skills,85.0
Howard Peters,Project Management,84.0
Crystal Walter,Data Science,79.0
Crystal Walter,Business Analysis,83.5
Crystal Walter,Human Resources,81.0
Crystal Walter,Machine Learning,83.0
Crystal Walter,Blockchain Technology,87.0
Crystal Walter,Web Development,77.0
Crystal Walter,Cybersecurity,84.0
Crystal Walter,Sales Skills,80.0
Patricia Carlson,Data Science,75.0
Patricia Carlson,Business Analysis,83.0
Patricia Carlson,Blockchain Technology,83.0
Patricia Carlson,Mobile App Development,74.0
Patricia Carlson,Cybersecurity,85.0
Patricia Carlson,Cloud Computing,73.5
Patricia Carlson,Web Development,85.0
Patricia Carlson,DevOps,86.0
Patricia Carlson,Artificial Intelligence,81.0
Timothy Bray,Data Science,76.0
Timothy Bray,Business Analysis,83.5
Timothy Bray,Human Resources,98.0
Timothy Bray,Game Development,70.0
Timothy Bray,Mobile App Development,78.0
Timothy Bray,Blockchain Technology,84.0
Lauren Phillips,Business Analysis,78.0
Lauren Phillips,Data Science,82.5
Lauren Phillips,Blockchain Technology,78.0
Lauren Phillips,Mobile App Development,76.0
Lauren Phillips,Machine Learning,79.0
Lauren Phillips,DevOps,73.0
Lauren Phillips,UI/UX Design,76.0
Craig Fox,Data Science,75.25
Craig Fox,Business Analysis,79.0
Craig Fox,Web Development,83.0
Craig Fox,Sales Skills,79.5
Craig Fox,Blockchain Technology,78.0
Craig Fox,Digital Marketing,95.0
Craig Fox,Human Resources,72.0
Craig Fox,Artificial Intelligence,86.0
Daniel Hart,Data Science,84.8
Daniel Hart,Business Analysis,81.0
Daniel Hart,Web Development,88.0
Daniel Hart,Blockchain Technology,73.0
Daniel Hart,DevOps,82.0
Daniel Hart,Project Management,87.0
Daniel Hart,Full Stack Development,87.0
Daniel Hart,Cloud Computing,78.0
Daniel Hart,Cybersecurity,79.0
Daniel Hart,Human Resources,75.0
Randy Bradshaw,Data Science,80.6
Randy Bradshaw,Business Analysis,70.5
Randy Bradshaw,Content Creation,75.0
Randy Bradshaw,IT Support,85.0
Randy Bradshaw,Finance Basics,72.0
Randy Bradshaw,Artificial Intelligence,83.0
Randy Bradshaw,UI/UX Design,84.0
Randy Bradshaw,DevOps,78.0
Veronica Brandt,Data Science,78.75
Veronica Brandt,Business Analysis,85.0
Veronica Brandt,Machine Learning,79.0
Veronica Brandt,Web Development,78.0
Veronica Brandt,IT Support,82.0
Veronica Brandt,Blockchain Technology,82.0
Veronica Brandt,Human Resources,65.0
Veronica Brandt,Finance Basics,79.0
Veronica Brandt,DevOps,87.0
