id_user,name,designation,role,id_summary,user_id,average_rating,learning_path_id
12,Charles Owen,Full-stack Engineer,employee,85.0,12.0,78.75,2.0
12,Charles Owen,Full-stack Engineer,employee,86.0,12.0,76.0,17.0
12,Charles Owen,Full-stack Engineer,employee,87.0,12.0,69.0,16.0
12,Charles Owen,Full-stack Engineer,employee,88.0,12.0,85.5,20.0
12,Charles Owen,Full-stack Engineer,employee,89.0,12.0,84.0,10.0
12,Charles Owen,Full-stack Engineer,employee,90.0,12.0,82.0,14.0
13,Elizabeth Williams,Software Engineer,employee,91.0,13.0,80.0,2.0
13,Elizabeth Williams,Software Engineer,employee,92.0,13.0,80.0,17.0
13,Elizabeth Williams,Software Engineer,employee,93.0,13.0,74.0,13.0
13,Elizabeth Williams,Software Engineer,employee,94.0,13.0,85.0,10.0
13,Elizabeth Williams,Software Engineer,employee,95.0,13.0,79.0,12.0
13,Elizabeth Williams,Software Engineer,employee,96.0,13.0,96.0,14.0
13,Elizabeth Williams,Software Engineer,employee,97.0,13.0,94.0,8.0
13,Elizabeth Williams,Software Engineer,employee,98.0,13.0,78.5,1.0
13,Elizabeth Williams,Software Engineer,employee,99.0,13.0,83.0,19.0
13,Elizabeth Williams,Software Engineer,employee,100.0,13.0,86.0,3.0
14,Mary Ward,Mobile App Engineer,employee,101.0,14.0,82.0,2.0
14,Mary Ward,Mobile App Engineer,employee,102.0,14.0,75.0,17.0
14,Mary Ward,Mobile App Engineer,employee,103.0,14.0,92.0,1.0
14,Mary Ward,Mobile App Engineer,employee,104.0,14.0,83.0,19.0
14,Mary Ward,Mobile App Engineer,employee,105.0,14.0,72.0,10.0
14,Mary Ward,Mobile App Engineer,employee,106.0,14.0,77.0,13.0
15,Brad Hanson,Cloud Engineer,employee,107.0,15.0,78.25,2.0
15,Brad Hanson,Cloud Engineer,employee,108.0,15.0,80.0,17.0
15,Brad Hanson,Cloud Engineer,employee,109.0,15.0,75.0,3.0
15,Brad Hanson,Cloud Engineer,employee,110.0,15.0,86.0,4.0
15,Brad Hanson,Cloud Engineer,employee,111.0,15.0,86.0,11.0
15,Brad Hanson,Cloud Engineer,employee,112.0,15.0,89.0,20.0
15,Brad Hanson,Cloud Engineer,employee,113.0,15.0,85.0,8.0
15,Brad Hanson,Cloud Engineer,employee,114.0,15.0,79.0,15.0
15,Brad Hanson,Cloud Engineer,employee,115.0,15.0,76.0,16.0
15,Brad Hanson,Cloud Engineer,employee,116.0,15.0,93.0,5.0
15,Brad Hanson,Cloud Engineer,employee,117.0,15.0,76.0,7.0
16,Stanley Wilkins,Network Engineer,employee,118.0,16.0,73.5,17.0
16,Stanley Wilkins,Network Engineer,employee,119.0,16.0,79.5,2.0
16,Stanley Wilkins,Network Engineer,employee,120.0,16.0,80.0,14.0
16,Stanley Wilkins,Network Engineer,employee,121.0,16.0,89.0,12.0
16,Stanley Wilkins,Network Engineer,employee,122.0,16.0,83.0,20.0
16,Stanley Wilkins,Network Engineer,employee,123.0,16.0,76.0,8.0
16,Stanley Wilkins,Network Engineer,employee,124.0,16.0,90.0,9.0
17,Ana Woodard,Back-end Engineer,employee,125.0,17.0,86.0,17.0
17,Ana Woodard,Back-end Engineer,employee,126.0,17.0,78.6,2.0
17,Ana Woodard,Back-end Engineer,employee,127.0,17.0,71.0,20.0
17,Ana Woodard,Back-end Engineer,employee,128.0,17.0,72.0,15.0
17,Ana Woodard,Back-end Engineer,employee,129.0,17.0,80.0,6.0
17,Ana Woodard,Back-end Engineer,employee,130.0,17.0,92.0,8.0
17,Ana Woodard,Back-end Engineer,employee,131.0,17.0,85.0,12.0
17,Ana Woodard,Back-end Engineer,employee,132.0,17.0,78.0,4.0
17,Ana Woodard,Back-end Engineer,employee,133.0,17.0,79.0,5.0
18,Megan Nolan,Network Engineer,employee,134.0,18.0,91.0,17.0
18,Megan Nolan,Network Engineer,employee,135.0,18.0,84.0,2.0
18,Megan Nolan,Network Engineer,employee,136.0,18.0,81.5,1.0
18,Megan Nolan,Network Engineer,employee,137.0,18.0,72.0,18.0
18,Megan Nolan,Network Engineer,employee,138.0,18.0,66.0,9.0
18,Megan Nolan,Network Engineer,employee,139.0,18.0,69.0,5.0
19,Carl Browning,Back-end Engineer,employee,140.0,19.0,77.75,2.0
19,Carl Browning,Back-end Engineer,employee,141.0,19.0,78.5,17.0
19,Carl Browning,Back-end Engineer,employee,142.0,19.0,73.0,15.0
19,Carl Browning,Back-end Engineer,employee,143.0,19.0,70.0,6.0
19,Carl Browning,Back-end Engineer,employee,144.0,19.0,87.0,7.0
19,Carl Browning,Back-end Engineer,employee,145.0,19.0,82.0,5.0
20,Antonio Wheeler,Network Engineer,employee,146.0,20.0,78.2,2.0
20,Antonio Wheeler,Network Engineer,employee,147.0,20.0,70.0,20.0
20,Antonio Wheeler,Network Engineer,employee,148.0,20.0,89.0,8.0
20,Antonio Wheeler,Network Engineer,employee,149.0,20.0,88.0,11.0
20,Antonio Wheeler,Network Engineer,employee,150.0,20.0,90.0,1.0
20,Antonio Wheeler,Network Engineer,employee,151.0,20.0,88.0,18.0
20,Antonio Wheeler,Network Engineer,employee,152.0,20.0,96.0,7.0
20,Antonio Wheeler,Network Engineer,employee,153.0,20.0,71.0,19.0
21,Margaret Clarke,Security Engineer,employee,154.0,21.0,81.6,2.0
21,Margaret Clarke,Security Engineer,employee,155.0,21.0,77.0,17.0
21,Margaret Clarke,Security Engineer,employee,156.0,21.0,92.0,16.0
21,Margaret Clarke,Security Engineer,employee,157.0,21.0,88.0,18.0
21,Margaret Clarke,Security Engineer,employee,158.0,21.0,82.0,1.0
21,Margaret Clarke,Security Engineer,employee,159.0,21.0,88.0,15.0
21,Margaret Clarke,Security Engineer,employee,160.0,21.0,74.0,12.0
21,Margaret Clarke,Security Engineer,employee,161.0,21.0,73.0,20.0
21,Margaret Clarke,Security Engineer,employee,162.0,21.0,83.0,13.0
21,Margaret Clarke,Security Engineer,employee,163.0,21.0,77.0,14.0
22,Jacob Martin,Front-end Engineer,employee,164.0,22.0,79.6,2.0
22,Jacob Martin,Front-end Engineer,employee,165.0,22.0,78.0,17.0
22,Jacob Martin,Front-end Engineer,employee,166.0,22.0,71.0,7.0
22,Jacob Martin,Front-end Engineer,employee,167.0,22.0,82.0,12.0
22,Jacob Martin,Front-end Engineer,employee,168.0,22.0,78.0,6.0
22,Jacob Martin,Front-end Engineer,employee,169.0,22.0,74.0,15.0
22,Jacob Martin,Front-end Engineer,employee,170.0,22.0,85.0,18.0
22,Jacob Martin,Front-end Engineer,employee,171.0,22.0,86.0,16.0
22,Jacob Martin,Front-end Engineer,employee,172.0,22.0,96.0,8.0
22,Jacob Martin,Front-end Engineer,employee,173.0,22.0,81.0,13.0
23,Isaiah Glover,Software Engineer,employee,174.0,23.0,84.0,17.0
23,Isaiah Glover,Software Engineer,employee,175.0,23.0,84.25,2.0
23,Isaiah Glover,Software Engineer,employee,176.0,23.0,89.0,11.0
23,Isaiah Glover,Software Engineer,employee,177.0,23.0,70.0,4.0
23,Isaiah Glover,Software Engineer,employee,178.0,23.0,91.0,18.0
23,Isaiah Glover,Software Engineer,employee,179.0,23.0,88.0,20.0
23,Isaiah Glover,Software Engineer,employee,180.0,23.0,86.0,14.0
23,Isaiah Glover,Software Engineer,employee,181.0,23.0,78.0,7.0
23,Isaiah Glover,Software Engineer,employee,182.0,23.0,78.0,12.0
23,Isaiah Glover,Software Engineer,employee,183.0,23.0,80.0,3.0
24,Geoffrey Smith,Cloud Engineer,employee,184.0,24.0,78.75,2.0
24,Geoffrey Smith,Cloud Engineer,employee,185.0,24.0,69.0,17.0
24,Geoffrey Smith,Cloud Engineer,employee,186.0,24.0,90.0,18.0
24,Geoffrey Smith,Cloud Engineer,employee,187.0,24.0,81.0,1.0
24,Geoffrey Smith,Cloud Engineer,employee,188.0,24.0,92.0,7.0
24,Geoffrey Smith,Cloud Engineer,employee,189.0,24.0,82.0,12.0
25,Rebecca Todd,DevOps Engineer,employee,190.0,25.0,82.5,2.0
25,Rebecca Todd,DevOps Engineer,employee,191.0,25.0,81.0,17.0
25,Rebecca Todd,DevOps Engineer,employee,192.0,25.0,84.0,5.0
25,Rebecca Todd,DevOps Engineer,employee,193.0,25.0,66.0,14.0
25,Rebecca Todd,DevOps Engineer,employee,194.0,25.0,84.0,4.0
25,Rebecca Todd,DevOps Engineer,employee,195.0,25.0,84.0,9.0
25,Rebecca Todd,DevOps Engineer,employee,196.0,25.0,83.0,12.0
25,Rebecca Todd,DevOps Engineer,employee,197.0,25.0,77.0,10.0
26,Jennifer Nichols,QA Engineer,employee,198.0,26.0,85.0,2.0
26,Jennifer Nichols,QA Engineer,employee,199.0,26.0,74.0,17.0
26,Jennifer Nichols,QA Engineer,employee,200.0,26.0,80.0,1.0
26,Jennifer Nichols,QA Engineer,employee,201.0,26.0,93.0,19.0
26,Jennifer Nichols,QA Engineer,employee,202.0,26.0,87.0,7.0
26,Jennifer Nichols,QA Engineer,employee,203.0,26.0,78.0,14.0
27,Michael Avila,QA Engineer,employee,204.0,27.0,77.5,2.0
27,Michael Avila,QA Engineer,employee,205.0,27.0,70.0,17.0
27,Michael Avila,QA Engineer,employee,206.0,27.0,81.0,11.0
27,Michael Avila,QA Engineer,employee,207.0,27.0,85.5,10.0
27,Michael Avila,QA Engineer,employee,208.0,27.0,78.0,18.0
27,Michael Avila,QA Engineer,employee,209.0,27.0,87.0,6.0
27,Michael Avila,QA Engineer,employee,210.0,27.0,83.0,16.0
27,Michael Avila,QA Engineer,employee,211.0,27.0,75.0,3.0
27,Michael Avila,QA Engineer,employee,212.0,27.0,93.0,7.0
27,Michael Avila,QA Engineer,employee,213.0,27.0,78.0,5.0
28,Anthony Williams,Data Engineer,employee,214.0,28.0,76.0,2.0
28,Anthony Williams,Data Engineer,employee,215.0,28.0,83.0,17.0
28,Anthony Williams,Data Engineer,employee,216.0,28.0,89.0,13.0
28,Anthony Williams,Data Engineer,employee,217.0,28.0,79.0,11.0
28,Anthony Williams,Data Engineer,employee,218.0,28.0,82.0,20.0
28,Anthony Williams,Data Engineer,employee,219.0,28.0,65.0,8.0
28,Anthony Williams,Data Engineer,employee,220.0,28.0,90.0,12.0
29,Daniel Hall PhD,Cloud Engineer,employee,221.0,29.0,78.25,2.0
29,Daniel Hall PhD,Cloud Engineer,employee,222.0,29.0,75.0,17.0
29,Daniel Hall PhD,Cloud Engineer,employee,223.0,29.0,75.0,14.0
29,Daniel Hall PhD,Cloud Engineer,employee,224.0,29.0,80.0,11.0
29,Daniel Hall PhD,Cloud Engineer,employee,225.0,29.0,78.5,19.0
29,Daniel Hall PhD,Cloud Engineer,employee,226.0,29.0,88.0,12.0
29,Daniel Hall PhD,Cloud Engineer,employee,227.0,29.0,74.0,15.0
30,Joshua Edwards,Security Engineer,employee,228.0,30.0,80.5,17.0
30,Joshua Edwards,Security Engineer,employee,229.0,30.0,85.0,2.0
30,Joshua Edwards,Security Engineer,employee,230.0,30.0,85.0,11.0
30,Joshua Edwards,Security Engineer,employee,231.0,30.0,94.0,14.0
30,Joshua Edwards,Security Engineer,employee,232.0,30.0,80.0,5.0
30,Joshua Edwards,Security Engineer,employee,233.0,30.0,77.5,9.0
30,Joshua Edwards,Security Engineer,employee,234.0,30.0,75.0,13.0
30,Joshua Edwards,Security Engineer,employee,235.0,30.0,93.0,8.0
30,Joshua Edwards,Security Engineer,employee,236.0,30.0,88.0,12.0
30,Joshua Edwards,Security Engineer,employee,237.0,30.0,81.5,20.0
31,Bradley Meyer,Back-end Engineer,employee,238.0,31.0,77.0,2.0
31,Bradley Meyer,Back-end Engineer,employee,239.0,31.0,78.0,17.0
31,Bradley Meyer,Back-end Engineer,employee,240.0,31.0,64.0,8.0
31,Bradley Meyer,Back-end Engineer,employee,241.0,31.0,81.0,19.0
31,Bradley Meyer,Back-end Engineer,employee,242.0,31.0,82.0,20.0
31,Bradley Meyer,Back-end Engineer,employee,243.0,31.0,74.0,16.0
32,Jerry Snyder DDS,Network Engineer,employee,244.0,32.0,79.25,2.0
32,Jerry Snyder DDS,Network Engineer,employee,245.0,32.0,79.5,17.0
32,Jerry Snyder DDS,Network Engineer,employee,246.0,32.0,87.0,10.0
32,Jerry Snyder DDS,Network Engineer,employee,247.0,32.0,71.0,4.0
32,Jerry Snyder DDS,Network Engineer,employee,248.0,32.0,81.0,18.0
32,Jerry Snyder DDS,Network Engineer,employee,249.0,32.0,73.0,9.0
33,Jade Conley,QA Engineer,employee,250.0,33.0,83.0,17.0
33,Jade Conley,QA Engineer,employee,251.0,33.0,79.25,2.0
33,Jade Conley,QA Engineer,employee,252.0,33.0,85.0,1.0
33,Jade Conley,QA Engineer,employee,253.0,33.0,84.0,6.0
33,Jade Conley,QA Engineer,employee,254.0,33.0,84.0,19.0
33,Jade Conley,QA Engineer,employee,255.0,33.0,84.0,3.0
33,Jade Conley,QA Engineer,employee,256.0,33.0,90.0,7.0
34,Deborah Stafford,Software Engineer,employee,257.0,34.0,85.0,17.0
34,Deborah Stafford,Software Engineer,employee,258.0,34.0,85.0,2.0
34,Deborah Stafford,Software Engineer,employee,259.0,34.0,78.0,16.0
34,Deborah Stafford,Software Engineer,employee,260.0,34.0,70.0,20.0
34,Deborah Stafford,Software Engineer,employee,261.0,34.0,86.0,10.0
34,Deborah Stafford,Software Engineer,employee,262.0,34.0,82.0,3.0
34,Deborah Stafford,Software Engineer,employee,263.0,34.0,79.0,14.0
34,Deborah Stafford,Software Engineer,employee,264.0,34.0,77.0,8.0
34,Deborah Stafford,Software Engineer,employee,265.0,34.0,82.0,15.0
35,Kyle Martinez,QA Engineer,employee,266.0,35.0,77.75,2.0
35,Kyle Martinez,QA Engineer,employee,267.0,35.0,83.5,17.0
35,Kyle Martinez,QA Engineer,employee,268.0,35.0,76.0,9.0
35,Kyle Martinez,QA Engineer,employee,269.0,35.0,81.0,5.0
35,Kyle Martinez,QA Engineer,employee,270.0,35.0,68.0,3.0
35,Kyle Martinez,QA Engineer,employee,271.0,35.0,84.0,7.0
36,Michele Vargas,Software Engineer,employee,272.0,36.0,78.5,2.0
36,Michele Vargas,Software Engineer,employee,273.0,36.0,81.0,17.0
36,Michele Vargas,Software Engineer,employee,274.0,36.0,74.0,6.0
36,Michele Vargas,Software Engineer,employee,275.0,36.0,76.5,19.0
36,Michele Vargas,Software Engineer,employee,276.0,36.0,86.5,13.0
36,Michele Vargas,Software Engineer,employee,277.0,36.0,86.0,7.0
36,Michele Vargas,Software Engineer,employee,278.0,36.0,90.0,9.0
36,Michele Vargas,Software Engineer,employee,279.0,36.0,77.0,18.0
36,Michele Vargas,Software Engineer,employee,280.0,36.0,81.0,5.0
37,Janice Whitaker,Data Engineer,employee,281.0,37.0,74.25,2.0
37,Janice Whitaker,Data Engineer,employee,282.0,37.0,92.0,17.0
37,Janice Whitaker,Data Engineer,employee,283.0,37.0,81.0,20.0
37,Janice Whitaker,Data Engineer,employee,284.0,37.0,81.5,1.0
37,Janice Whitaker,Data Engineer,employee,285.0,37.0,94.0,18.0
37,Janice Whitaker,Data Engineer,employee,286.0,37.0,76.0,9.0
37,Janice Whitaker,Data Engineer,employee,287.0,37.0,85.0,7.0
38,Jason Mills,Cloud Engineer,employee,288.0,38.0,77.0,2.0
38,Jason Mills,Cloud Engineer,employee,289.0,38.0,84.0,17.0
38,Jason Mills,Cloud Engineer,employee,290.0,38.0,79.5,12.0
38,Jason Mills,Cloud Engineer,employee,291.0,38.0,75.0,7.0
38,Jason Mills,Cloud Engineer,employee,292.0,38.0,85.0,15.0
38,Jason Mills,Cloud Engineer,employee,293.0,38.0,91.0,19.0
38,Jason Mills,Cloud Engineer,employee,294.0,38.0,89.0,16.0
39,William Jenkins,Front-end Engineer,employee,295.0,39.0,83.75,2.0
39,William Jenkins,Front-end Engineer,employee,296.0,39.0,72.0,17.0
39,William Jenkins,Front-end Engineer,employee,297.0,39.0,80.0,13.0
39,William Jenkins,Front-end Engineer,employee,298.0,39.0,73.0,18.0
39,William Jenkins,Front-end Engineer,employee,299.0,39.0,77.5,20.0
39,William Jenkins,Front-end Engineer,employee,300.0,39.0,88.0,19.0
39,William Jenkins,Front-end Engineer,employee,301.0,39.0,61.0,5.0
39,William Jenkins,Front-end Engineer,employee,302.0,39.0,75.0,11.0
39,William Jenkins,Front-end Engineer,employee,303.0,39.0,71.0,6.0
40,Michael Gilmore,Mobile App Engineer,employee,304.0,40.0,77.5,2.0
40,Michael Gilmore,Mobile App Engineer,employee,305.0,40.0,79.5,17.0
40,Michael Gilmore,Mobile App Engineer,employee,306.0,40.0,80.25,11.0
40,Michael Gilmore,Mobile App Engineer,employee,307.0,40.0,65.0,19.0
41,David Anderson,QA Engineer,employee,308.0,41.0,73.75,2.0
41,David Anderson,QA Engineer,employee,309.0,41.0,72.0,17.0
41,David Anderson,QA Engineer,employee,310.0,41.0,71.0,16.0
41,David Anderson,QA Engineer,employee,311.0,41.0,81.33,3.0
41,David Anderson,QA Engineer,employee,312.0,41.0,78.0,10.0
41,David Anderson,QA Engineer,employee,313.0,41.0,84.0,14.0
41,David Anderson,QA Engineer,employee,314.0,41.0,75.0,18.0
42,Andrea Alexander,Full-stack Engineer,employee,315.0,42.0,82.0,17.0
42,Andrea Alexander,Full-stack Engineer,employee,316.0,42.0,80.5,2.0
42,Andrea Alexander,Full-stack Engineer,employee,317.0,42.0,75.5,12.0
42,Andrea Alexander,Full-stack Engineer,employee,318.0,42.0,70.0,6.0
42,Andrea Alexander,Full-stack Engineer,employee,319.0,42.0,72.5,5.0
42,Andrea Alexander,Full-stack Engineer,employee,320.0,42.0,91.0,3.0
42,Andrea Alexander,Full-stack Engineer,employee,321.0,42.0,75.0,7.0
43,John Hernandez,Network Engineer,employee,322.0,43.0,84.25,2.0
43,John Hernandez,Network Engineer,employee,323.0,43.0,86.0,17.0
43,John Hernandez,Network Engineer,employee,324.0,43.0,76.0,9.0
43,John Hernandez,Network Engineer,employee,325.0,43.0,76.0,10.0
43,John Hernandez,Network Engineer,employee,326.0,43.0,81.0,6.0
43,John Hernandez,Network Engineer,employee,327.0,43.0,86.0,1.0
43,John Hernandez,Network Engineer,employee,328.0,43.0,74.0,8.0
43,John Hernandez,Network Engineer,employee,329.0,43.0,79.0,12.0
44,Steven Heath,Software Engineer,employee,330.0,44.0,75.0,2.0
44,Steven Heath,Software Engineer,employee,331.0,44.0,88.5,17.0
44,Steven Heath,Software Engineer,employee,332.0,44.0,84.0,8.0
44,Steven Heath,Software Engineer,employee,333.0,44.0,74.0,6.0
44,Steven Heath,Software Engineer,employee,334.0,44.0,92.0,14.0
44,Steven Heath,Software Engineer,employee,335.0,44.0,79.5,13.0
45,Dr. Eric Miller,Full-stack Engineer,employee,336.0,45.0,77.0,17.0
45,Dr. Eric Miller,Full-stack Engineer,employee,337.0,45.0,78.0,2.0
45,Dr. Eric Miller,Full-stack Engineer,employee,338.0,45.0,81.0,15.0
45,Dr. Eric Miller,Full-stack Engineer,employee,339.0,45.0,79.0,8.0
45,Dr. Eric Miller,Full-stack Engineer,employee,340.0,45.0,76.0,20.0
45,Dr. Eric Miller,Full-stack Engineer,employee,341.0,45.0,89.0,6.0
45,Dr. Eric Miller,Full-stack Engineer,employee,342.0,45.0,72.0,3.0
45,Dr. Eric Miller,Full-stack Engineer,employee,343.0,45.0,78.0,16.0
45,Dr. Eric Miller,Full-stack Engineer,employee,344.0,45.0,82.0,5.0
45,Dr. Eric Miller,Full-stack Engineer,employee,345.0,45.0,80.0,1.0
45,Dr. Eric Miller,Full-stack Engineer,employee,346.0,45.0,88.0,18.0
46,Brittney Taylor,Mobile App Engineer,employee,347.0,46.0,78.5,2.0
46,Brittney Taylor,Mobile App Engineer,employee,348.0,46.0,88.0,17.0
46,Brittney Taylor,Mobile App Engineer,employee,349.0,46.0,72.0,16.0
46,Brittney Taylor,Mobile App Engineer,employee,350.0,46.0,92.0,7.0
46,Brittney Taylor,Mobile App Engineer,employee,351.0,46.0,84.0,8.0
46,Brittney Taylor,Mobile App Engineer,employee,352.0,46.0,84.0,12.0
46,Brittney Taylor,Mobile App Engineer,employee,353.0,46.0,85.5,3.0
47,Rachel Perry,Software Engineer,employee,354.0,47.0,82.5,2.0
47,Rachel Perry,Software Engineer,employee,355.0,47.0,77.0,17.0
47,Rachel Perry,Software Engineer,employee,356.0,47.0,78.0,16.0
47,Rachel Perry,Software Engineer,employee,357.0,47.0,76.0,4.0
47,Rachel Perry,Software Engineer,employee,358.0,47.0,71.0,9.0
47,Rachel Perry,Software Engineer,employee,359.0,47.0,63.5,8.0
47,Rachel Perry,Software Engineer,employee,360.0,47.0,78.0,20.0
48,Elizabeth Rasmussen,QA Engineer,employee,361.0,48.0,80.67,17.0
48,Elizabeth Rasmussen,QA Engineer,employee,362.0,48.0,80.6,2.0
48,Elizabeth Rasmussen,QA Engineer,employee,363.0,48.0,74.0,16.0
48,Elizabeth Rasmussen,QA Engineer,employee,364.0,48.0,89.0,1.0
48,Elizabeth Rasmussen,QA Engineer,employee,365.0,48.0,94.0,15.0
48,Elizabeth Rasmussen,QA Engineer,employee,366.0,48.0,84.0,14.0
49,Brian Smith,Software Engineer,employee,367.0,49.0,77.6,2.0
49,Brian Smith,Software Engineer,employee,368.0,49.0,81.0,17.0
